Crash Number,Date Time,Day Of Week,Object 1,Object 2,Street Number,Steet Name,Cross Street,Location,Latitude,Longitude,Coordinates
23798,02/14/2010 12:00:00 AM,Sunday,Auto,Auto,48,STEARNS ST,,"48 STEARNS ST Cambridge, MA",42.38579,-71.129914999999997,"(42.38579, -71.129915)"
23799,02/14/2010 06:55:00 AM,Sunday,Auto,Auto,35,PLEASANT ST,,"35 PLEASANT ST Cambridge, MA",42.364452,-71.107902999999993,"(42.364452, -71.107903)"
23807,02/14/2010 08:25:00 PM,Sunday,Auto,Auto,,QUINCY ST,Cambridge St," QUINCY ST & Cambridge St Cambridge, MA",42.375473999999997,-71.114321000000004,"(42.375474, -71.114321)"
23800,02/15/2010 06:59:00 PM,Monday,Auto,Auto,,River St,Franklin St," River St & Franklin St Cambridge, MA",42.364893000000002,-71.105806999999999,"(42.364893, -71.105807)"
23801,02/15/2010 04:45:00 PM,Monday,Auto,Auto,57,HURON AVE,,"57 HURON AVE Cambridge, MA",42.384678000000001,-71.128259,"(42.384678, -71.128259)"
23802,02/15/2010 12:17:00 PM,Monday,Auto,Auto,,Cambridge St,HOVEY AVE," Cambridge St & HOVEY AVE Cambridge, MA",42.374637999999997,-71.107881000000006,"(42.374638, -71.107881)"
23813,02/15/2010 09:30:00 AM,Monday,Auto,Auto,,Inman St,Massachusetts Ave," Inman St & Massachusetts Ave Cambridge, MA",42.366590000000002,-71.105680000000007,"(42.36659, -71.10568)"
23804,02/16/2010 09:49:00 AM,Tuesday,Auto,Parked Vehicle,41,Magee St,,"41 Magee St Cambridge, MA",42.366262999999996,-71.111796999999996,"(42.366263, -71.111797)"
23805,02/16/2010 02:29:00 PM,Sunday,Auto,Auto,,Cambridge St,Columbia St," Cambridge St & Columbia St Cambridge, MA",42.372911999999999,-71.094511999999995,"(42.372912, -71.094512)"
23806,02/16/2010 03:18:00 PM,Tuesday,Auto,Truck,120,PROSPECT ST,,"120 PROSPECT ST Cambridge, MA",42.368071999999998,-71.101821000000001,"(42.368072, -71.101821)"
23814,02/16/2010 12:00:00 AM,Tuesday,Auto,Fixed Object,,MOUNT AUBURN ST,," MOUNT AUBURN ST &  Cambridge, MA",,,
23808,02/17/2010 09:00:00 AM,Wednesday,Truck,Auto,,Brattle St,Sparks St," Brattle St & Sparks St Cambridge, MA",42.377845000000001,-71.130167,"(42.377845, -71.130167)"
23809,02/17/2010 10:12:00 AM,Wednesday,Auto,Pedestrian,,MAIN ST,Osborn St," MAIN ST & Osborn St Cambridge, MA",42.363101999999998,-71.095277999999993,"(42.363102, -71.095278)"
23810,02/17/2010 05:00:00 PM,Wednesday,Auto,Auto,,FIRST ST,Binney St," FIRST ST & Binney St Cambridge, MA",42.365141999999999,-71.078205999999994,"(42.365142, -71.078206)"
23811,02/18/2010 09:52:00 AM,Thursday,Auto,Pedestrian,,Brattle St,Appian Way," Brattle St & Appian Way Cambridge, MA",42.374856000000001,-71.122344999999996,"(42.374856, -71.122345)"
23812,02/18/2010 02:45:00 PM,Thursday,Auto,Auto,,DOUGLASS ST,Massachusetts Ave," DOUGLASS ST & Massachusetts Ave Cambridge, MA",42.363897000000001,-71.101190000000003,"(42.363897, -71.10119)"
23815,02/18/2010 03:00:00 PM,Thursday,Auto,Auto,68,Brookline St,,"68 Brookline St Cambridge, MA",42.362551000000003,-71.102564000000001,"(42.362551, -71.102564)"
23817,02/19/2010 01:15:00 PM,Friday,Auto,Fixed Object,124,OXFORD ST,,"124 OXFORD ST Cambridge, MA",42.384385000000002,-71.115981000000005,"(42.384385, -71.115981)"
23818,02/19/2010 02:45:00 PM,Friday,Auto,Auto,,HURON AVE,FAYERWEATHER ST," HURON AVE & FAYERWEATHER ST Cambridge, MA",42.381304999999998,-71.137337000000002,"(42.381305, -71.137337)"
23820,02/19/2010 09:30:00 PM,Friday,Auto,Bicycle,,Hampshire St,PROSPECT ST," Hampshire St & PROSPECT ST Cambridge, MA",42.372202000000001,-71.098974999999996,"(42.372202, -71.098975)"
23823,02/19/2010 10:12:00 PM,Friday,Auto,Auto,,Aberdeen Way,HURON AVE," Aberdeen Way & HURON AVE Cambridge, MA",42.378762999999999,-71.147295,"(42.378763, -71.147295)"
23819,02/20/2010 10:05:00 AM,Saturday,Auto,Auto,2002,Massachusetts Ave,,"2002 Massachusetts Ave Cambridge, MA",42.368924999999997,-71.110257000000004,"(42.368925, -71.110257)"
23821,02/20/2010 04:40:00 PM,Saturday,Auto,Pedestrian,282,Massachusetts Ave,,"282 Massachusetts Ave Cambridge, MA",42.361887000000003,-71.098112999999998,"(42.361887, -71.098113)"
23822,02/20/2010 03:40:00 PM,Saturday,Auto,Miscellaneous,,Massachusetts Ave,DAY ST," Massachusetts Ave & DAY ST Cambridge, MA",42.393960999999997,-71.126382000000007,"(42.393961, -71.126382)"
23824,02/20/2010 05:29:00 PM,Saturday,Auto,Miscellaneous,700,HURON AVE,,"700 HURON AVE Cambridge, MA",42.380859999999998,-71.15455,"(42.38086, -71.15455)"
23825,02/20/2010 07:40:00 PM,Saturday,Auto,Auto,,Peabody St,Massachusetts Ave," Peabody St & Massachusetts Ave Cambridge, MA",42.374070000000003,-71.118838999999994,"(42.37407, -71.118839)"
23833,02/20/2010 12:00:00 AM,Unknown,Auto,Parked Vehicle,700,HURON AVE,,"700 HURON AVE Cambridge, MA",42.380859999999998,-71.15455,"(42.38086, -71.15455)"
1500000486,03/19/2015 10:54:00 AM,Thursday,PASSENGER CAR,,,BROADWAY,,BROADWAY,,,
23711,02/21/2010 03:20:00 PM,Thursday,Auto,Auto,,Broadway,Windsor St," Broadway & Windsor St Cambridge, MA",42.367106999999997,-71.095416,"(42.367107, -71.095416)"
23816,02/21/2010 12:30:00 PM,Sunday,Auto,Fixed Object,,Callender St,Magee St," Callender St & Magee St Cambridge, MA",42.365324999999999,-71.111564999999999,"(42.365325, -71.111565)"
23829,02/21/2010 03:14:00 PM,Sunday,Auto,Auto,799,Concord Ave,,"799 Concord Ave Cambridge, MA",42.391447999999997,-71.155467000000002,"(42.391448, -71.155467)"
23826,02/22/2010 05:07:00 PM,Monday,Auto,Fixed Object,,Massachusetts Ave,Porter St," Massachusetts Ave & Porter St Cambridge, MA",42.390040999999997,-71.120684999999995,"(42.390041, -71.120685)"
23827,02/22/2010 12:55:00 AM,Monday,Auto,Auto,18,Beech St,,"18 Beech St Cambridge, MA",42.391157999999997,-71.119421000000003,"(42.391158, -71.119421)"
23828,02/22/2010 06:24:00 PM,Monday,Auto,Pedestrian,,PRESCOTT ST,HARVARD ST," PRESCOTT ST & HARVARD ST Cambridge, MA",42.372056999999998,-71.114234999999994,"(42.372057, -71.114235)"
23830,02/22/2010 08:29:00 AM,Monday,Auto,Taxi,95,DUDLEY ST,,"95 DUDLEY ST Cambridge, MA",42.395833000000003,-71.132891000000001,"(42.395833, -71.132891)"
23831,02/22/2010 09:14:00 PM,Monday,Auto,Parked Vehicle,,Cambridge St,FIRST ST," Cambridge St & FIRST ST Cambridge, MA",42.370635999999998,-71.076933999999994,"(42.370636, -71.076934)"
23834,02/22/2010 03:59:00 PM,Monday,Auto,Parked Vehicle,777,MEMORIAL DR,,"777 MEMORIAL DR Cambridge, MA",42.358752000000003,-71.114977999999994,"(42.358752, -71.114978)"
23832,02/23/2010 07:32:00 AM,Tuesday,Auto,Auto,,Broadway,ELLERY ST," Broadway & ELLERY ST Cambridge, MA",42.372751999999998,-71.109728000000004,"(42.372752, -71.109728)"
23835,02/23/2010 10:44:00 PM,Tuesday,Auto,Auto,10,GARFIELD ST,,"10 GARFIELD ST Cambridge, MA",42.383758999999998,-71.119021000000004,"(42.383759, -71.119021)"
23836,02/24/2010 06:59:00 PM,Wednesday,Truck,Parked Vehicle,975,Massachusetts Ave,,"975 Massachusetts Ave Cambridge, MA",42.369258000000002,-71.110388,"(42.369258, -71.110388)"
23837,02/24/2010 04:19:00 PM,Wednesday,Auto,Parked Vehicle,,Bigelow St,Massachusetts Ave," Bigelow St & Massachusetts Ave Cambridge, MA",42.366995000000003,-71.106342999999995,"(42.366995, -71.106343)"
23838,02/24/2010 05:42:00 PM,Wednesday,Auto,Miscellaneous,451,GREEN ST,,"451 GREEN ST Cambridge, MA",42.366708000000003,-71.107305999999994,"(42.366708, -71.107306)"
23839,02/24/2010 05:15:00 PM,Wednesday,Auto,Parked Vehicle,64,Mount Vernon St,,"64 Mount Vernon St Cambridge, MA",42.387442999999998,-71.121796000000003,"(42.387443, -71.121796)"
23840,02/24/2010 05:19:00 PM,Wednesday,Truck,Fixed Object,24,Newtowne Ct,,"24 Newtowne Ct Cambridge, MA",42.363875,-71.094611,"(42.363875, -71.094611)"
23841,02/24/2010 09:30:00 AM,Wednesday,Auto,Fixed Object,,MOUNT AUBURN ST,Willard St," MOUNT AUBURN ST & Willard St Cambridge, MA",42.374569000000001,-71.128428,"(42.374569, -71.128428)"
23842,02/24/2010 08:00:00 PM,Wednesday,Auto,Parked Vehicle,277,LAKEVIEW AVE,,"277 LAKEVIEW AVE Cambridge, MA",42.384072000000003,-71.140963999999997,"(42.384072, -71.140964)"
23843,02/25/2010 07:50:00 AM,Thursday,Auto,Parked Vehicle,,Blake St,," Blake St &  Cambridge, MA",,,
23844,02/25/2010 10:30:00 AM,Thursday,Auto,Auto,,Peabody St,Massachusetts Ave," Peabody St & Massachusetts Ave Cambridge, MA",42.374070000000003,-71.118838999999994,"(42.37407, -71.118839)"
23845,02/26/2010 10:25:00 PM,Friday,Auto,Auto,,Massachusetts Ave,," Massachusetts Ave &  Cambridge, MA",,,
23874,03/04/2010 04:22:00 PM,Wednesday,Auto,Bicycle,1310,Cambridge St,,"1310 Cambridge St Cambridge, MA",42.373449999999998,-71.099502999999999,"(42.37345, -71.099503)"
23846,02/26/2010 06:24:00 AM,Friday,Auto,Auto,,Cambridge St,SPRINGFIELD ST," Cambridge St & SPRINGFIELD ST Cambridge, MA",42.373688999999999,-71.100528999999995,"(42.373689, -71.100529)"
23847,02/26/2010 06:59:00 AM,Friday,Auto,Auto,,Massachusetts Ave,Vassar St," Massachusetts Ave & Vassar St Cambridge, MA",42.360154000000001,-71.094881999999998,"(42.360154, -71.094882)"
23848,02/26/2010 07:44:00 AM,Friday,Auto,Parked Vehicle,534,Franklin St,,"534 Franklin St Cambridge, MA",42.367789999999999,-71.111562000000006,"(42.36779, -71.111562)"
23849,02/26/2010 08:45:00 AM,Friday,Auto,Bicycle,,Binney St,Third St," Binney St & Third St Cambridge, MA",42.365678000000003,-71.082406000000006,"(42.365678, -71.082406)"
23850,02/26/2010 12:20:00 PM,Friday,Auto,Auto,,QUINCY ST,Cambridge St," QUINCY ST & Cambridge St Cambridge, MA",42.375473999999997,-71.114321000000004,"(42.375474, -71.114321)"
23851,02/26/2010 08:00:00 PM,Friday,Auto,Parked Vehicle,116,Cherry St,,"116 Cherry St Cambridge, MA",42.365360000000003,-71.096886999999995,"(42.36536, -71.096887)"
23864,02/26/2010 10:34:00 AM,Friday,Auto,Auto,,Cambridge St,Sixth St," Cambridge St & Sixth St Cambridge, MA",42.371654999999997,-71.084789999999998,"(42.371655, -71.08479)"
23894,02/26/2010 10:34:00 AM,Friday,Auto,Auto,,Cambridge St,Sixth St," Cambridge St & Sixth St Cambridge, MA",42.371654999999997,-71.084789999999998,"(42.371655, -71.08479)"
23852,02/27/2010 11:29:00 AM,Saturday,Auto,Parked Vehicle,119,FIRST ST,,"119 FIRST ST Cambridge, MA",42.367427999999997,-71.078168000000005,"(42.367428, -71.078168)"
23853,02/27/2010 01:09:00 PM,Saturday,Auto,Auto,125,Brattle St,,"125 Brattle St Cambridge, MA",42.377662000000001,-71.128579999999999,"(42.377662, -71.12858)"
23854,02/27/2010 02:39:00 PM,Saturday,Auto,Parked Vehicle,364,Rindge Ave,,"364 Rindge Ave Cambridge, MA",42.393087999999999,-71.138992000000002,"(42.393088, -71.138992)"
23859,02/27/2010 02:39:00 PM,Saturday,Auto,Auto,,Third St,SPRING ST," Third St & SPRING ST Cambridge, MA",42.368965000000003,-71.080324000000005,"(42.368965, -71.080324)"
23862,02/27/2010 11:29:00 PM,Sunday,Auto,Bus (Other),,JFK St,Winthrop St," JFK St & Winthrop St Cambridge, MA",42.372154000000002,-71.120489000000006,"(42.372154, -71.120489)"
23855,02/28/2010 12:04:00 PM,Sunday,Auto,Moped,,Massachusetts Ave,Upland Rd," Massachusetts Ave & Upland Rd Cambridge, MA",42.388173000000002,-71.119415000000004,"(42.388173, -71.119415)"
23856,02/28/2010 02:00:00 PM,Sunday,Auto,Auto,,Massachusetts Ave,Cameron Ave," Massachusetts Ave & Cameron Ave Cambridge, MA",42.397440000000003,-71.130266000000006,"(42.39744, -71.130266)"
23857,03/01/2010 08:42:00 AM,Monday,Auto,Auto,,Binney St,Third St," Binney St & Third St Cambridge, MA",42.365678000000003,-71.082406000000006,"(42.365678, -71.082406)"
23858,03/01/2010 10:40:00 AM,Monday,Auto,Auto,,Sixth St,Bent St," Sixth St & Bent St Cambridge, MA",42.367562,-71.085740999999999,"(42.367562, -71.085741)"
23860,03/01/2010 07:12:00 AM,Monday,Auto,Auto,,Upland Rd,Richdale Ave," Upland Rd & Richdale Ave Cambridge, MA",42.387948000000002,-71.121357000000003,"(42.387948, -71.121357)"
23861,03/01/2010 09:45:00 AM,Monday,Auto,Truck,,SARGENT ST,NOTRE DAME AVE," SARGENT ST & NOTRE DAME AVE Cambridge, MA",42.391759,-71.131932000000006,"(42.391759, -71.131932)"
23866,03/01/2010 06:14:00 PM,Monday,Auto,Fixed Object,,Massachusetts Ave,Rindge Ave," Massachusetts Ave & Rindge Ave Cambridge, MA",42.392614999999999,-71.124874000000005,"(42.392615, -71.124874)"
23867,03/01/2010 03:14:00 PM,Monday,Auto,Parked Vehicle,,Mount Vernon St,," Mount Vernon St &  Cambridge, MA",,,
23863,03/02/2010 01:44:00 PM,Wednesday,Auto,Parked Vehicle,,GARDEN ST,," GARDEN ST &  Cambridge, MA",,,
23865,03/02/2010 12:00:00 AM,Tuesday,Auto,Auto,,Cambridge St,QUINCY ST," Cambridge St & QUINCY ST Cambridge, MA",42.375473999999997,-71.114321000000004,"(42.375474, -71.114321)"
23868,03/03/2010 12:59:00 PM,Wednesday,Auto,Fixed Object,,DAVIS ST,," DAVIS ST &  Cambridge, MA",,,
23869,03/03/2010 06:45:00 PM,Wednesday,Auto,Bicycle,187,Hampshire St,,"187 Hampshire St Cambridge, MA",42.372746999999997,-71.099429999999998,"(42.372747, -71.09943)"
23870,03/03/2010 05:45:00 PM,Wednesday,Auto,Pedestrian,,Western Ave,GREEN ST," Western Ave & GREEN ST Cambridge, MA",42.365270000000002,-71.105023000000003,"(42.36527, -71.105023)"
23871,03/03/2010 08:29:00 PM,Wednesday,MBTA Bus,Bicycle,,Brattle St,JFK St," Brattle St & JFK St Cambridge, MA",42.373466999999998,-71.119388999999998,"(42.373467, -71.119389)"
23872,03/03/2010 07:44:00 PM,Wednesday,Auto,Pedestrian,,PLEASANT ST,," PLEASANT ST &  Cambridge, MA",,,
23876,03/03/2010 07:30:00 AM,Wednesday,Auto,Parked Vehicle,,Vassal Ln,," Vassal Ln &  Cambridge, MA",,,
23877,03/03/2010 11:09:00 AM,Wednesday,Auto,Auto,,Binney St,FIRST ST," Binney St & FIRST ST Cambridge, MA",42.365141999999999,-71.078205999999994,"(42.365142, -71.078206)"
23873,03/04/2010 12:04:00 PM,Thursday,Truck,Parked Vehicle,2,GARDEN ST,Cambridge Common,"2 GARDEN ST Cambridge, MA",42.375729,-71.120777000000004,"(42.375729, -71.120777)"
23878,03/04/2010 07:38:00 AM,Thursday,Auto,Auto,699,MOUNT AUBURN ST,,"699 MOUNT AUBURN ST Cambridge, MA",42.375056999999998,-71.148745000000005,"(42.375057, -71.148745)"
23880,03/04/2010 08:55:00 PM,Thursday,Auto,Pedestrian,1-Oct,Hampshire St,Webster Ave,"10-1 Hampshire St Cambridge, MA",42.366273,-71.091853999999998,"(42.366273, -71.091854)"
23891,03/04/2010 02:46:00 PM,Thursday,Auto,Auto,55,Broadway,,"55 Broadway Cambridge, MA",42.363846000000002,-71.085722000000004,"(42.363846, -71.085722)"
23908,03/04/2010 02:49:00 PM,Wednesday,Auto,Auto,,Windsor St,Cambridge St," Windsor St & Cambridge St Cambridge, MA",42.372750000000003,-71.093288000000001,"(42.37275, -71.093288)"
23927,03/05/2010 03:20:00 PM,Friday,Auto,Fixed Object,125,Sixth St,,"125 Sixth St Cambridge, MA",42.367218000000001,-71.085971999999998,"(42.367218, -71.085972)"
23875,03/05/2010 03:00:00 AM,Friday,Auto,Fixed Object,,Galileo Galilei Way,Broadway," Galileo Galilei Way & Broadway Cambridge, MA",42.364801999999997,-71.089412999999993,"(42.364802, -71.089413)"
23879,03/05/2010 11:00:00 AM,Friday,Auto,Auto,,GARDEN ST,MASON ST," GARDEN ST & MASON ST Cambridge, MA",42.376564000000002,-71.122185000000002,"(42.376564, -71.122185)"
23881,03/05/2010 03:55:00 PM,Friday,Moped,Auto,,Massachusetts Ave,Windsor St," Massachusetts Ave & Windsor St Cambridge, MA",42.361389000000003,-71.096952999999999,"(42.361389, -71.096953)"
23882,03/05/2010 07:14:00 PM,Friday,Auto,Auto,,Webster Ave,ELM ST," Webster Ave & ELM ST Cambridge, MA",42.374290000000002,-71.094746999999998,"(42.37429, -71.094747)"
23883,03/05/2010 09:34:00 PM,Friday,Taxi,MBTA Bus,567,Massachusetts Ave,,"567 Massachusetts Ave Cambridge, MA",42.364848000000002,-71.10248,"(42.364848, -71.10248)"
23884,03/05/2010 10:57:00 PM,Friday,Auto,Auto,,Massachusetts Ave,Cedar St," Massachusetts Ave & Cedar St Cambridge, MA",42.397973,-71.130897000000004,"(42.397973, -71.130897)"
23926,03/06/2010 11:00:00 AM,Saturday,Auto,Auto,,Alewife Brook Pky,," Alewife Brook Pky &  Cambridge, MA",,,
23885,03/06/2010 12:00:00 AM,Saturday,Auto,Fixed Object,2498,Massachusetts Ave,,"2498 Massachusetts Ave Cambridge, MA",42.368924999999997,-71.110257000000004,"(42.368925, -71.110257)"
23886,03/06/2010 02:13:00 PM,Saturday,Auto,Auto,1010,Massachusetts Ave,,"1010 Massachusetts Ave Cambridge, MA",42.369376000000003,-71.111709000000005,"(42.369376, -71.111709)"
23887,03/06/2010 09:20:00 PM,Saturday,Taxi,Auto,1105,Massachusetts Ave,,"1105 Massachusetts Ave Cambridge, MA",42.370643999999999,-71.113418999999993,"(42.370644, -71.113419)"
23888,03/06/2010 02:00:00 PM,Saturday,Auto,Parked Vehicle,10,Chestnut St,,"10 Chestnut St Cambridge, MA",42.355401999999998,-71.107026000000005,"(42.355402, -71.107026)"
23889,03/07/2010 12:00:00 AM,Sunday,Auto,Parked Vehicle,,Berkshire St,," Berkshire St &  Cambridge, MA",,,
23890,03/07/2010 09:14:00 AM,Sunday,Taxi,Pedestrian,91,Sidney St,,"91 Sidney St Cambridge, MA",42.360892999999997,-71.102220000000003,"(42.360893, -71.10222)"
23892,03/08/2010 07:28:00 AM,Monday,Auto,Pedestrian,,Broadway,PROSPECT ST," Broadway & PROSPECT ST Cambridge, MA",42.369317000000002,-71.101021000000003,"(42.369317, -71.101021)"
23893,03/08/2010 12:00:00 PM,Monday,Auto,Bicycle,,GARDEN ST,MASON ST," GARDEN ST & MASON ST Cambridge, MA",42.376564000000002,-71.122185000000002,"(42.376564, -71.122185)"
23895,03/09/2010 04:45:00 PM,Tuesday,Auto,Auto,195,Hampshire St,,"195 Hampshire St Cambridge, MA",42.372957999999997,-71.099725000000007,"(42.372958, -71.099725)"
23896,03/09/2010 11:06:00 AM,Tuesday,Auto,Auto,725,Concord Ave,,"725 Concord Ave Cambridge, MA",42.390473999999998,-71.152218000000005,"(42.390474, -71.152218)"
23897,03/10/2010 05:16:00 PM,Wednesday,Motorcycle,Auto,842,Massachusetts Ave,,"842 Massachusetts Ave Cambridge, MA",42.367296000000003,-71.107018999999994,"(42.367296, -71.107019)"
23898,03/10/2010 09:04:00 AM,Wednesday,Auto,Auto,625,Concord Ave,,"625 Concord Ave Cambridge, MA",42.389755000000001,-71.147368,"(42.389755, -71.147368)"
23899,03/10/2010 01:50:00 PM,Wednesday,Truck,Auto,,Vassar St,MAIN ST," Vassar St & MAIN ST Cambridge, MA",42.362709000000002,-71.089933000000002,"(42.362709, -71.089933)"
23902,03/10/2010 10:35:00 PM,Wednesday,Auto,Fixed Object,2383,Massachusetts Ave,,"2383 Massachusetts Ave Cambridge, MA",42.396856,-71.129368999999997,"(42.396856, -71.129369)"
23941,03/11/2010 11:00:00 PM,Thursday,Auto,Parked Vehicle,20,Callender St,,"20 Callender St Cambridge, MA",42.365242000000002,-71.111631000000003,"(42.365242, -71.111631)"
23900,03/11/2010 09:30:00 AM,Thursday,Auto,Parked Vehicle,197,Vassal Ln,,"197 Vassal Ln Cambridge, MA",42.384140000000002,-71.139735999999999,"(42.38414, -71.139736)"
23901,03/11/2010 06:20:00 PM,Thursday,Auto,Auto,1819,Massachusetts Ave,,"1819 Massachusetts Ave Cambridge, MA",42.369202000000001,-71.110688999999994,"(42.369202, -71.110689)"
23909,03/11/2010 10:30:00 AM,Thursday,Auto,Auto,730,MEMORIAL DR,,"730 MEMORIAL DR Cambridge, MA",42.357376000000002,-71.114491999999998,"(42.357376, -71.114492)"
23904,03/12/2010 06:17:00 PM,Friday,Auto,Pedestrian,5,Chauncy St,,"5 Chauncy St Cambridge, MA",42.380195999999998,-71.120858999999996,"(42.380196, -71.120859)"
23905,03/13/2010 11:35:00 PM,Saturday,Bus (Other),Pedestrian,,Massachusetts Ave,Albany St," Massachusetts Ave & Albany St Cambridge, MA",42.360827999999998,-71.096012000000002,"(42.360828, -71.096012)"
