I/O,Date,Source (1),Source (2),Source Region,Vessel Name,Vessel Size (CBM),Destination (1),Destination (2),Destination (3),Destination (4),Destination (5),Primary Destination Country,Primary Destination Region,C2,C3,C4,iC4,Participant (1),Participant (2),Participant (3),Participant (4),Participant (5),Participant (6),Participant (7),Special Notes
,10/08/12,United Kingdom,Fawley,North Sea,Lady Elena,"3,525",Pembroke,,,,,United Kingdom,Northwest Europe,0,0,"1,800",0,Petredec,,,,,,,
,10/08/12,Saudi Arabia,Ras Tanura,Middle East,Maharshi Mahatreya,"35,639",India,,,,,India,India,0,"11,000","11,000",0,,,,,,,,
,10/08/12,United Arab Emirates,Ruwais,Middle East,Al Wukir,"82,000",Thailand,,,,,Thailand,Southeast Asia,0,"33,000","11,000",0,E1,,,,,,,
,10/08/12,Saudi Arabia,Ras Tanura,Middle East,Yuyo Spirits,"78,500",India,,,,,India,India,0,"20,000","20,000",0,BPCL,,,,,,,
,10/08/12,Iran,Assuleyah,Middle East,Gas Beauty I,"75,680",Egypt,,,,,Egypt,Mediterranean,0,"11,000","33,000",0,AMPTC,,,,,,,
Out of port,10/09/12,United States,"Marcus Hook, PA",North America,Navigator Saturn,"22,085",Immingham,,,,,United Kingdom,Northwest Europe,0,"11,272",0,0,MarkWest,Petredec,,,,,,
Out of port,10/09/12,United States,"Galena Park, TX",North America,Gaschem Baltic,"8,495",Mexico,,,,,Mexico,North America,0,"2,174","1,673",0,Targa,MGI,,,,,,
,10/09/12,Saudi Arabia,Ras Tanura,Middle East,G. Symphony,"83,000",Trans-AG,,,,,,Middle East,0,"11,000","11,000",0,Naftomar,,,,,,,
,10/09/12,Kuwait,Mina Al Ahmadi,Middle East,Symi,"35,000",India,,,,,India,India,0,0,"20,000",0,KPC,IOC,,,,,,
,10/09/12,Kuwait,Mina Al Ahmadi,Middle East,Linden Pride,"78,000",China,,,,,China,Far East,0,"22,000","22,000",0,KPC,Shell,,,,,,
,10/09/12,Saudi Arabia,Ras Tanura,Middle East,Crystal Mermaid,"75,382",Japan,,,,,Japan,Far East,0,"22,000","22,000",0,,,,,,,,
,10/09/12,Venezuela,Jose,South America,Churun Meru,"20,600",Coastal Venezuela,,,,,Venezuela,South America,0,0,"7,612","4,098",Pdvsa,,,,,,,
,10/10/12,Venezuela,Jose,South America,Immanuel Schulte,"20,600",Coastal Venezuela,,,,,Venezuela,South America,0,"11,675",0,0,Pdvsa,,,,,,,
,10/10/12,Norway,Kaarstoe,North Sea,Odin,"38,000",Rafnes,,,,,Norway,Northwest Europe,0,"20,000",0,0,Statoil,,,,,,,
,10/10/12,Nigeria,Bonny,West Africa,BW Nantes,"59,343",Dominican Republic,,,,,Dominican Republic,Caribbean,0,"34,000",0,0,NLNG,Geogas,,,,,,
,10/10/12,Algeria,Bethioua,Mediterranean,Gaschem Weser,"5,600",Coastal Algeria,,,,,Algeria,Mediterranean,0,0,"3,200",0,SPC,,,,,,,
,10/10/12,Qatar,Ras Laffan,Middle East,Umm Laqhab,"82,000",Thailand,,,,,Thailand,Southeast Asia,0,"33,000","11,000",0,Tasweeq,,,,,,,
,10/10/12,Qatar,Ras Laffan,Middle East,Grace River,"79,513",Japan,,,,,Japan,Far East,0,"22,000","22,000",0,Tasweeq,,,,,,,
Out of port,10/10/12,United States,"Houston, TX",North America,Telma Kosan,"5,638",Mexico,,,,,Mexico,North America,0,0,0,"3,133",Enterprise,PMI,,,,,,
,10/11/12,Algeria,Bethioua,Mediterranean,Rhourd El Adra,"22,500",Tarragona,,,,,Spain,Mediterranean,0,"12,600",0,0,SPC,BASF,,,,,,
Out of port,10/11/12,United States,"Houston, TX",North America,Clipper Victory,"75,000",Ecuador,,,,,Ecuador,South America,0,"42,029",0,0,Enterprise,Texas Gas & Oil,Vitol,,,,,
,10/11/12,Algeria,Bethioua,Mediterranean,Brides,"7,255",Coastal Algeria,,,,,Algeria,Mediterranean,0,0,"3,500",0,SPC,,,,,,,
Out of port,10/11/12,United States,"Galena Park, TX",North America,Albane,"8,600",Dominican Republic,,,,,Dominican Republic,Caribbean,0,0,"4,647",0,Targa,Geogas,,,,,,
,10/11/12,Qatar,Ras Laffan,Middle East,Musashi Gloria,"75,358",South Korea,Japan,,,,South Korea,Far East,0,"33,000","11,000",0,Tasweeq,,,,,,,
,10/11/12,Qatar,Messaied,Middle East,Almarona,"23,051",India,,,,,India,India,0,0,"18,000",0,IOC,,,,,,,
,10/11/12,United Arab Emirates,Das Island,Middle East,Point,"78,476",Indonesia,,,,,Indonesia,Southeast Asia,0,"22,000","22,000",0,,,,,,,,
,10/12/12,United Kingdom,Teesside,North Sea,Arran,"4,129",Leixoes,,,,,Portugal,Northwest Europe,0,"1,600",0,0,,,,,,,,
,10/12/12,Qatar,Ras Laffan,Middle East,Maple 2,"75,353",India,,,,,India,India,0,"10,000","10,000",0,IOC,,,,,,,
,10/12/12,Saudi Arabia,Ras Tanura,Middle East,Gas Aries,"78,452",South Korea,,,,,South Korea,Far East,0,"11,000","11,000",0,Astomos,,,,,,,
,10/12/12,Norway,Mongstad,North Sea,Clipper Sirius,"75,000",Lavera,,,,,France,Mediterranean,0,"31,000","12,000",0,Statoil,,,,,,,
,10/13/12,Argentina,Bahia Blanca,South America,Gurupi,"8,140",Brazil,,,,,Brazil,South America,0,"4,500",0,0,,,,,,,,
,10/13/12,United Kingdom,Braefoot Bay,North Sea,Temse,"35,000",Antwerp,,,,,Belgium,Northwest Europe,0,"20,000",0,0,Statoil,,,,,,,
,10/13/12,Colombia,"Cartagena, CO",South America,Thetagas,"9,164",Jamaica,,,,,Jamaica,Caribbean,0,0,"5,500",0,,,,,,,,
,10/13/12,United Arab Emirates,Ruwais,Middle East,Gas Aries,"78,452",South Korea,,,,,South Korea,Far East,0,"11,000","11,000",0,Astomos,,,,,,,
Out of port,10/13/12,United States,"Galena Park, TX",North America,Baltic Gas,"20,700",Ecuador,,,,,Ecuador,South America,0,0,"11,617",0,Targa,Vitol,,,,,,
,10/13/12,Saudi Arabia,Ras Tanura,Middle East,Yuricosmos,"78,500",India,,,,,India,India,0,"11,000","18,000",0,IOC,,,,,,,
,10/14/12,Venezuela,Jose,South America,Caribe,"20,902",Coastal Venezuela,,,,,Venezuela,South America,0,"11,675",0,0,Pdvsa,,,,,,,
,10/14/12,Venezuela,Jose,South America,Sloman Ariadne,"20,600",Coastal Venezuela,,,,,Venezuela,South America,0,"11,675",0,0,Pdvsa,,,,,,,
,10/14/12,Algeria,Bethioua,Mediterranean,Rhourd El Hamra,"22,760",Naples,,,,,Italy,Mediterranean,0,"12,800",0,0,SPC,,,,,,,
Out of port,10/14/12,United States,"Galena Park, TX",North America,Newmarket,"6,257",Panama,,,,,Panama,Central America,0,0,"3,717",0,Targa,,,,,,,
,10/14/12,United Arab Emirates,Ruwais,Middle East,Karoline N,"75,000",Japan,,,,,Japan,Far East,0,"33,000","11,000",0,Gunvor,,,,,,,
,10/14/12,Kuwait,Mina Al Ahmadi,Middle East,Ocean Orchid,"79,321",Japan,,,,,Japan,Far East,0,"22,000","22,000",0,KPC,,,,,,,
,10/14/12,Algeria,Bethioua,Mediterranean,Reggane,"84,000",Turkey,,,,,Turkey,Mediterranean,0,"17,000","23,500",0,SPC,Demiroren,BP,SHV,,,,
Out of port,10/14/12,United States,"Houston, TX",North America,Gaschem Hunte,"5,600",Mexico,,,,,Mexico,North America,0,0,0,"3,133",Enterprise,PMI,,,,,,
,10/15/12,Norway,Kaarstoe,North Sea,Gas Evoluzione,"3,517",Slagen,,,,,Norway,Northwest Europe,0,"1,200",0,0,ExxonMobil,,,,,,,
,10/15/12,Egypt,Damietta,Mediterranean,Sigas Ingrid,"5,018",Naples,,,,,Italy,Mediterranean,0,"2,500",0,0,Trafigura,,,,,,,
,10/15/12,Egypt,Damietta,Mediterranean,Gaz Synergy,"16,500",Mediterranean,,,,,,Mediterranean,0,"3,500",0,0,Gasco,Naftomar,,,,,,
Out of port,10/15/12,United States,"Galena Park, TX",North America,Maple 3,"20,700",Mexico,,,,,Mexico,North America,0,"11,272",0,0,Targa,Grupo Tomza,,,,,,
,10/15/12,Venezuela,Jose,South America,Navigator Phoenix,"22,211",Coastal Venezuela,,,,,Venezuela,South America,0,"11,675",0,0,Pdvsa,,,,,,,
Out of port,10/15/12,United States,"Houston, TX",North America,Berge Nantong,"82,000",Mediterranean,,,,,,Mediterranean,0,"46,135",0,0,Enterprise,Petrobras,,,,,,
,10/15/12,Algeria,Bethioua,Mediterranean,Maersk Glory,"22,500",Morocco,,,,,Morocco,Mediterranean,0,"6,000","6,000",0,SPC,,,,,,,
,10/15/12,Australia,Westernport,Australia,Gas Capricorn,"78,935",South Korea,,,,,South Korea,Far East,0,"11,000","33,000",0,BHP,,,,,,,
Out of port,10/16/12,United States,"Galena Park, TX",North America,Fortunato,"8,675",Dominican Republic,,,,,Dominican Republic,Caribbean,0,"4,026",0,0,Targa,Geogas,,,,,,
,10/16/12,Algeria,Bethioua,Mediterranean,Rhourd El Adra,"22,500",Naples,,,,,Italy,Mediterranean,0,"12,600",0,0,SPC,,,,,,,
,10/16/12,Algeria,Bethioua,Mediterranean,Barouda,"6,602",Coastal Algeria,,,,,Algeria,Mediterranean,0,0,"3,000",0,SPC,,,,,,,
,10/16/12,Algeria,Bethioua,Mediterranean,Gaschem Jade,"5,271",Coastal Algeria,,,,,Algeria,Mediterranean,0,0,"3,200",0,SPC,,,,,,,
,10/16/12,Trinidad,Point Lisas,Caribbean,Windsor,"6,505",Caribbean,,,,,,Caribbean,0,0,"3,500",0,,,,,,,,
,10/16/12,Algeria,Bethioua,Mediterranean,Gaz Palmyra,"12,089",Coastal Algeria,,,,,Algeria,Mediterranean,0,0,"4,500",0,SPC,,,,,,,
,10/16/12,Kuwait,Mina Al Ahmadi,Middle East,Great Tribune,"78,000",Taiwan,China,,,,Taiwan,Far East,0,"33,000","11,000",0,KPC,Vitol,,,,,,
,10/16/12,Saudi Arabia,Ras Tanura,Middle East,Gas Leo,"78,484",South Korea,,,,,South Korea,Far East,0,"22,000","22,000",0,,,,,,,,
,10/16/12,Venezuela,Jose,South America,Navigator Gemini,"20,500",Coastal Venezuela,,,,,Venezuela,South America,0,0,"6,845","3,685",Pdvsa,,,,,,,
,10/17/12,Norway,Kaarstoe,North Sea,Bastogne,"35,223",Antwerp,,,,,Belgium,Northwest Europe,0,"20,000",0,0,Statoil,,,,,,,
,10/17/12,Qatar,Ras Laffan,Middle East,Sunny Joy,"78,874",Japan,,,,,Japan,Far East,0,"33,000","11,000",0,Tasweeq,,,,,,,
,10/17/12,Iran,Assuleyah,Middle East,Gas Vision,"78,503",South Korea,,,,,South Korea,Far East,0,"33,000","11,000",0,E1,,,,,,,
,10/17/12,Algeria,Bethioua,Mediterranean,Berga II,"35,000",Alexandria,,,,,Egypt,Mediterranean,0,0,"20,500",0,SPC,AMPTC,,,,,,
,10/18/12,Algeria,Bethioua,Mediterranean,Gaschem Weser,"5,600",Coastal Algeria,,,,,Algeria,Mediterranean,0,0,"3,200",0,SPC,,,,,,,
,10/18/12,Venezuela,Jose,South America,Churun Meru,"20,600",Coastal Venezuela,,,,,Venezuela,South America,0,0,"8,829",0,Pdvsa,,,,,,,
,10/18/12,United Kingdom,Braefoot Bay,North Sea,Odin,"38,000",LeHavre,Terneuzen,,,,France,Northwest Europe,0,"10,000","10,000",0,Phillips 66,,,,,,,
,10/18/12,United Arab Emirates,Ruwais,Middle East,Annapurna,"22,950",India,,,,,India,India,0,0,"13,000",0,IOC,,,,,,,
,10/19/12,Venezuela,Jose,South America,Sigloo Discovery,"10,537",Cuba,,,,,Cuba,Caribbean,0,"3,382",0,0,CuPet,,,,,,,
,10/19/12,Algeria,Bethioua,Mediterranean,Gaschem Jade,"5,271",Coastal Algeria,,,,,Algeria,Mediterranean,0,0,"3,000",0,SPC,,,,,,,
,10/19/12,Qatar,Messaied,Middle East,Co-op Akebono,"75,000",Japan,,,,,Japan,Far East,0,"33,000","11,000",0,,,,,,,,
,10/19/12,United Arab Emirates,Ruwais,Middle East,Oriental Queen,"82,000",South Korea,Philippines,,,,South Korea,Far East,0,"17,000","17,000",0,,,,,,,,
,10/20/12,Trinidad,Point Lisas,Caribbean,Cumbria,"17,954",Puerto Rico,US Virgin Islands,,,,United States,Caribbean,0,"10,000",0,0,Geogas,,,,,,,
,10/20/12,Venezuela,Jose,South America,Maersk Heritage,"20,550",Coastal Venezuela,,,,,Venezuela,South America,0,"11,675",0,0,Pdvsa,,,,,,,
,10/20/12,Norway,Melkoya,North Sea,Clipper Sky,"59,364",Guatemala,,,,,Guatemala,Central America,0,"18,000",0,0,Statoil,,,,,,,
,10/20/12,Norway,Melkoya,North Sea,Clipper Sky,"59,364",Guatemala,,,,,Guatemala,Central America,0,"20,000",0,0,Statoil,,,,,,,
Out of port,10/20/12,United States,"Houston, TX",North America,Dorset,"80,000",Lavera,,,,,France,Mediterranean,0,"44,767",0,0,Enterprise,Statoil,,,,,,
,10/20/12,Venezuela,Jose,South America,Immanuel Schulte,"20,600",Coastal Venezuela,,,,,Venezuela,South America,0,0,"8,829",0,Pdvsa,,,,,,,
,10/20/12,Qatar,Ras Laffan,Middle East,Flanders Harmony,"85,826",India,,,,,India,India,0,"11,000","11,000",0,Tasweeq,,,,,,,
,10/20/12,United Arab Emirates,Ruwais,Middle East,Gas Friend,"78,000",Thailand,,,,,Thailand,Southeast Asia,0,"33,000","11,000",0,,,,,,,,
,10/20/12,United Kingdom,Fawley,North Sea,Maersk Harmony,"20,600","Marcus Hook, PA",,,,,United States,North America,0,0,"12,000",0,Sunoco,,,,,,,
,10/20/12,Saudi Arabia,Ras Tanura,Middle East,Tilos,"35,000",India,,,,,India,India,0,0,"16,000",0,IOC,,,,,,,
,10/20/12,United Arab Emirates,Ruwais,Middle East,Flanders Tenacity,"84,270",Japan,,,,,Japan,Far East,0,"20,000","20,000",0,,,,,,,,
,10/20/12,Qatar,Ras Laffan,Middle East,Jag Vidhi,"75,000",India,,,,,India,India,0,"22,000","22,000",0,Tasweeq,IOC,,,,,,
,10/20/12,Saudi Arabia,Ras Tanura,Middle East,Lycaste Peace,"78,945",Japan,,,,,Japan,Far East,0,"22,000","22,000",0,,,,,,,,
,10/21/12,Mexico,Tuxpan,North America,Navigator Venus,"22,085",Mexico,,,,,Mexico,North America,0,"12,000",0,0,PMI,,,,,,,
Out of port,10/21/12,United States,"Tampa, FL",North America,Eupen,"38,961",Mexico,,,,,Mexico,North America,0,"21,670",0,0,Petredec,,,,,,,
,10/21/12,Algeria,Bethioua,Mediterranean,Djanet,"84,000",Japan,,,,,Japan,Far East,0,"46,000",0,0,SPC,Gunvor,,,,,,
Out of port,10/21/12,United States,"Galena Park, TX",North America,Gaschem Baltic,"8,495",Mexico,,,,,Mexico,North America,0,"2,174","1,673",0,Targa,MGI,,,,,,
,10/21/12,Algeria,Bethioua,Mediterranean,Gaschem Weser,"5,600",Coastal Algeria,,,,,Algeria,Mediterranean,0,0,"3,000",0,SPC,,,,,,,
,10/21/12,Qatar,Ras Laffan,Middle East,Toyosu Maru,"78,462",Japan,,,,,Japan,Far East,0,"33,000","11,000",0,Tasweeq,,,,,,,
,10/21/12,Bahrain,Sitra,Middle East,Flanders Harmony,"85,826",India,,,,,India,India,0,0,"22,000",0,,,,,,,,
,10/21/12,Iran,Assuleyah,Middle East,Clipper Sun,"82,000",China,,,,,China,Far East,0,"22,000","22,000",0,,,,,,,,
,10/21/12,Iran,BIK,Middle East,Yuyo,"83,070",South Korea,,,,,South Korea,Far East,0,"22,000","22,000",0,,,,,,,,
Out of port,10/21/12,United States,"Houston, TX",North America,Telma Kosan,"5,638",Mexico,,,,,Mexico,North America,0,0,0,"3,133",Enterprise,PMI,,,,,,
,10/22/12,United Kingdom,Teesside,North Sea,Auteuil,"3,516",Antwerp,,,,,Belgium,Northwest Europe,0,"1,800",0,0,,,,,,,,
,10/22/12,Angola,Bioko Island,West Africa,Anafi,"35,000",Undetermined,,,,,,,0,"20,000",0,0,,,,,,,,
,10/22/12,Peru,Pisco,South America,Eeklo,"37,450",Undetermined,,,,,,,0,"20,000",0,0,,,,,,,,
,10/22/12,Algeria,Bethioua,Mediterranean,Gaschem Jade,"5,271",Coastal Algeria,,,,,Algeria,Mediterranean,0,0,"3,000",0,SPC,,,,,,,
,10/22/12,United Arab Emirates,Ruwais,Middle East,Maharshi Devatreya,"35,639",India,,,,,India,India,0,"9,000","10,000",0,IOC,,,,,,,
,10/22/12,Qatar,Ras Laffan,Middle East,Yuhsho,"78,000",Japan,,,,,Japan,Far East,0,"33,000","11,000",0,Tasweeq,Statoil,,,,,,
,10/22/12,United Arab Emirates,Das Island,Middle East,Fountain River,"79,527",Japan,,,,,Japan,Far East,0,"22,000","22,000",0,,,,,,,,
,10/22/12,Norway,Kaarstoe,North Sea,B Gas Crusader,"1,970",Port Jerome,,,,,France,Northwest Europe,0,0,0,"1,000",ExxonMobil,,,,,,,
,10/23/12,United Kingdom,Teesside,North Sea,Magdalena,"3,541",Port Jerome,,,,,France,Northwest Europe,0,"1,700",0,0,"CSS, S.A.",,,,,,,
,10/23/12,United Kingdom,Teesside,North Sea,Ennerdale,"4,014",Belfast,,,,,Ireland,Northwest Europe,0,"2,000",0,0,"CSS, S.A.",,,,,,,
,10/23/12,Colombia,"Cartagena, CO",South America,Thetagas,"9,164",Dominican Republic,,,,,Dominican Republic,Caribbean,0,"5,500",0,0,,,,,,,,
,10/23/12,Algeria,Bethioua,Mediterranean,Rhourd El Hamra,"22,760",Tarragona,,,,,Spain,Mediterranean,0,"8,500",0,0,SPC,BASF,,,,,,
,10/23/12,Norway,Kaarstoe,North Sea,Temse,"35,000",Rafnes,,,,,Norway,Northwest Europe,0,"20,000",0,0,Statoil,,,,,,,
Out of port,10/23/12,United States,"Galena Park, TX",North America,Aintree,"6,519",Panama,,,,,Panama,Central America,0,0,"3,253",0,Targa,,,,,,,
,10/23/12,Saudi Arabia,Ras Tanura,Middle East,Benny Princess,"75,198",Japan,,,,,Japan,Far East,0,"33,000","11,000",0,,,,,,,,
,10/23/12,United Arab Emirates,Ruwais,Middle East,Kodaijisan,"82,258",China,,,,,China,Far East,0,"22,000","22,000",0,,,,,,,,
,10/23/12,Kuwait,Mina Al Ahmadi,Middle East,Gas Al Negeh,"82,000",Japan,,,,,Japan,Far East,0,"22,000","22,000",0,KPC,,,,,,,
,10/23/12,Qatar,Ras Laffan,Middle East,Oval Nova,"78,469",Japan,,,,,Japan,Far East,0,"22,000","22,000",0,Tasweeq,,,,,,,
,10/23/12,Algeria,Bethioua,Mediterranean,Hellas Fos,"80,705",Turkey,Lavera,Sines,,,Turkey,Mediterranean,0,"23,000","23,000",0,Total,,,,,,,
,10/23/12,Algeria,Bethioua,Mediterranean,Hellas Fos,"80,705",Turkey,Lavera,Sines,,,Turkey,Mediterranean,0,"23,000","23,000",0,Total,,,,,,,
,10/24/12,Algeria,Bethioua,Mediterranean,Maersk Glory,"22,500",Leghorn,,,,,Italy,Mediterranean,0,"8,000",0,0,SPC,Liquigas,,,,,,
,10/24/12,Venezuela,Jose,South America,Caribe,"20,902",Coastal Venezuela,,,,,Venezuela,South America,0,"11,675",0,0,Pdvsa,,,,,,,
,10/24/12,Norway,Kaarstoe,North Sea,Clipper Sky,"59,364",Guatemala,,,,,Guatemala,Central America,0,"10,000","4,000",0,Statoil,,,,,,,
,10/24/12,Kuwait,Mina Al Ahmadi,Middle East,Nanga Parbat,"22,950",India,,,,,India,India,0,0,"13,000",0,IOC,,,,,,,
,10/24/12,Algeria,Bethioua,Mediterranean,Rhourd El Fares,"35,000",Alexandria,,,,,Egypt,Mediterranean,0,0,"20,500",0,SPC,AMPTC,,,,,,
,10/24/12,Qatar,Ras Laffan,Middle East,Maharshi Vishwamitra,"52,650",India,,,,,India,India,0,"18,000","21,000",0,Tasweeq,IOC,,,,,,
Out of port,10/24/12,United States,"Houston, TX",North America,Gaschem Hunte,"5,600",Mexico,,,,,Mexico,North America,0,0,0,"3,133",Enterprise,PMI,,,,,,
Out of port,10/25/12,United States,"Marcus Hook, PA",North America,Nordic Gas,"20,700",LeHavre,,,,,France,Northwest Europe,0,"11,272",0,0,MarkWest,Petredec,,,,,,
Out of port,10/25/12,United States,"Galena Park, TX",North America,Navigator Libra,"22,000",Honduras,,,,,Honduras,Central America,0,"11,272",0,0,Targa,Grupo Tomza,,,,,,
,10/25/12,Saudi Arabia,Ras Tanura,Middle East,BW Loyalty,"83,800",Brazil,,,,,Brazil,South America,0,"44,000",0,0,Petrobras,,,,,,,STS @ Med
Out of port,10/25/12,United States,"Houston, TX",North America,Berge Ningbo,"82,000",Japan,,,,,Japan,Far East,0,"46,055",0,0,Enterprise,Trafigura,,,,,,
,10/25/12,United Arab Emirates,Ruwais,Middle East,Gas Taurus,"78,000",Japan,,,,,Japan,Far East,0,"33,000","11,000",0,,,,,,,,
,10/25/12,Australia,Dampier,Australia,Yuhsan,"78,929",China,,,,,China,Far East,0,"11,000","33,000",0,BHP,,,,,,,
,10/26/12,Norway,Kaarstoe,North Sea,Maersk Grace,"22,500",Antwerp,,,,,Belgium,Northwest Europe,0,"12,000",0,0,Statoil,,,,,,,
,10/26/12,Algeria,Bethioua,Mediterranean,Hassi Messaoud 2,"59,000",Spain,,,,,Spain,Mediterranean,0,"22,000",0,0,Repsol,,,,,,,
,10/26/12,Algeria,Bethioua,Mediterranean,Barouda,"6,602",Coastal Algeria,,,,,Algeria,Mediterranean,0,0,"3,200",0,SPC,,,,,,,
Out of port,10/26/12,United States,"Galena Park, TX",North America,Castel Nuovo,"8,046",Dominican Republic,,,,,Dominican Republic,Caribbean,0,0,"5,112",0,Targa,Geogas,,,,,,
,10/26/12,Algeria,Bethioua,Mediterranean,Gaz Palmyra,"12,089",Undetermined,,,,,,,0,0,"6,800",0,SPC,,,,,,,
,10/26/12,United Kingdom,Braefoot Bay,North Sea,Odin,"38,000",Immingham,,,,,United Kingdom,Northwest Europe,0,0,"21,500",0,Statoil,,,,,,,
,10/26/12,Saudi Arabia,Yanbu,Middle East,Isis Gas,"80,680",Egypt,,,,,Egypt,Mediterranean,0,"11,000","33,000",0,AMPTC,,,,,,,
,10/26/12,Norway,Kaarstoe,North Sea,Navigator Saturn,"22,085","Marcus Hook, PA",,,,,United States,North America,0,0,0,"12,000",Sunoco,,,,,,,
Out of port,10/27/12,United States,"Tampa, FL",North America,Jeanne-Marie,"78,500",Undetermined,,,,,,,0,451,0,0,Petredec,,,,,,,
,10/27/12,Trinidad,Point Lisas,Caribbean,Clipper Skagen,"15,000",Dominican Republic,,,,,Dominican Republic,Caribbean,0,"10,000",0,0,,,,,,,,
,10/27/12,Argentina,Bahia Blanca,South America,BW Nice,"59,375",Brazil,,,,,Brazil,South America,0,"30,000",0,0,Petrobras,,,,,,,
,10/27/12,Venezuela,Jose,South America,Sloman Ariadne,"20,600",Coastal Venezuela,,,,,Venezuela,South America,0,"1,932","1,487",0,Pdvsa,,,,,,,
,10/27/12,Argentina,Bahia Blanca,South America,BW Helios,"57,214",Rotterdam,,,,,Netherlands,Northwest Europe,0,"9,000","7,000",0,Gunvor,,,,,,,
,10/27/12,Angola,Sanha,West Africa,BW Trader,"78,500",China,South Korea,,,,China,Far East,0,"33,000","11,000",0,Chevron,Vitol,,,,,,
,10/27/12,Saudi Arabia,Ras Tanura,Middle East,Maharshi Shubhatreya,"43,670",India,,,,,India,India,0,0,"21,000",0,,,,,,,,
,10/27/12,Qatar,Ras Laffan,Middle East,Hisui,"80,000",Japan,,,,,Japan,Far East,0,"22,000","22,000",0,Tasweeq,,,,,,,
,10/27/12,Nigeria,Bonny,West Africa,BW Prince,"82,000",West Africa,Lavera,Spain,,,,West Africa,0,"22,000","22,000",0,NLNG,Geogas,,,,,,
,10/27/12,United Arab Emirates,Ruwais,Middle East,G. Forever,"82,000",Indonesia,China,,,,Indonesia,Southeast Asia,0,"22,000","22,000",0,,,,,,,,
,10/27/12,Saudi Arabia,Ras Tanura,Middle East,Gas Alkhaleej,"82,000",Japan,,,,,Japan,Far East,0,"11,000","33,000",0,,,,,,,,
,10/28/12,United Kingdom,Teesside,North Sea,Marianne,"3,500",Belfast,,,,,Ireland,Northwest Europe,0,"1,600",0,0,Chemgas,,,,,,,
,10/28/12,Venezuela,Jose,South America,Maersk Heritage,"20,550",Coastal Venezuela,,,,,Venezuela,South America,0,"11,675",0,0,Pdvsa,,,,,,,
,10/28/12,Norway,Kaarstoe,North Sea,Clipper Star,"59,343",Stenungsund,,,,,Sweden,Northwest Europe,0,"20,000",0,0,Total,,,,,,,
,10/28/12,Kuwait,Mina Al Ahmadi,Middle East,Promise,"84,000",India,,,,,India,India,0,"10,000","19,000",0,KPC,BPCL,,,,,,
,10/28/12,Nigeria,Bonny,West Africa,TBN,0,Undetermined,,,,,,,0,"22,000","22,000",0,Petredec,,,,,,,
,10/28/12,Qatar,Ras Laffan,Middle East,Lucina Providence,"78,000",Japan,,,,,Japan,Far East,0,"22,000","22,000",0,Tasweeq,Shell,,,,,,
,10/29/12,Trinidad,Point Lisas,Caribbean,Windsor,"6,505",Costa Rica,,,,,Costa Rica,Central America,0,"3,500",0,0,,,,,,,,
Out of port,10/29/12,United States,"Galena Park, TX",North America,Maple 3,"20,700",Mexico,,,,,Mexico,North America,0,"11,272",0,0,Targa,Grupo Tomza,,,,,,
,10/29/12,Qatar,Ras Laffan,Middle East,Yamabuki,"82,000",Southeast Asia,,,,,,Southeast Asia,0,"33,000","11,000",0,Tasweeq,Itochu,,,,,,
,10/30/12,Venezuela,Jose,South America,Churun Meru,"20,600",Coastal Venezuela,,,,,Venezuela,South America,0,"11,675",0,0,Pdvsa,,,,,,,
,10/30/12,Algeria,Bethioua,Mediterranean,Rhourd El Adra,"22,500",Naples,,,,,Italy,Mediterranean,0,"12,600",0,0,SPC,,,,,,,
Out of port,10/30/12,United States,"Houston, TX",North America,BW Kyoto,"84,000",Mexico,,,,,Mexico,North America,0,"46,296",0,0,Enterprise,Petredec,,,,,,
,10/30/12,Algeria,Bethioua,Mediterranean,Gaschem Jade,"5,271",Coastal Algeria,,,,,Algeria,Mediterranean,0,0,"3,000",0,SPC,,,,,,,
,10/30/12,United Kingdom,Fawley,North Sea,Knightsbridge,"11,023",Morocco,,,,,Morocco,Mediterranean,0,0,"3,500",0,,,,,,,,
,10/30/12,Algeria,Bethioua,Mediterranean,Rhourd El Hamra,"22,760",Morocco,,,,,Morocco,Mediterranean,0,0,"6,000",0,SPC,,,,,,,
,10/30/12,Qatar,Messaied,Middle East,Pacific Century,"78,482",Japan,,,,,Japan,Far East,0,"33,000","11,000",0,,,,,,,,
,10/30/12,Bahrain,Sitra,Middle East,Ernest N,"60,000",India,,,,,India,India,0,0,"15,000",0,,,,,,,,
,10/30/12,Algeria,Bethioua,Mediterranean,TBN,0,Morocco,,,,,Morocco,Mediterranean,0,0,"34,000",0,SPC,,,,,,,
Out of port,10/30/12,United States,"Houston, TX",North America,Telma Kosan,"5,638",Mexico,,,,,Mexico,North America,0,0,0,"3,223",Enterprise,PMI,,,,,,
,10/30/12,Venezuela,Jose,South America,Navigator Gemini,"20,500",Coastal Venezuela,,,,,Venezuela,South America,0,0,"6,547","3,252",Pdvsa,,,,,,,
,10/31/12,Argentina,Bahia Blanca,South America,Alessandro Volta,"37,654",Brazil,,,,,Brazil,South America,0,"20,000",0,0,,,,,,,,
,10/31/12,Algeria,Bethioua,Mediterranean,Brides,"7,255",Coastal Algeria,,,,,Algeria,Mediterranean,0,0,"3,000",0,SPC,,,,,,,
,10/31/12,United Arab Emirates,Ruwais,Middle East,Maersk Gusto,"22,500",India,,,,,India,India,0,0,"15,000",0,BPCL,,,,,,,
