I/O,Date,Source (1),Source (2),Source Region,Vessel Name,Vessel Size (CBM),Destination (1),Destination (2),Destination (3),Destination (4),Destination (5),Primary Destination Country,Primary Destination Region,C2,C3,C4,iC4,Participant (1),Participant (2),Participant (3),Participant (4),Participant (5),Participant (6),Participant (7),Special Notes
,01/07/14,Venezuela,Jose,South America,Queen Zenobia,"22,952",Curacao,,,,,Netherland Antilles,Caribbean,0,0,"4,072",0,Ref. Isla,,,,,,,
,01/07/14,United Arab Emirates,Ruwais,Middle East,Benny Princess,"75,198",Japan,,,,,Japan,Far East,0,"20,000","20,000",0,,,,,,,,
,01/07/14,United Arab Emirates,Ruwais,Middle East,BW Princess,"82,383",Japan,,,,,Japan,Far East,0,"22,000","22,000",0,,,,,,,,
,01/08/14,Colombia,"Cartagena, CO",South America,Fortunato,"8,675",Dominican Republic,,,,,Dominican Republic,Caribbean,0,"4,000",0,0,Geogas,,,,,,,
Out of port,01/08/14,United States,"Houston, TX",North America,BW Loyalty,"83,800",Sines,LeHavre,,,,Portugal,Northwest Europe,0,"46,537",0,0,Enterprise,Total,,,,,,
,01/08/14,United Kingdom,Teesside,North Sea,Gas Pasha,"3,300",Immingham,,,,,United Kingdom,Northwest Europe,0,0,"1,800",0,Sabic,,,,,,,
,01/08/14,Venezuela,Jose,South America,Mathraki,"22,940",Coastal Venezuela,,,,,Venezuela,South America,0,"7,295","5,613",0,Pdvsa,,,,,,,
,01/08/14,Qatar,Ras Laffan,Middle East,G. Arete,"82,000",Japan,Taiwan,,,,Japan,Far East,0,"22,000","22,000",0,Tasweeq,,,,,,,
,01/08/14,United Arab Emirates,Ruwais,Middle East,Captain John NP,"82,000",Thailand,,,,,Thailand,Southeast Asia,0,"22,000","22,000",0,E1,,,,,,,
,01/08/14,Qatar,Ras Laffan,Middle East,Yuyo Spirits,"78,500",India,,,,,India,India,0,"22,000","22,000",0,Tasweeq,,,,,,,
,01/09/14,Algeria,Bethioua,Mediterranean,Berga II,"35,000",Coastal Algeria,Naples,,,,Algeria,Mediterranean,0,"20,000",0,0,SPC,,,,,,,
,01/09/14,United Kingdom,Braefoot Bay,North Sea,Odin,"38,000",LeHavre,,,,,France,Northwest Europe,0,"10,000","10,000",0,"CSS, S.A.",,,,,,,
,01/09/14,United Arab Emirates,Ruwais,Middle East,Symi,"35,000",India,,,,,India,India,0,0,"11,000",0,IOC,,,,,,,
,01/09/14,Qatar,Ras Laffan,Middle East,G. Paragon,"84,000",Thailand,,,,,Thailand,Southeast Asia,0,"22,000","22,000",0,Tasweeq,,,,,,,
,01/10/14,Norway,Mongstad,North Sea,Sigas Maud,"5,000",Antwerp,,,,,Belgium,Northwest Europe,0,"2,000",0,0,,,,,,,,
,01/10/14,Russia,Ust Luga,North Sea,Navigator Leo,"20,700",Brunsbuttel,,,,,Germany,Northwest Europe,0,"12,000",0,0,Sibur,,,,,,,
,01/10/14,Venezuela,Jose,South America,Navigator Phoenix,"22,211",Coastal Venezuela,,,,,Venezuela,South America,0,"12,077",0,0,Pdvsa,,,,,,,
,01/10/14,United Kingdom,Braefoot Bay,North Sea,Temse,"35,000","Flushing, NL",,,,,Netherlands,Northwest Europe,0,"20,000",0,0,Statoil,,,,,,,
,01/10/14,Argentina,Bahia Blanca,South America,Norgas Petaluma,"8,556",Morocco,,,,,Morocco,Mediterranean,0,0,"5,000",0,Petredec,,,,,,,
,01/10/14,Algeria,Bethioua,Mediterranean,Rhourd El Hamra,"22,760",Morocco,,,,,Morocco,Mediterranean,0,"6,000","6,000",0,SPC,,,,,,,
,01/10/14,Angola,Sanha,West Africa,Kodaijisan,"82,258",Japan,,,,,Japan,Far East,0,"33,000","11,000",0,Sonangol,Astomos,,,,,,
,01/10/14,United Arab Emirates,Sharjah,Middle East,Flanders Harmony,"85,826",India,,,,,India,India,0,0,"20,000",0,,,,,,,,
,01/10/14,Saudi Arabia,Yanbu,Middle East,Ocean Gas,"80,000",Egypt,,,,,Egypt,Mediterranean,0,"22,000","22,000",0,,,,,,,,
,01/10/14,Qatar,Ras Laffan,Middle East,Bu Sidra,"82,000",Japan,,,,,Japan,Far East,0,"22,000","22,000",0,Tasweeq,,,,,,,
,01/11/14,United Kingdom,Fawley,North Sea,Thresher,"2,294",Dunkirk,,,,,France,Northwest Europe,0,"2,000",0,0,,,,,,,,
Out of port,01/11/14,United States,"Galena Park, TX",North America,Navigator Magellan,"20,800",Honduras,,,,,Honduras,Central America,0,"11,272",0,0,Targa,Grupo Tomza,,,,,,
,01/11/14,Argentina,Bahia Blanca,South America,Hellas Argosy,"82,267",Chile,,,,,Chile,South America,0,"20,000",0,0,,,,,,,,
,01/11/14,Equatorial Guinea,Bioko Island,West Africa,Verrazane,"35,000",West Africa,,,,,,West Africa,0,"20,000",0,0,Geogas,,,,,,,
Out of port,01/11/14,United States,"Galena Park, TX",North America,BW Birch,"80,657",Mexico,,,,,Mexico,North America,0,"44,283",0,0,Targa,Gunvor,Vitol,MGI,,,,
,01/11/14,United Arab Emirates,Ruwais,Middle East,Tilos,"35,000",India,,,,,India,India,0,0,"20,000",0,IOC,,,,,,,
,01/11/14,Kuwait,Mina Al Ahmadi,Middle East,Pacific Century,"78,482",Japan,,,,,Japan,Far East,0,"22,000","22,000",0,KPC,,,,,,,
,01/11/14,United Arab Emirates,Das Island,Middle East,Flanders Tenacity,"84,270",Japan,,,,,Japan,Far East,0,"22,000","22,000",0,,,,,,,,
Out of port,01/11/14,United States,"Houston, TX",North America,Hellas Fos,"80,705",Morocco,Sines,,,,Morocco,Mediterranean,0,"23,752","23,513",0,Enterprise,Petredec,,,,,,
,01/12/14,United Kingdom,Teesside,North Sea,Lady Martine,"3,511",Dunkirk,,,,,France,Northwest Europe,0,"1,600",0,0,"CSS, S.A.",,,,,,,
,01/12/14,United Kingdom,Teesside,North Sea,Gas Cerberus,"5,000",Dublin,,,,,Ireland,Northwest Europe,0,"2,000",0,0,,,,,,,,
Out of port,01/12/14,United States,Port Aransas,North America,Newmarket 1,"6,257",Costa Rica,,,,,Costa Rica,Central America,0,"2,500",0,0,Martin Gas,Petredec,CaribLPG,,,,,
,01/12/14,Algeria,Bethioua,Mediterranean,Gaschem Jade,"5,271",Tunisia,,,,,Tunisia,Mediterranean,0,"3,200",0,0,SPC,,,,,,,
,01/12/14,Equatorial Guinea,Bioko Island,West Africa,BW Nantes,"59,343",Spain,Lavera,,,,Spain,Northwest Europe,0,"33,000",0,0,Geogas,Repsol,Total,,,,,
,01/12/14,Netherlands,Rotterdam,North Sea,Auteuil,"3,516",Morocco,LeHavre,,,,Morocco,Mediterranean,0,0,"1,300",0,,,,,,,,
,01/12/14,United Kingdom,Fawley,North Sea,B Gas Ettrick,"3,215",Pembroke,,,,,United Kingdom,Northwest Europe,0,0,"1,800",0,Petredec,,,,,,,
,01/12/14,Nigeria,Bonny,West Africa,Gaz Providence,"22,500",West Africa,,,,,,West Africa,0,0,"7,000",0,Geogas,,,,,,,
Out of port,01/12/14,United States,"Corpus Christi, TX",North America,Navigator Mariner,"20,902",Lavera,,,,,France,Mediterranean,0,0,"8,000",0,Trafigura,Lyondell,,,,,,
,01/12/14,Norway,Mongstad,North Sea,Bastogne,"35,223",Immingham,,,,,United Kingdom,Northwest Europe,0,0,"20,500",0,Statoil,,,,,,,
,01/12/14,Qatar,Ras Laffan,Middle East,Yuyo,"83,070",Indonesia,South Africa,,,,Indonesia,Southeast Asia,0,"22,000","22,000",0,Tasweeq,,,,,,,
,01/13/14,Russia,Ust Luga,North Sea,Sibur Tobol,"20,600",Terneuzen,,,,,Netherlands,Northwest Europe,0,"4,000",0,0,Sibur,Dow,,,,,,
,01/13/14,Russia,Ust Luga,North Sea,Sibur Voronezh,"20,600",Brunsbuttel,,,,,Germany,Northwest Europe,0,"6,500",0,0,Sibur,,,,,,,
,01/13/14,United Kingdom,Braefoot Bay,North Sea,Navigator Scorpio,"22,550",Milford Haven,,,,,United Kingdom,Northwest Europe,0,"10,000",0,0,,,,,,,,
Out of port,01/13/14,United States,"Houston, TX",North America,Promise,"84,000",Netherlands,,,,,Netherlands,Northwest Europe,0,"47,745",0,0,Enterprise,Petredec,,,,,,
,01/13/14,Trinidad,Point Lisas,Caribbean,Virgen Maria B,"6,954",Panama,,,,,Panama,Central America,0,0,"3,500",0,CaribLPG,,,,,,,
Out of port,01/13/14,United States,"Galena Park, TX",North America,Sloman Ariadne,"20,600",Ecuador,,,,,Ecuador,South America,0,0,"12,000",0,Targa,Petredec,,,,,,
,01/13/14,Iran,Assuleyah,Middle East,Gas Jasmine,"80,138",China,,,,,China,Far East,0,"22,000","22,000",0,,,,,,,,
Out of port,01/13/14,United States,"Houston, TX",North America,Telma Kosan,"5,638",Mexico,,,,,Mexico,North America,0,0,0,"3,223",Enterprise,PMI,,,,,,
,01/14/14,Norway,Mongstad,North Sea,Sigas Sonja,"5,034",Antwerp,,,,,Belgium,Northwest Europe,0,"2,000",0,0,Statoil,,,,,,,
,01/14/14,Russia,Ust Luga,North Sea,Stina Kosan,"9,108",Norway,,,,,Norway,Northwest Europe,0,"4,500",0,0,Statoil,,,,,,,
,01/14/14,Venezuela,Jose,South America,Navigator Phoenix,"22,211",Coastal Venezuela,,,,,Venezuela,South America,0,"11,675",0,0,Pdvsa,,,,,,,
,01/14/14,Algeria,Bethioua,Mediterranean,Rhourd Enouss,"59,000",Lavera,,,,,France,Mediterranean,0,"33,600",0,0,SPC,Statoil,SHV,,,,,
,01/14/14,Venezuela,Jose,South America,Queen Zenobia,"22,952",Coastal Venezuela,,,,,Venezuela,South America,0,"4,589","3,532",0,Pdvsa,,,,,,,
,01/14/14,United Arab Emirates,Ruwais,Middle East,Eupen,"38,961",India,,,,,India,India,0,0,"12,000",0,,,,,,,,
,01/14/14,Qatar,Messaied,Middle East,Yuhsan,"78,929",Japan,,,,,Japan,Far East,0,"32,000","12,000",0,Tasweeq,Vitol,,,,,,
,01/14/14,Algeria,Bethioua,Mediterranean,Gas Spirit I,"75,683",Malta,,,,,Malta,Mediterranean,0,"10,000","30,000",0,SPC,AMPTC,Vitol,,,,,
,01/15/14,Norway,Mongstad,North Sea,Lady Hilde,"3,513",Trondheim,,,,,Norway,Northwest Europe,0,"1,800",0,0,Statoil,,,,,,,
,01/15/14,Trinidad,Point Lisas,Caribbean,Coniston,"4,002",Caribbean,,,,,,Caribbean,0,"2,500",0,0,CRE,,,,,,,
,01/15/14,Algeria,Bethioua,Mediterranean,Polar,"60,216",Coastal Algeria,,,,,Algeria,Mediterranean,0,"7,000",0,0,SPC,,,,,,,
,01/15/14,Algeria,Bethioua,Mediterranean,Rhourd El Hamra,"22,760",Naples,,,,,Italy,Mediterranean,0,"8,500",0,0,SPC,,,,,,,
Out of port,01/15/14,United States,"Galena Park, TX",North America,Maple 3,"20,700",Mexico,,,,,Mexico,North America,0,"11,272",0,0,Targa,Grupo Tomza,,,,,,
,01/15/14,Mexico,Tuxpan,North America,Navigator Venus,"22,085",Mexico (West Coast),,,,,Mexico,North America,0,"11,273",0,0,PMI,,,,,,,
,01/15/14,Algeria,Bethioua,Mediterranean,Gaschem Weser,"5,600",Morocco,,,,,Morocco,Mediterranean,0,0,"3,200",0,SPC,,,,,,,
,01/15/14,Algeria,Bethioua,Mediterranean,Gaschem Weser,"5,600",Morocco,,,,,Morocco,Mediterranean,0,0,"3,200",0,SPC,,,,,,,
,01/15/14,Algeria,Bethioua,Mediterranean,Polargas,"15,000",Coastal Algeria,,,,,Algeria,Mediterranean,0,0,"7,000",0,SPC,,,,,,,
Out of port,01/15/14,United States,"Houston, TX",North America,Morston,"82,000","Flushing, NL",,,,,Netherlands,Northwest Europe,0,"33,816","13,011",0,Enterprise,Petredec,,,,,,
,01/15/14,Nigeria,Oso,West Africa,BW Prince,"82,000",Lavera,Sines,,,,France,Mediterranean,0,"22,000","22,000",0,NNPC,Nipco,Total,,,,,
,01/16/14,Algeria,Bethioua,Mediterranean,Rhourd El Fares,"35,000",Naples,,,,,Italy,Mediterranean,0,"20,000",0,0,SPC,,,,,,,
,01/16/14,Saudi Arabia,Ras Tanura,Middle East,Providence,"83,800",South Korea,,,,,South Korea,Far East,0,"44,000",0,0,Statoil,,,,,,,
,01/16/14,Iran,Assuleyah,Middle East,Gas Jenny,"75,393",China,,,,,China,Far East,0,"44,000",0,0,,,,,,,,
,01/16/14,Trinidad,Point Lisas,Caribbean,Windsor,"6,505",Costa Rica,,,,,Costa Rica,Central America,0,"2,000","1,400",0,CaribLPG,,,,,,,
,01/16/14,Norway,Kaarstoe,North Sea,Marianne,"3,500",Tees,,,,,United Kingdom,Northwest Europe,0,0,"2,000",0,Statoil,,,,,,,
Out of port,01/16/14,United States,"Corpus Christi, TX",North America,Championship,"7,221",Panama,,,,,Panama,Central America,0,0,"4,000",0,Trafigura,PetroPort,,,,,,
,01/16/14,Saudi Arabia,Ras Tanura,Middle East,Almajedah,"23,051",South Africa,,,,,South Africa,Indian Ocean,0,0,"18,000",0,Petredec,,,,,,,
,01/16/14,Libya,Ras Lanuf,Mediterranean,Gaz Concord,"80,026",Egypt,,,,,Egypt,Mediterranean,0,0,"20,000",0,Naftomar,,,,,,,
,01/16/14,Norway,Kaarstoe,North Sea,Temse,"35,000",Pembroke,,,,,United Kingdom,Northwest Europe,0,0,"20,000",0,Statoil,,,,,,,
,01/16/14,Kuwait,Mina Al Ahmadi,Middle East,Gas Vision,"78,503",Thailand,,,,,Thailand,Southeast Asia,0,"22,000","22,000",0,KPC,PTT,,,,,,
,01/16/14,United Arab Emirates,Ruwais,Middle East,G. Forever,"82,000",Indonesia,,,,,Indonesia,Southeast Asia,0,"22,000","22,000",0,,,,,,,,
,01/16/14,Kuwait,Mina Al Ahmadi,Middle East,Gas Al Negeh,"82,000",Japan,,,,,Japan,Far East,0,"22,000","22,000",0,KPC,,,,,,,
Out of port,01/16/14,United States,"Houston, TX",North America,Thetagas,"9,164",Mexico,,,,,Mexico,North America,0,0,0,"4,028",Enterprise,PMI,,,,,,
,01/17/14,Algeria,Bethioua,Mediterranean,Gaz Synergy,"16,500",Spain,,,,,Spain,Northwest Europe,0,"3,500",0,0,SPC,Eni,Naftomar,Repsol,,,,
,01/17/14,Trinidad,Point Lisas,Caribbean,Cumbria,"17,954",Dominican Republic,,,,,Dominican Republic,Caribbean,0,"5,000",0,0,Geogas,,,,,,,
,01/17/14,Angola,Cabinda,West Africa,Eole,"7,216",West Africa,,,,,,West Africa,0,"5,000",0,0,,,,,,,,
,01/17/14,Angola,Sanha,West Africa,Eole,"7,216",West Africa,,,,,,West Africa,0,"5,000",0,0,,,,,,,,
,01/17/14,Netherlands,"Flushing, NL",North Sea,Navigator Capricorn,"22,550","Newington, NH",,,,,United States,North America,0,"12,000",0,0,Gunvor,Sea-3,,,,,,
,01/17/14,Nigeria,Escravos,West Africa,Clipper Moon,"59,343",Mauritius,China,,,,Mauritius,Indian Ocean,0,"34,000",0,0,Chevron,Petredec,,,,,,
Out of port,01/17/14,United States,"Houston, TX",North America,Reimei,"80,000",Australia,,,,,Australia,Australia,0,"45,169",0,0,ExxonMobil,Geogas,,,,,,
,01/17/14,Algeria,Bethioua,Mediterranean,Reggane,"84,000",Japan,,,,,Japan,Far East,0,"47,000",0,0,SPC,,,,,,,
,01/17/14,United Kingdom,Fawley,North Sea,Knightsbridge,"11,023",Morocco,,,,,Morocco,Mediterranean,0,0,"3,500",0,,,,,,,,
,01/17/14,Algeria,Bethioua,Mediterranean,Rhourd El Adra,"22,500",Tarragona,,,,,Spain,Mediterranean,0,0,"8,500",0,SPC,BASF,,,,,,
In port,01/17/14,,Floating Storage,Middle East,BW Havfrost,"57,179",India,,,,,India,India,0,0,"20,000",0,,,,,,,,Ex Floating Storage @ MidEast
,01/17/14,Saudi Arabia,Ras Tanura,Middle East,Almarona,"23,051",South Africa,,,,,South Africa,Indian Ocean,0,0,"20,000",0,Petredec,,,,,,,
,01/17/14,Saudi Arabia,Yanbu,Middle East,Stolt Avance,"82,200",Japan,,,,,Japan,Far East,0,"22,000","22,000",0,,,,,,,,
,01/17/14,Qatar,Ras Laffan,Middle East,JA Sunshine,"75,386",Japan,,,,,Japan,Far East,0,"22,000","22,000",0,Tasweeq,,,,,,,
,01/17/14,Kuwait,Mina Al Ahmadi,Middle East,Gas Al Mutlaa,"78,475",Japan,,,,,Japan,Far East,0,"22,000","22,000",0,KPC,,,,,,,
,01/17/14,Australia,Bayu Undan,Australia,Gas Diana,"78,888",Japan,,,,,Japan,Far East,0,"22,000","22,000",0,Astomos,,,,,,,
Out of port,01/17/14,United States,"Galena Park, TX",North America,Clipper Sirius,"75,000",Panama(STS),,,,,Panama,Central America,0,"40,000",0,0,Targa,Statoil,,,,,,STS @ Panama w/ Clipper Sun
,01/18/14,Venezuela,Jose,South America,Luke,"3,300",Cuba,,,,,Cuba,Caribbean,0,"1,672",0,0,Pdvsa,CuPet,,,,,,
,01/18/14,United Kingdom,Teesside,North Sea,Lady Martine,"3,511",Lisbon,Leixoes,,,,Portugal,Northwest Europe,0,"1,700",0,0,Repsol,,,,,,,
,01/18/14,Norway,Mongstad,North Sea,Sigas Maud,"5,000",Antwerp,,,,,Belgium,Northwest Europe,0,"2,000",0,0,,,,,,,,
,01/18/14,Venezuela,Jose,South America,Queen Zenobia,"22,952",Coastal Venezuela,,,,,Venezuela,South America,0,"2,530",0,0,Pdvsa,,,,,,,
,01/18/14,Algeria,Bethioua,Mediterranean,Navigator Glory,"22,500",Tarragona,,,,,Spain,Mediterranean,0,"8,500",0,0,SPC,BASF,,,,,,
,01/18/14,Venezuela,Jose,South America,Mathraki,"22,940",Coastal Venezuela,,,,,Venezuela,South America,0,"7,295","5,613",0,Pdvsa,,,,,,,
,01/18/14,Qatar,Ras Laffan,Middle East,G. Commander,"78,543",Indonesia,,,,,Indonesia,Southeast Asia,0,"22,000","22,000",0,Tasweeq,,,,,,,
,01/19/14,Norway,Kaarstoe,North Sea,Philine Schulte,"8,606",Milford Haven,,,,,United Kingdom,Northwest Europe,0,"4,000",0,0,"CSS, S.A.",,,,,,,
,01/19/14,Peru,Pisco,South America,Santa Clara B,"7,285",Coastal Peru,,,,,Peru,South America,0,"5,500",0,0,,,,,,,,
,01/19/14,Venezuela,Jose,South America,Immanuel Kant,"15,360",Coastal Venezuela,,,,,Venezuela,South America,0,"7,246",0,0,Pdvsa,,,,,,,
,01/19/14,Venezuela,Jose,South America,Immanuel Schulte,"20,600",Coastal Venezuela,,,,,Venezuela,South America,0,"7,246",0,0,Pdvsa,,,,,,,
Out of port,01/19/14,United States,"Galena Park, TX",North America,Navigator Pegasus,"22,000",Honduras,,,,,Honduras,Central America,0,"11,273",0,0,Targa,Grupo Tomza,,,,,,
,01/19/14,Norway,Kaarstoe,North Sea,Navigator Genesis,"22,500",Donges,,,,,France,Northwest Europe,0,"12,000",0,0,,,,,,,,
Out of port,01/19/14,United States,"Houston, TX",North America,Kobai,"82,000",Mexico,,,,,Mexico,North America,0,"43,880",0,0,Enterprise,SK Gas,Vitol,,,,,
,01/19/14,Iran,Assuleyah,Middle East,Black Pearl,"10,800",Iraq,,,,,Iraq,Middle East,0,"3,500","3,000",0,,,,,,,,
,01/19/14,Saudi Arabia,Ras Tanura,Middle East,Nisyros,"35,000",India,,,,,India,India,0,0,"18,000",0,,,,,,,,
,01/19/14,United Arab Emirates,Ruwais,Middle East,Grace River,"79,513",Taiwan,,,,,Taiwan,Far East,0,"22,000","22,000",0,,,,,,,,
,01/19/14,Venezuela,Jose,South America,Churun Meru,"20,600",Coastal Venezuela,,,,,Venezuela,South America,0,0,"6,506","3,581",Pdvsa,,,,,,,
,01/20/14,United Kingdom,Teesside,North Sea,Daviken,"3,315",Tenerife,,,,,Spain,Mediterranean,0,"1,600",0,0,CEPSA,,,,,,,
,01/20/14,United Kingdom,Teesside,North Sea,B Gas Lanrick,"3,215","Flushing, NL",,,,,Netherlands,Northwest Europe,0,"1,600",0,0,Conoco,,,,,,,
,01/20/14,Norway,Kaarstoe,North Sea,Antwerpen,"35,000",Stenungsund,,,,,Sweden,Northwest Europe,0,"19,000",0,0,,,,,,,,
,01/20/14,United Arab Emirates,Ruwais,Middle East,Oval Nova,"78,469",Japan,,,,,Japan,Far East,0,"44,000",0,0,,,,,,,,
,01/20/14,Venezuela,Jose,South America,TBN,0,Cuba,,,,,Cuba,Caribbean,0,"1,800","1,200",0,Pdvsa,CuPet,,,,,,
,01/20/14,Algeria,Bethioua,Mediterranean,Rhourd El Adra,"22,500",Leghorn,Tarragona,Naples,,,Italy,Mediterranean,0,0,"8,500",0,SPC,,,,,,,
,01/20/14,Norway,Kaarstoe,North Sea,Nordic Gas,"20,700",ARA,,,,,Netherlands,Northwest Europe,0,0,"10,000",0,Eni,,,,,,,
,01/21/14,Norway,Mongstad,North Sea,Joan,"3,500",Leixoes,,,,,Portugal,Northwest Europe,0,"1,800",0,0,Statoil,,,,,,,
,01/21/14,Russia,Ust Luga,North Sea,Navigator Libra,"22,000",Rafnes,,,,,Norway,Northwest Europe,0,"12,000",0,0,Sibur,,,,,,,
,01/21/14,Algeria,Bethioua,Mediterranean,Berga II,"35,000",Naples,,,,,Italy,Mediterranean,0,"20,000",0,0,SPC,,,,,,,
Out of port,01/21/14,United States,"Houston, TX",North America,Captain Nicholas ML,"82,000",Brazil,,,,,Brazil,South America,0,"45,813",0,0,Enterprise,Statoil,Petrobras,,,,,
,01/21/14,Norway,Kaarstoe,North Sea,Angela,"3,500","Flushing, NL",,,,,Netherlands,Northwest Europe,0,0,"1,200",0,Stasco,,,,,,,
,01/21/14,Saudi Arabia,Yanbu,Middle East,Sunny Vista,"83,000",Indonesia,,,,,Indonesia,Southeast Asia,0,"22,000","22,000",0,,,,,,,,
,01/22/14,Trinidad,Point Lisas,Caribbean,Coniston,"4,002",Caribbean,,,,,,Caribbean,0,"2,500",0,0,CRE,,,,,,,
,01/22/14,Norway,Kaarstoe,North Sea,Philine Schulte,"8,606",Milford Haven,,,,,United Kingdom,Northwest Europe,0,"4,000",0,0,"CSS, S.A.",,,,,,,
,01/22/14,Iran,Assuleyah,Middle East,Liberty N,"6,600",Iraq,,,,,Iraq,Middle East,0,"4,000",0,0,,,,,,,,
Out of port,01/22/14,United States,"Galena Park, TX",North America,Maple 3,"20,700",Mexico,Honduras,,,,Mexico,North America,0,"11,272",0,0,Targa,Grupo Tomza,,,,,,
,01/22/14,Russia,Ust Luga,North Sea,Navigator Leo,"20,700",Stenungsund,,,,,Sweden,Northwest Europe,0,"12,000",0,0,Sibur,,,,,,,
,01/22/14,United Arab Emirates,Ruwais,Middle East,Ernest N,"60,000",India,,,,,India,India,0,"20,000",0,0,HPCL,,,,,,,
Out of port,01/22/14,United States,"Galena Park, TX",North America,Clipper Victory,"75,000",Guatemala,Ecuador,,,,Guatemala,Central America,0,"40,000",0,0,Targa,Gazprom,Petredec,,,,,
,01/22/14,United Kingdom,Teesside,North Sea,Tracey Kosan,"3,678",Immingham,,,,,United Kingdom,Northwest Europe,0,0,"1,800",0,Eni,,,,,,,
,01/22/14,Algeria,Bethioua,Mediterranean,Gaschem Jumme,"5,321",Morocco,,,,,Morocco,Mediterranean,0,0,"3,200",0,SPC,,,,,,,
,01/22/14,Algeria,Bethioua,Mediterranean,Alrar,"59,364",Turkey,,,,,Turkey,Mediterranean,0,"11,000","14,000",0,SPC,Demiroren,SHV,,,,,
Out of port,01/22/14,United States,"Houston, TX",North America,Telma Kosan,"5,638",Mexico,,,,,Mexico,North America,0,0,0,"3,223",Enterprise,PMI,,,,,,
,01/23/14,Norway,Mongstad,North Sea,Sigas Sonja,"5,034",Antwerp,,,,,Belgium,Northwest Europe,0,"2,000",0,0,Statoil,,,,,,,
,01/23/14,Venezuela,Jose,South America,Churun Meru,"20,600",Coastal Venezuela,,,,,Venezuela,South America,0,"8,052",0,0,Pdvsa,,,,,,,
,01/23/14,Venezuela,Jose,South America,Navigator Phoenix,"22,211",Coastal Venezuela,,,,,Venezuela,South America,0,"11,675",0,0,Pdvsa,,,,,,,
,01/23/14,Algeria,Bethioua,Mediterranean,Rhourd El Hamra,"22,760",Naples,,,,,Italy,Mediterranean,0,"12,600",0,0,SPC,,,,,,,
,01/23/14,Argentina,Bahia Blanca,South America,Alessandro Volta,"37,654",Brazil,,,,,Brazil,South America,0,"20,000",0,0,Petrobras,,,,,,,
,01/23/14,United Kingdom,Braefoot Bay,North Sea,Bastogne,"35,223",Rotterdam,"Flushing, NL",,,,Netherlands,Northwest Europe,0,"10,000","10,000",0,Shell,,,,,,,
,01/23/14,Iran,BIK,Middle East,Gas Beauty I,"75,680",China,,,,,China,Far East,0,"11,000","11,000",0,,,,,,,,
,01/23/14,Kuwait,Mina Al Ahmadi,Middle East,Umm Laqhab,"82,000",South Korea,Philippines,,,,South Korea,Far East,0,"22,000","22,000",0,KPC,,,,,,,
,01/24/14,Norway,Mongstad,North Sea,Lady Hilde,"3,513",Terneuzen,,,,,Netherlands,Northwest Europe,0,"1,800",0,0,Statoil,,,,,,,
,01/24/14,United Kingdom,Teesside,North Sea,Gas Cerberus,"5,000",Dublin,,,,,Ireland,Northwest Europe,0,"2,000",0,0,,,,,,,,
,01/24/14,Trinidad,Point Lisas,Caribbean,Albane,"8,600",Puerto Rico,,,,,United States,Caribbean,0,"3,500",0,0,Geogas,,,,,,,
,01/24/14,Saudi Arabia,Ras Tanura,Middle East,Ernest N,"60,000",India,,,,,India,India,0,"9,000",0,0,HPCL,,,,,,,
,01/24/14,United Kingdom,Braefoot Bay,North Sea,Eeklo,"37,450","Flushing, NL",,,,,Netherlands,Northwest Europe,0,"21,000",0,0,Shell,,,,,,,
,01/24/14,Algeria,Bethioua,Mediterranean,Barouda,"6,602",Coastal Algeria,,,,,Algeria,Mediterranean,0,0,"3,200",0,SPC,,,,,,,
,01/24/14,Algeria,Bethioua,Mediterranean,Gaz Palmyra,"12,089",Coastal Algeria,,,,,Algeria,Mediterranean,0,0,"6,000",0,SPC,,,,,,,
,01/24/14,United Arab Emirates,Ruwais,Middle East,IGLC Anka,"38,000",Egypt,,,,,Egypt,Mediterranean,0,0,"20,000",0,Adnoc,AMPTC,,,,,,
,01/24/14,Qatar,Ras Laffan,Middle East,Thetis Glory,"84,000",India,,,,,India,India,0,"20,000","20,000",0,Tasweeq,HPCL,,,,,,
,01/24/14,Qatar,Ras Laffan,Middle East,Progress,"82,000",India,,,,,India,India,0,"22,000","22,000",0,Tasweeq,BPCL,,,,,,
,01/25/14,Trinidad,Point Lisas,Caribbean,Fortunato,"8,675",Caribbean,,,,,,Caribbean,0,"4,000",0,0,Geogas,,,,,,,
,01/25/14,Algeria,Bethioua,Mediterranean,Rhourd El Fares,"35,000",Naples,,,,,Italy,Mediterranean,0,"18,500",0,0,SPC,,,,,,,
Out of port,01/25/14,United States,"Houston, TX",North America,BW Birch,"80,657",Mexico,,,,,Mexico,North America,0,"44,444",0,0,Enterprise,SHV,Trafigura,Vitol,MGI,,,
,01/25/14,United Kingdom,Teesside,North Sea,Tracey Kosan,"3,678",Immingham,,,,,United Kingdom,Northwest Europe,0,0,"1,800",0,Eni,,,,,,,
,01/25/14,Algeria,Bethioua,Mediterranean,Brides,"7,255",Coastal Algeria,,,,,Algeria,Mediterranean,0,0,"3,200",0,SPC,,,,,,,
,01/25/14,Venezuela,Jose,South America,Mathraki,"22,940",Coastal Venezuela,,,,,Venezuela,South America,0,"8,744","6,729",0,Pdvsa,,,,,,,
,01/25/14,Iran,Assuleyah,Middle East,Gas Line,"35,058",India,,,,,India,India,0,"10,000","10,000",0,,,,,,,,
,01/25/14,Qatar,Ras Laffan,Middle East,Yamabuki,"82,000",India,,,,,India,India,0,"20,000","20,000",0,IOC,,,,,,,
