"","PUMA","Year","X","VAL","HINCP","HHT_MDC","HHT_OF","HHT_NFLA","HHT_NFNLA","SEX_M","SEX_F","RACE_W","RACE_B","RACE_AI","RACE_AN","RACE_AIAN","RACE_A","RACE_PI","RACE_O","RACE_2M","EDU_NO","EDU_NOHS","EDU_HS","EDU_ALT","EDU_SC","EDU_AD","EDU_BD","EDU_MD","EDU_PD","EDU_DD","AGEP","PINCP","EDU_NONE","EDU_HSDIP","EDU_HIED"
"157","00902",2006,11,0,21,4,16,12,14,27,29,17,16,0,0,0,NA,NA,9,22,28,28,1,0,0,0,0,0,0,0,75,26,28,0,0
"158","01001",2006,11,0,38,13,11,10,9,37,39,37,2,1,0,5,NA,NA,1,9,29,38,2,0,0,0,0,0,0,0,85,38,38,1,0
"159","01002",2006,11,0,34,13,11,10,7,35,38,36,3,0,0,15,NA,NA,1,4,16,38,1,0,0,0,0,0,0,0,85,37,37,0,0
"160","01003",2006,11,0,35,15,10,8,10,43,42,42,2,4,0,10,NA,NA,3,5,38,43,0,0,0,0,0,0,0,0,79,31,43,0,0
"161","01004",2006,11,0,45,18,11,12,13,51,55,50,4,1,0,10,NA,NA,1,19,36,53,3,0,0,0,0,0,0,0,80,38,53,2,0
"162","01005",2006,11,0,39,12,7,5,8,33,32,33,1,0,0,5,NA,NA,0,6,16,33,1,0,0,0,0,0,0,0,79,37,33,1,0
"163","01100",2006,11,0,37,15,11,10,10,41,44,42,1,5,0,5,NA,NA,0,15,33,42,1,0,0,0,0,0,0,0,82,36,43,1,0
"164","01200",2006,11,0,33,22,11,11,17,63,56,59,3,5,0,10,NA,NA,1,15,30,61,1,0,0,0,0,0,0,0,80,29,60,0,0
"165","01300",2006,11,0,32,16,12,10,13,48,48,47,2,36,0,5,NA,NA,1,8,25,49,1,0,0,0,0,0,0,0,81,31,48,0,0
"166","01401",2006,12,0,20,9,27,15,12,39,46,21,39,0,0,0,NA,NA,2,17,36,43,0,0,0,0,0,0,0,0,82,23,43,0,0
"167","01402",2006,12,0,21,6,12,12,11,26,29,19,9,11,0,10,NA,NA,12,24,20,28,1,0,0,0,0,0,0,0,80,25,28,1,0
"168","01501",2006,12,0,35,13,9,8,7,35,38,35,2,12,0,20,NA,NA,0,21,31,37,1,0,0,0,0,0,0,0,82,34,37,0,0
"169","01502",2006,12,0,26,10,14,10,4,32,31,29,5,8,0,5,NA,NA,0,12,37,32,0,0,0,0,0,0,0,0,85,29,32,0,0
"170","01601",2006,12,0,34,11,11,10,5,31,35,33,1,1,0,0,NA,NA,0,3,16,34,1,0,0,0,0,0,0,0,83,33,33,0,0
"171","01602",2006,12,0,44,13,6,9,8,32,38,33,3,0,0,0,NA,NA,0,3,27,35,3,0,0,0,0,0,0,0,86,38,35,2,0
"172","01603",2006,12,0,44,12,5,6,8,34,33,33,2,5,0,15,NA,NA,0,5,18,34,1,0,0,0,0,0,0,0,80,38,34,0,0
"173","01604",2006,12,0,28,15,16,14,14,45,48,46,3,1,0,10,NA,NA,1,3,32,47,0,0,0,0,0,0,0,0,86,34,47,0,0
"174","01605",2006,12,0,39,21,12,12,12,56,58,57,2,24,0,10,NA,NA,3,11,38,58,2,0,0,0,0,0,0,0,83,34,58,1,0
"175","01700",2006,12,0,34,18,14,13,28,59,57,55,4,7,0,5,NA,NA,1,15,39,58,7,0,0,0,0,0,0,0,78,31,58,4,0
"176","01800",2006,12,0,29,21,13,11,14,57,59,59,1,0,0,15,NA,NA,0,9,42,59,2,0,0,0,0,0,0,0,82,28,59,1,0
"177","01900",2006,12,0,32,25,19,16,23,73,72,72,2,15,0,15,NA,NA,2,19,57,73,2,0,0,0,0,0,0,0,85,31,74,1,0
"178","02000",2006,12,0,27,16,15,12,9,45,47,46,1,0,0,5,NA,NA,3,19,44,47,1,0,0,0,0,0,0,0,88,29,47,0,0
"179","02100",2006,12,0,37,15,16,12,15,46,51,43,7,4,0,10,NA,NA,8,8,47,48,4,0,0,0,0,0,0,0,82,38,48,2,0
"180","02201",2006,13,0,38,16,9,8,10,41,42,42,1,1,0,0,NA,NA,1,8,39,41,1,0,0,0,0,0,0,0,82,38,41,1,0
"181","02202",2006,13,0,39,10,7,8,9,29,31,29,1,0,0,0,NA,NA,0,9,20,30,2,0,0,0,0,0,0,0,80,38,30,1,0
"182","02300",2006,13,0,36,17,15,13,20,53,55,50,5,3,0,10,NA,NA,1,40,59,53,2,0,0,0,0,0,0,0,80,37,54,1,0
"183","02401",2006,13,0,29,5,9,11,15,24,28,17,12,4,0,10,NA,NA,5,12,28,25,2,0,0,0,0,0,0,0,79,31,26,1,0
"184","02402",2006,13,0,42,22,16,16,18,61,66,62,2,0,0,10,NA,NA,4,9,39,65,3,0,0,0,0,0,0,0,83,43,65,2,0
"185","02500",2006,13,0,36,16,11,12,12,48,48,47,4,1,0,15,NA,NA,2,8,35,49,1,0,0,0,0,0,0,0,87,33,49,1,0
"186","02601",2006,13,0,33,18,14,9,13,51,51,51,1,4,0,0,NA,NA,0,15,39,51,1,0,0,0,0,0,0,0,83,32,51,0,0
"187","02602",2006,13,0,27,11,14,14,14,39,42,38,4,3,0,10,NA,NA,2,11,22,42,1,0,0,0,0,0,0,0,86,26,41,0,0
"188","02700",2006,13,0,29,15,13,11,11,47,45,44,4,3,33,5,NA,NA,1,19,32,47,0,0,0,0,0,0,0,0,84,27,47,0,0
"189","02800",2006,13,0,29,28,19,18,15,76,78,78,2,5,0,0,NA,NA,0,15,61,78,2,0,0,0,0,0,0,0,82,30,78,1,0
"190","02900",2006,13,0,28,34,29,22,23,100,99,100,1,67,0,15,NA,NA,1,12,88,99,2,0,0,0,0,0,0,0,79,28,100,1,0
"191","03000",2006,13,0,29,22,17,14,18,65,66,66,2,0,0,15,NA,NA,2,15,43,66,1,0,0,0,0,0,0,0,81,28,66,0,0
"192","03101",2006,13,0,33,11,9,9,8,37,33,32,4,7,0,0,NA,NA,6,15,25,35,1,0,0,0,0,0,0,0,84,31,35,0,0
"193","03102",2006,13,0,39,15,12,12,17,48,48,45,5,5,0,0,NA,NA,4,19,31,49,2,0,0,0,0,0,0,0,82,35,49,1,0
"194","03201",2006,14,0,45,15,11,8,8,45,43,41,2,1,0,10,NA,NA,7,24,41,45,2,0,0,0,0,0,0,0,81,36,45,1,0
"195","03202",2006,14,0,46,15,13,11,12,50,51,40,11,4,0,5,NA,NA,11,33,40,50,2,0,0,0,0,0,0,0,76,38,50,1,0
"196","03301",2006,14,0,44,10,11,6,5,30,34,26,7,0,0,15,NA,NA,13,11,20,32,0,0,0,0,0,0,0,0,77,37,32,0,0
"197","03302",2006,14,0,44,11,8,6,7,33,34,28,5,8,0,0,NA,NA,12,16,21,34,0,0,0,0,0,0,0,0,77,32,34,0,0
"198","03303",2006,14,0,53,12,5,5,4,38,35,33,2,3,0,5,NA,NA,5,13,32,35,2,0,0,0,0,0,0,0,70,37,36,1,0
"199","03400",2006,14,0,36,14,19,15,7,48,51,33,16,1,0,10,NA,NA,36,15,34,50,1,0,0,0,0,0,0,0,82,38,50,1,0
"200","03501",2006,14,0,90,15,5,5,2,37,40,35,3,0,0,0,NA,NA,5,23,28,39,3,0,0,0,0,0,0,0,80,64,39,1,0
"201","03502",2006,14,0,64,14,9,7,8,42,42,36,7,3,0,10,NA,NA,9,13,37,42,3,0,0,0,0,0,0,0,80,45,42,2,0
"202","03503",2006,14,0,64,16,11,12,10,43,51,35,10,0,0,0,NA,NA,10,20,34,46,5,0,0,0,0,0,0,0,84,55,46,3,0
"203","03504",2006,14,0,69,10,5,6,5,27,31,24,2,3,0,5,NA,NA,11,7,22,28,2,0,0,0,0,0,0,0,79,50,29,1,0
"204","03505",2006,14,0,46,15,17,14,8,47,54,31,29,1,0,0,NA,NA,15,18,41,50,3,0,0,0,0,0,0,0,82,39,51,2,0
"205","03506",2006,14,0,58,12,6,5,4,32,32,30,2,0,0,0,NA,NA,4,9,29,32,1,0,0,0,0,0,0,0,80,48,32,0,0
"206","03601",2006,14,0,71,14,7,6,11,39,43,36,5,0,0,0,NA,NA,3,13,27,41,3,0,0,0,0,0,0,0,82,55,41,2,0
"207","03602",2006,14,0,44,16,10,8,4,52,54,44,11,7,0,0,NA,NA,9,10,73,51,1,0,0,0,0,0,0,0,72,32,53,1,0
"208","03701",2006,14,0,35,7,11,9,8,23,29,14,7,3,0,5,NA,NA,33,16,24,26,1,0,0,0,0,0,0,0,88,34,26,1,0
"209","03702",2006,15,0,32,6,24,7,5,30,36,5,45,0,0,0,NA,NA,23,17,35,33,0,0,0,0,0,0,0,0,72,31,34,0,0
"210","03703",2006,15,0,35,6,13,8,5,22,27,14,12,3,0,0,NA,NA,18,10,23,25,0,0,0,0,0,0,0,0,91,32,25,0,0
"211","03704",2006,15,0,30,7,16,8,5,27,34,14,12,0,0,0,NA,NA,40,18,30,30,1,0,0,0,0,0,0,0,83,25,31,0,0
"212","03705",2006,15,0,14,4,30,9,4,34,40,5,26,0,0,10,NA,NA,90,16,52,36,0,0,0,0,0,0,0,0,63,13,37,0,0
"213","03706",2006,15,0,19,4,21,7,7,25,29,5,13,1,0,0,NA,NA,65,16,40,27,0,0,0,0,0,0,0,0,71,17,27,0,0
"214","03707",2006,15,0,13,4,25,6,6,29,33,3,21,0,0,0,NA,NA,84,10,52,30,0,0,0,0,0,0,0,0,64,13,31,0,0
"215","03708",2006,15,0,17,4,21,7,6,25,29,4,20,1,0,0,NA,NA,56,21,48,26,0,0,0,0,0,0,0,0,69,15,27,0,0
"216","03709",2006,15,0,23,7,27,10,9,37,44,6,25,3,0,0,NA,NA,89,31,47,40,1,0,0,0,0,0,0,0,74,18,41,0,0
"217","03710",2006,15,0,13,3,26,8,6,36,36,6,25,3,0,5,NA,NA,79,26,53,35,0,0,0,0,0,0,0,0,67,11,37,0,0
"218","03801",2006,15,0,23,6,29,13,13,37,44,14,10,11,0,45,NA,NA,100,27,39,40,2,0,0,0,0,0,0,0,77,22,40,1,0
"219","03802",2006,15,0,22,4,14,10,11,22,28,11,13,4,0,5,NA,NA,28,12,24,24,5,0,0,0,0,0,0,0,77,18,25,3,0
"220","03803",2006,15,0,19,3,17,11,8,20,28,4,34,0,0,15,NA,NA,8,15,29,24,1,0,0,0,0,0,0,0,74,20,24,0,0
"221","03804",2006,15,0,18,3,19,9,8,24,30,7,17,11,0,0,NA,NA,44,20,49,26,1,0,0,0,0,0,0,0,72,16,27,0,0
"222","03805",2006,15,0,67,16,6,33,30,49,56,47,4,0,0,0,NA,NA,4,13,41,51,7,0,0,0,0,0,0,0,87,91,51,4,0
"223","03806",2006,16,0,61,14,9,28,24,46,51,40,7,3,0,10,NA,NA,9,24,25,46,9,0,0,0,0,0,0,0,84,77,46,5,0
"224","03807",2006,16,0,52,6,5,25,32,31,31,24,4,1,0,5,NA,NA,7,11,14,31,2,0,0,0,0,0,0,0,83,65,31,1,0
"225","03808",2006,16,0,59,9,5,26,36,33,39,30,2,0,0,0,NA,NA,5,13,9,36,3,0,0,0,0,0,0,0,88,80,36,1,0
"226","03809",2006,16,0,25,7,16,18,24,35,40,18,8,4,0,0,NA,NA,23,11,45,37,2,0,0,0,0,0,0,0,83,23,38,1,0
"227","03810",2006,16,0,59,9,5,20,30,33,34,27,2,0,0,0,NA,NA,3,15,13,33,5,0,0,0,0,0,0,0,79,70,33,3,0
"228","03901",2006,16,0,57,16,10,6,6,45,47,44,1,1,0,0,NA,NA,3,9,39,46,1,0,0,0,0,0,0,0,77,40,46,1,0
"229","03902",2006,16,0,47,12,10,6,5,34,40,32,2,1,0,0,NA,NA,5,9,26,37,1,0,0,0,0,0,0,0,82,34,37,0,0
"230","03903",2006,16,0,40,11,16,10,10,41,43,25,18,4,0,25,NA,NA,21,26,46,42,1,0,0,0,0,0,0,0,74,35,42,1,0
"231","04001",2006,16,0,23,8,12,10,21,32,36,28,3,1,0,5,NA,NA,15,9,50,32,1,0,0,0,0,0,0,0,71,21,33,0,0
"232","04002",2006,16,0,18,4,21,6,6,25,33,8,15,0,0,60,NA,NA,57,20,60,27,0,0,0,0,0,0,0,0,68,16,29,0,0
"233","04003",2006,16,0,18,4,22,8,6,28,34,5,43,0,0,5,NA,NA,19,6,53,30,0,0,0,0,0,0,0,0,67,15,31,0,0
"234","04004",2006,16,0,38,6,13,13,24,29,32,15,18,0,0,15,NA,NA,14,21,20,30,2,0,0,0,0,0,0,0,76,42,30,1,0
"235","04005",2006,16,0,53,8,9,10,27,27,32,22,5,1,0,0,NA,NA,12,21,25,29,3,0,0,0,0,0,0,0,73,62,29,2,0
"236","04006",2006,16,0,26,4,22,9,13,26,33,5,42,1,0,0,NA,NA,7,11,37,29,0,0,0,0,0,0,0,0,73,24,30,0,0
"237","04007",2006,17,0,16,3,24,6,4,22,32,1,43,1,0,0,NA,NA,15,16,28,27,0,0,0,0,0,0,0,0,68,13,27,0,0
"238","04008",2006,17,0,18,7,24,6,5,31,42,5,35,0,0,0,NA,NA,55,21,55,36,0,0,0,0,0,0,0,0,68,15,37,0,0
"239","04009",2006,17,0,41,13,27,9,5,48,56,20,58,5,0,0,NA,NA,4,15,41,52,0,0,0,0,0,0,0,0,77,32,53,0,0
"240","04010",2006,17,0,31,5,27,7,3,27,39,1,57,3,0,15,NA,NA,6,23,23,33,0,0,0,0,0,0,0,0,79,27,33,0,0
"241","04011",2006,17,0,24,5,19,7,4,22,29,5,37,0,0,5,NA,NA,6,12,25,25,0,0,0,0,0,0,0,0,75,22,26,0,0
"242","04012",2006,17,0,33,9,15,6,12,38,40,22,4,1,0,0,NA,NA,25,13,49,38,0,0,0,0,0,0,0,0,71,23,39,0,0
"243","04013",2006,17,0,41,10,12,10,12,33,36,28,1,0,0,5,NA,NA,7,8,32,35,1,0,0,0,0,0,0,0,83,34,35,0,0
"244","04014",2006,17,0,28,12,9,7,5,42,41,34,2,0,0,0,NA,NA,11,13,64,39,1,0,0,0,0,0,0,0,67,17,41,0,0
"245","04015",2006,17,0,30,9,17,9,9,35,39,21,24,8,0,0,NA,NA,6,15,30,37,2,0,0,0,0,0,0,0,79,26,37,1,0
"246","04016",2006,17,0,31,12,13,10,4,37,42,33,3,1,0,5,NA,NA,4,6,40,39,2,0,0,0,0,0,0,0,87,26,40,1,0
"247","04017",2006,17,0,28,13,15,11,9,43,47,30,1,1,0,0,NA,NA,7,8,47,45,1,0,0,0,0,0,0,0,85,22,46,1,0
"248","04018",2006,17,0,18,7,9,10,3,22,28,19,5,1,0,0,NA,NA,6,3,25,25,1,0,0,0,0,0,0,0,96,18,26,0,0
"249","04101",2006,17,0,31,11,21,16,30,46,52,35,7,0,0,15,NA,NA,17,27,44,49,2,0,0,0,0,0,0,0,77,31,50,1,0
"250","04102",2006,17,0,31,9,16,6,13,37,39,19,8,1,0,55,NA,NA,43,16,43,38,0,0,0,0,0,0,0,0,76,24,39,0,0
"251","04103",2006,17,0,36,19,22,14,15,58,65,30,4,0,0,0,NA,NA,19,15,45,62,2,0,0,0,0,0,0,0,90,28,63,1,0
"252","04104",2006,18,0,45,12,10,9,7,33,36,22,2,0,0,0,NA,NA,5,13,30,35,2,0,0,0,0,0,0,0,88,38,35,1,0
"253","04105",2006,18,0,47,15,23,8,5,51,60,12,63,1,0,20,NA,NA,17,20,43,57,1,0,0,0,0,0,0,0,82,38,57,1,0
"254","04106",2006,18,0,37,12,14,9,7,39,40,18,10,0,0,30,NA,NA,19,18,38,39,1,0,0,0,0,0,0,0,82,33,40,1,0
"255","04107",2006,18,0,30,8,11,5,9,31,33,13,4,0,0,5,NA,NA,30,11,39,32,1,0,0,0,0,0,0,0,76,23,32,1,0
"256","04108",2006,18,0,42,9,10,12,8,28,31,21,1,3,0,5,NA,NA,5,11,25,29,3,0,0,0,0,0,0,0,89,42,29,2,0
"257","04109",2006,18,0,31,7,12,9,12,30,30,16,2,3,0,0,NA,NA,18,9,27,30,0,0,0,0,0,0,0,0,81,29,30,0,0
"258","04110",2006,18,0,34,15,17,10,8,48,49,41,2,1,0,15,NA,NA,24,10,52,48,1,0,0,0,0,0,0,0,81,31,49,1,0
"259","04111",2006,18,0,39,9,16,6,9,35,38,16,8,8,0,15,NA,NA,44,21,36,37,0,0,0,0,0,0,0,0,75,30,37,0,0
"260","04112",2006,18,0,35,11,34,10,6,51,63,3,78,9,0,25,NA,NA,34,21,41,58,0,0,0,0,0,0,0,0,77,28,58,0,0
"261","04113",2006,18,0,39,9,12,4,3,31,33,13,10,11,0,5,NA,NA,30,24,38,32,0,0,0,0,0,0,0,0,80,25,32,0,0
"262","04114",2006,18,0,31,6,14,7,6,26,31,16,21,1,0,20,NA,NA,7,7,27,29,1,0,0,0,0,0,0,0,77,24,29,0,0
"263","04201",2006,18,0,93,18,6,7,7,48,47,43,2,0,0,0,NA,NA,6,13,27,48,5,0,0,0,0,0,0,0,84,58,48,3,0
"264","04202",2006,18,0,88,17,8,7,6,42,46,41,1,0,0,0,NA,NA,1,3,25,44,2,0,0,0,0,0,0,0,86,58,44,1,0
"265","04203",2006,18,0,63,11,5,4,2,31,31,27,1,0,0,0,NA,NA,6,6,29,30,1,0,0,0,0,0,0,0,82,46,31,1,0
"266","04204",2006,19,0,55,12,7,6,3,31,34,25,5,1,0,0,NA,NA,6,8,20,33,1,0,0,0,0,0,0,0,88,43,33,0,0
"267","04205",2006,19,0,60,13,9,4,4,36,37,29,7,1,0,0,NA,NA,11,15,38,36,1,0,0,0,0,0,0,0,82,44,37,0,0
"268","04206",2006,19,0,44,7,11,5,7,30,31,10,31,7,0,30,NA,NA,18,13,35,31,0,0,0,0,0,0,0,0,77,31,31,0,0
"269","04207",2006,19,0,57,12,8,4,3,32,34,29,1,0,0,0,NA,NA,11,9,20,33,1,0,0,0,0,0,0,0,84,44,33,0,0
"270","04208",2006,19,0,66,12,8,4,5,34,36,33,1,0,0,0,NA,NA,3,11,33,35,0,0,0,0,0,0,0,0,84,46,35,0,0
"271","04209",2006,19,0,69,12,5,4,1,30,31,30,1,0,0,0,NA,NA,2,7,12,31,0,0,0,0,0,0,0,0,82,53,31,0,0
"272","04210",2006,19,0,66,11,8,4,6,30,33,27,6,0,0,0,NA,NA,7,5,20,32,1,0,0,0,0,0,0,0,80,48,32,1,0
"273","04211",2006,19,0,56,10,9,4,5,30,30,22,9,0,0,0,NA,NA,6,11,26,30,1,0,0,0,0,0,0,0,79,48,30,1,0
"274","04212",2006,19,0,61,10,5,6,7,29,29,26,3,0,0,5,NA,NA,6,2,22,29,2,0,0,0,0,0,0,0,88,45,29,1,0
"275","04301",2006,19,0,67,24,15,8,12,66,65,62,3,0,0,0,NA,NA,4,18,43,66,3,0,0,0,0,0,0,0,81,52,66,2,0
"276","04302",2006,19,0,69,16,5,5,5,42,43,43,1,0,33,5,NA,NA,1,2,23,43,1,0,0,0,0,0,0,0,78,48,43,1,0
"277","04303",2006,19,0,64,13,5,5,7,33,34,32,1,0,0,0,NA,NA,2,9,17,33,5,0,0,0,0,0,0,0,80,46,33,3,0
"278","04304",2006,19,0,47,15,12,12,11,43,45,42,2,7,0,0,NA,NA,4,16,43,44,2,0,0,0,0,0,0,0,92,46,44,1,0
"279","04305",2006,19,0,50,11,9,5,8,35,35,32,3,7,0,5,NA,NA,3,21,28,35,1,0,0,0,0,0,0,0,78,40,35,1,0
"280","04306",2006,19,0,46,10,8,6,3,27,31,27,2,0,0,0,NA,NA,3,17,34,29,0,0,0,0,0,0,0,0,79,39,30,0,0
"281","04307",2006,20,0,53,11,7,4,3,30,31,28,2,3,0,0,NA,NA,4,11,29,31,0,0,0,0,0,0,0,0,76,46,31,0,0
"282","04308",2006,20,0,58,12,6,5,10,32,34,33,1,0,0,0,NA,NA,1,6,32,33,1,0,0,0,0,0,0,0,81,49,33,0,0
"283","04309",2006,20,0,44,7,11,3,5,28,30,18,11,3,0,25,NA,NA,23,19,35,28,1,0,0,0,0,0,0,0,74,31,29,0,0
"284","04310",2006,20,0,60,11,8,4,5,32,33,31,2,1,0,0,NA,NA,3,11,21,33,0,0,0,0,0,0,0,0,77,46,33,0,0
"285","04311",2006,20,0,55,10,9,5,5,29,31,27,3,0,0,0,NA,NA,6,3,25,30,0,0,0,0,0,0,0,0,80,43,31,0,0
"286","04312",2006,20,0,45,8,8,5,6,27,29,20,12,0,0,0,NA,NA,7,8,25,28,0,0,0,0,0,0,0,0,79,38,28,0,0
"287","00100",2007,20,0,27,55,45,37,49,57,55,56,1,11,0,5,NA,NA,1,15,50,56,1,0,0,0,0,0,0,0,82,25,56,1,0
"288","00200",2007,20,0,29,86,65,59,75,89,80,81,6,47,0,55,NA,NA,3,21,70,86,1,0,0,0,0,0,0,0,85,27,86,1,0
"289","00300",2007,20,0,33,57,44,39,48,56,58,57,2,3,0,5,NA,NA,1,10,36,58,1,0,0,0,0,0,0,0,85,34,58,1,0
"290","00401",2007,20,0,31,82,63,50,45,78,78,79,1,3,0,15,NA,NA,2,19,62,78,1,0,0,0,0,0,0,0,83,31,79,1,0
"291","00402",2007,20,0,27,39,53,43,37,52,48,44,9,8,0,15,NA,NA,5,32,43,50,2,0,0,0,0,0,0,0,81,28,50,1,0
"292","00500",2007,20,0,29,74,57,44,47,70,67,67,4,8,0,5,NA,NA,5,21,53,69,1,0,0,0,0,0,0,0,80,29,69,0,0
"293","00600",2007,20,0,30,50,37,34,43,47,49,48,1,5,0,15,NA,NA,0,15,40,48,0,0,0,0,0,0,0,0,84,31,49,0,0
"294","00700",2007,20,0,21,22,56,46,65,37,41,26,18,15,33,5,NA,NA,3,48,26,39,2,0,0,0,0,0,0,0,77,22,39,1,0
"295","00801",2007,21,0,36,52,38,31,32,50,50,50,1,4,33,15,NA,NA,0,13,33,50,2,0,0,0,0,0,0,0,79,35,50,1,0
"296","00802",2007,21,0,42,44,30,29,30,38,42,39,2,0,0,0,NA,NA,0,5,28,40,3,0,0,0,0,0,0,0,84,40,40,1,0
"297","00803",2007,21,0,36,51,41,39,34,46,54,50,1,4,0,5,NA,NA,2,8,43,50,1,0,0,0,0,0,0,0,85,37,50,1,0
"298","00804",2007,21,0,34,63,47,35,42,63,58,60,3,3,0,0,NA,NA,2,24,52,60,2,0,0,0,0,0,0,0,81,31,61,1,0
"299","00901",2007,21,0,21,14,43,28,27,26,28,15,19,0,0,5,NA,NA,7,22,31,27,1,0,0,0,0,0,0,0,74,19,27,0,0
"300","00902",2007,21,0,21,14,47,37,43,26,30,17,15,0,0,10,NA,NA,12,13,31,27,1,0,0,0,0,0,0,0,77,25,27,1,0
"301","01001",2007,21,0,39,41,30,30,28,35,37,35,3,0,0,0,NA,NA,1,5,22,36,1,0,0,0,0,0,0,0,87,42,36,1,0
"302","01002",2007,21,0,35,40,32,30,25,38,43,39,2,5,0,10,NA,NA,2,15,32,40,0,0,0,0,0,0,0,0,85,35,40,0,0
"303","01003",2007,21,0,35,46,29,24,28,42,44,42,2,1,0,0,NA,NA,1,21,33,43,0,0,0,0,0,0,0,0,82,34,43,0,0
"304","01004",2007,21,0,46,55,32,36,43,51,57,51,2,8,0,0,NA,NA,3,19,43,53,6,0,0,0,0,0,0,0,83,39,54,3,0
"305","01005",2007,21,0,41,36,21,17,22,33,33,32,3,1,0,0,NA,NA,1,5,23,34,1,0,0,0,0,0,0,0,81,37,34,1,0
"306","01100",2007,21,0,35,45,34,31,32,43,44,43,2,1,0,10,NA,NA,2,17,28,44,0,0,0,0,0,0,0,0,84,37,44,0,0
"307","01200",2007,21,0,33,61,39,33,49,63,58,59,3,1,0,25,NA,NA,1,7,49,60,2,0,0,0,0,0,0,0,79,31,60,1,0
"308","01300",2007,21,0,32,51,35,30,34,48,50,48,3,7,0,15,NA,NA,0,17,34,49,1,0,0,0,0,0,0,0,83,31,50,0,0
"309","01401",2007,22,0,20,26,84,45,41,41,51,24,40,0,0,10,NA,NA,3,24,34,46,1,0,0,0,0,0,0,0,79,22,46,0,0
"310","01402",2007,22,0,21,16,36,38,42,26,28,21,8,12,0,15,NA,NA,9,13,18,28,1,0,0,0,0,0,0,0,79,25,28,1,0
"311","01501",2007,22,0,36,40,30,25,28,39,38,38,1,19,0,0,NA,NA,1,11,22,39,1,0,0,0,0,0,0,0,81,35,39,1,0
"312","01502",2007,22,0,28,31,37,31,21,31,34,30,5,7,0,0,NA,NA,1,9,21,33,0,0,0,0,0,0,0,0,87,30,33,0,0
"313","01601",2007,22,0,34,34,29,29,23,33,35,34,1,1,0,5,NA,NA,1,7,19,35,1,0,0,0,0,0,0,0,83,37,34,1,0
"314","01602",2007,22,0,42,37,21,28,22,32,36,30,3,1,0,0,NA,NA,1,16,29,33,4,0,0,0,0,0,0,0,84,43,33,2,0
"315","01603",2007,22,0,42,37,19,18,21,33,34,34,1,3,0,0,NA,NA,1,4,15,34,1,0,0,0,0,0,0,0,83,37,34,0,0
"316","01604",2007,22,0,29,47,45,46,42,44,49,47,3,3,0,5,NA,NA,2,2,23,49,0,0,0,0,0,0,0,0,92,36,48,0,0
"317","01605",2007,22,0,40,62,37,37,35,56,56,56,1,28,33,10,NA,NA,2,10,40,57,1,0,0,0,0,0,0,0,83,37,57,0,0
"318","01700",2007,22,0,33,54,40,40,73,57,59,55,3,5,0,0,NA,NA,1,27,41,57,7,0,0,0,0,0,0,0,79,28,57,4,0
"319","01800",2007,22,0,29,61,43,38,50,57,59,59,1,3,0,5,NA,NA,1,5,39,58,1,0,0,0,0,0,0,0,83,30,58,1,0
"320","01900",2007,22,0,30,75,55,52,66,74,71,73,2,3,0,25,NA,NA,1,12,52,73,2,0,0,0,0,0,0,0,87,31,73,1,0
"321","02000",2007,22,0,28,47,47,37,37,46,46,46,1,0,0,5,NA,NA,3,7,39,47,0,0,0,0,0,0,0,0,87,31,47,0,0
"322","02100",2007,22,0,36,45,47,39,42,45,49,42,6,0,0,30,NA,NA,7,12,39,46,3,0,0,0,0,0,0,0,83,37,47,1,0
"323","02201",2007,22,0,38,46,29,25,32,42,40,41,1,0,0,0,NA,NA,1,11,34,41,1,0,0,0,0,0,0,0,81,38,41,0,0
"324","02202",2007,23,0,43,30,22,23,26,30,30,29,1,1,0,0,NA,NA,0,18,25,30,2,0,0,0,0,0,0,0,80,49,30,1,0
"325","02300",2007,23,0,35,51,47,41,55,51,56,50,5,4,0,0,NA,NA,2,35,25,55,1,0,0,0,0,0,0,0,84,38,54,0,0
"326","02401",2007,23,0,28,15,32,32,50,26,28,19,12,11,0,10,NA,NA,4,29,19,27,2,0,0,0,0,0,0,0,76,31,27,1,0
"327","02402",2007,23,0,42,65,47,49,52,59,66,59,4,5,0,0,NA,NA,4,13,43,62,5,0,0,0,0,0,0,0,81,46,62,3,0
"328","02500",2007,23,0,36,48,38,36,39,50,47,47,3,0,0,20,NA,NA,2,11,26,50,2,0,0,0,0,0,0,0,87,34,49,1,0
"329","02601",2007,23,0,33,56,42,29,35,50,53,53,0,1,0,10,NA,NA,0,15,39,52,1,0,0,0,0,0,0,0,81,31,52,0,0
"330","02602",2007,23,0,26,33,39,44,41,40,40,35,5,1,0,0,NA,NA,2,22,29,40,2,0,0,0,0,0,0,0,83,27,40,1,0
"331","02700",2007,23,0,28,46,40,34,38,47,45,45,3,7,0,15,NA,NA,0,16,54,46,1,0,0,0,0,0,0,0,85,28,47,1,0
"332","02800",2007,23,0,29,83,59,54,60,77,80,80,1,5,0,10,NA,NA,0,11,76,78,2,0,0,0,0,0,0,0,80,30,79,1,0
"333","02900",2007,23,0,28,100,83,69,73,96,95,96,1,56,0,10,NA,NA,1,27,88,96,2,0,0,0,0,0,0,0,81,29,97,1,0
"334","03000",2007,23,0,28,67,53,45,53,63,66,64,2,8,0,15,NA,NA,1,17,38,66,1,0,0,0,0,0,0,0,88,28,66,1,0
