"","PUMA","Year","X","VAL","HINCP","HHT_MDC","HHT_OF","HHT_NFLA","HHT_NFNLA","SEX_M","SEX_F","RACE_W","RACE_B","RACE_AI","RACE_AN","RACE_AIAN","RACE_A","RACE_PI","RACE_O","RACE_2M","EDU_NO","EDU_NOHS","EDU_HS","EDU_ALT","EDU_SC","EDU_AD","EDU_BD","EDU_MD","EDU_PD","EDU_DD","AGEP","PINCP","EDU_NONE","EDU_HSDIP","EDU_HIED"
"335","03101",2007,23,0,34,34,30,26,32,38,33,32,5,3,33,5,NA,NA,4,17,23,36,1,0,0,0,0,0,0,0,85,32,36,0,0
"336","03102",2007,23,0,40,45,37,33,46,46,48,44,4,3,0,5,NA,NA,3,13,24,48,1,0,0,0,0,0,0,0,84,37,48,1,0
"337","03201",2007,23,0,47,45,30,25,36,45,45,41,3,0,0,0,NA,NA,8,18,23,46,2,0,0,0,0,0,0,0,83,42,45,1,0
"338","03202",2007,24,0,45,44,40,33,32,46,46,35,13,4,0,10,NA,NA,10,25,30,47,2,0,0,0,0,0,0,0,79,34,46,1,0
"339","03301",2007,24,0,44,30,30,18,13,29,32,24,6,0,0,0,NA,NA,16,11,22,31,0,0,0,0,0,0,0,0,78,38,31,0,0
"340","03302",2007,24,0,42,31,27,18,22,34,33,27,6,5,0,0,NA,NA,11,19,21,34,0,0,0,0,0,0,0,0,79,37,34,0,0
"341","03303",2007,24,0,54,38,18,14,15,38,38,35,2,0,0,0,NA,NA,6,15,31,37,1,0,0,0,0,0,0,0,70,41,38,0,0
"342","03400",2007,24,0,37,39,57,41,28,43,49,28,15,0,0,0,NA,NA,35,24,47,46,2,0,0,0,0,0,0,0,82,37,46,1,0
"343","03501",2007,24,0,89,46,18,15,10,38,42,37,2,0,0,0,NA,NA,4,17,34,39,4,0,0,0,0,0,0,0,78,62,39,2,0
"344","03502",2007,24,0,62,42,27,23,23,40,46,35,6,1,0,0,NA,NA,16,21,38,42,3,0,0,0,0,0,0,0,80,49,43,1,0
"345","03503",2007,24,0,68,49,33,34,34,47,50,37,8,0,0,0,NA,NA,15,23,34,47,5,0,0,0,0,0,0,0,84,58,48,3,0
"346","03504",2007,24,0,66,31,19,17,13,29,31,26,1,0,0,0,NA,NA,12,11,27,29,2,0,0,0,0,0,0,0,83,46,30,1,0
"347","03505",2007,24,0,46,44,50,41,23,44,50,29,26,1,0,5,NA,NA,17,19,31,47,2,0,0,0,0,0,0,0,84,41,47,1,0
"348","03506",2007,24,0,58,36,18,15,15,35,33,33,1,0,0,0,NA,NA,4,18,26,34,1,0,0,0,0,0,0,0,80,41,34,1,0
"349","03601",2007,24,0,68,44,23,19,25,38,42,34,5,1,0,0,NA,NA,3,8,37,40,2,0,0,0,0,0,0,0,83,51,40,1,0
"350","03602",2007,24,0,48,49,32,22,13,49,50,40,13,8,0,0,NA,NA,8,11,54,48,1,0,0,0,0,0,0,0,74,37,49,0,0
"351","03701",2007,24,0,35,19,35,28,18,25,29,14,7,1,0,0,NA,NA,39,24,19,27,3,0,0,0,0,0,0,0,86,31,27,1,0
"352","03702",2007,25,0,32,19,75,21,14,30,39,5,46,5,0,5,NA,NA,24,21,29,34,0,0,0,0,0,0,0,0,76,30,35,0,0
"353","03703",2007,25,0,34,18,37,26,17,22,27,14,12,1,0,0,NA,NA,13,19,20,25,0,0,0,0,0,0,0,0,90,41,25,0,0
"354","03704",2007,25,0,31,22,47,23,17,26,32,12,16,1,0,0,NA,NA,31,11,32,29,1,0,0,0,0,0,0,0,79,26,29,1,0
"355","03705",2007,25,0,14,13,87,25,13,31,39,5,27,0,0,20,NA,NA,75,15,57,34,0,0,0,0,0,0,0,0,65,13,35,0,0
"356","03706",2007,25,0,20,13,59,19,20,24,27,5,11,0,0,5,NA,NA,66,11,34,25,0,0,0,0,0,0,0,0,70,19,26,0,0
"357","03707",2007,25,0,14,11,75,18,15,26,33,2,20,0,0,35,NA,NA,74,22,39,28,0,0,0,0,0,0,0,0,64,16,29,0,0
"358","03708",2007,25,0,15,11,65,21,15,25,30,2,22,9,0,0,NA,NA,63,12,43,27,0,0,0,0,0,0,0,0,67,15,28,0,0
"359","03709",2007,25,0,23,22,81,30,20,33,41,6,25,0,0,15,NA,NA,69,27,36,37,1,0,0,0,0,0,0,0,75,21,37,0,0
"360","03710",2007,25,0,12,12,77,23,16,36,38,10,23,5,0,5,NA,NA,71,33,41,37,0,0,0,0,0,0,0,0,67,12,37,0,0
"361","03801",2007,25,0,24,21,81,37,48,40,46,17,10,4,0,25,NA,NA,92,37,45,43,1,0,0,0,0,0,0,0,76,20,43,1,0
"362","03802",2007,25,0,24,12,41,28,37,23,29,12,15,11,0,0,NA,NA,19,19,31,25,3,0,0,0,0,0,0,0,76,23,25,2,0
"363","03803",2007,25,0,21,9,52,31,28,22,28,4,33,9,0,5,NA,NA,12,29,20,25,1,0,0,0,0,0,0,0,77,24,25,0,0
"364","03804",2007,25,0,19,10,56,27,24,25,30,7,19,1,0,0,NA,NA,45,17,48,27,1,0,0,0,0,0,0,0,75,17,28,1,0
"365","03805",2007,25,0,66,47,21,100,100,46,58,48,3,3,0,5,NA,NA,3,13,30,52,8,0,0,0,0,0,0,0,87,100,51,5,0
"366","03806",2007,25,0,59,40,27,84,83,39,53,39,6,13,0,0,NA,NA,9,18,30,44,8,0,0,0,0,0,0,0,84,77,44,4,0
"367","03807",2007,26,0,49,17,17,77,96,31,29,25,3,0,0,10,NA,NA,7,13,11,31,2,0,0,0,0,0,0,0,85,74,30,1,0
"368","03808",2007,26,0,62,26,16,79,93,31,37,28,3,3,0,0,NA,NA,6,14,9,34,4,0,0,0,0,0,0,0,88,89,33,2,0
"369","03809",2007,26,0,24,21,45,54,68,36,37,16,6,0,0,5,NA,NA,21,24,53,36,1,0,0,0,0,0,0,0,86,22,37,1,0
"370","03810",2007,26,0,66,23,15,61,95,30,34,26,1,0,0,15,NA,NA,5,16,17,32,3,0,0,0,0,0,0,0,80,85,32,2,0
"371","03901",2007,26,0,55,48,30,17,14,43,43,42,2,0,0,0,NA,NA,1,3,31,43,1,0,0,0,0,0,0,0,81,43,43,1,0
"372","03902",2007,26,0,45,36,35,19,13,34,38,33,2,11,0,0,NA,NA,3,5,29,37,1,0,0,0,0,0,0,0,85,38,37,1,0
"373","03903",2007,26,0,42,36,50,28,29,46,48,30,17,3,0,25,NA,NA,18,20,45,47,2,0,0,0,0,0,0,0,76,32,47,1,0
"374","04001",2007,26,0,26,22,34,28,67,35,36,30,3,1,0,5,NA,NA,13,8,37,35,1,0,0,0,0,0,0,0,70,28,35,0,0
"375","04002",2007,26,0,19,12,57,16,25,28,30,8,14,1,0,10,NA,NA,64,15,37,29,0,0,0,0,0,0,0,0,68,20,29,0,0
"376","04003",2007,26,0,21,13,65,24,22,25,33,6,40,0,0,5,NA,NA,11,9,40,29,0,0,0,0,0,0,0,0,68,22,29,0,0
"377","04004",2007,26,0,39,17,34,37,70,28,33,16,20,1,0,5,NA,NA,9,22,18,31,1,0,0,0,0,0,0,0,77,45,31,1,0
"378","04005",2007,26,0,53,24,29,29,75,28,32,23,5,1,0,5,NA,NA,15,17,21,30,3,0,0,0,0,0,0,0,76,62,30,1,0
"379","04006",2007,26,0,24,13,64,29,34,25,35,6,42,1,0,15,NA,NA,10,10,31,30,1,0,0,0,0,0,0,0,75,26,30,1,0
"380","04007",2007,26,0,16,10,74,18,12,23,33,1,45,0,0,10,NA,NA,12,16,31,27,0,0,0,0,0,0,0,0,66,17,28,0,0
"381","04008",2007,27,0,21,19,70,19,12,32,37,5,35,1,0,0,NA,NA,48,11,49,34,1,0,0,0,0,0,0,0,71,17,35,0,0
"382","04009",2007,27,0,41,38,77,27,17,46,55,18,59,3,0,5,NA,NA,6,15,37,51,0,0,0,0,0,0,0,0,79,37,51,0,0
"383","04010",2007,27,0,31,17,72,21,10,28,34,1,56,0,0,0,NA,NA,5,11,26,31,0,0,0,0,0,0,0,0,79,31,31,0,0
"384","04011",2007,27,0,25,13,53,19,10,19,28,3,37,0,0,0,NA,NA,5,5,20,24,1,0,0,0,0,0,0,0,79,25,24,0,0
"385","04012",2007,27,0,29,26,44,19,32,35,36,14,3,3,0,20,NA,NA,53,13,50,34,1,0,0,0,0,0,0,0,73,22,36,0,0
"386","04013",2007,27,0,36,30,35,33,27,32,38,26,1,0,33,0,NA,NA,6,7,27,35,1,0,0,0,0,0,0,0,86,32,35,1,0
"387","04014",2007,27,0,26,37,30,22,13,46,48,39,3,0,0,5,NA,NA,11,9,60,45,1,0,0,0,0,0,0,0,70,17,46,1,0
"388","04015",2007,27,0,28,28,48,30,24,37,42,21,24,0,0,0,NA,NA,12,23,47,39,1,0,0,0,0,0,0,0,75,24,39,1,0
"389","04016",2007,27,0,32,37,36,30,13,36,37,30,3,0,0,0,NA,NA,6,7,30,37,1,0,0,0,0,0,0,0,85,28,37,0,0
"390","04017",2007,27,0,28,43,48,31,26,50,53,33,1,0,0,0,NA,NA,11,11,62,51,1,0,0,0,0,0,0,0,84,23,52,1,0
"391","04018",2007,27,0,20,22,32,28,9,24,29,19,6,1,0,35,NA,NA,4,9,25,26,1,0,0,0,0,0,0,0,94,19,27,0,0
"392","04101",2007,27,0,30,34,55,45,85,42,45,29,5,0,0,0,NA,NA,22,32,41,44,1,0,0,0,0,0,0,0,82,32,44,0,0
"393","04102",2007,27,0,31,26,52,19,35,39,39,15,7,0,0,10,NA,NA,54,26,37,38,1,0,0,0,0,0,0,0,78,24,38,1,0
"394","04103",2007,27,0,36,58,58,41,34,56,62,31,4,1,0,45,NA,NA,15,19,66,59,1,0,0,0,0,0,0,0,87,31,60,1,0
"395","04104",2007,28,0,47,36,29,24,15,35,37,24,1,0,0,0,NA,NA,3,16,20,37,1,0,0,0,0,0,0,0,89,43,36,0,0
"396","04105",2007,28,0,48,43,66,24,17,49,55,10,59,0,0,5,NA,NA,11,27,30,53,1,0,0,0,0,0,0,0,80,39,53,0,0
"397","04106",2007,28,0,37,34,41,28,18,37,42,19,10,3,0,0,NA,NA,14,14,43,39,1,0,0,0,0,0,0,0,81,31,40,1,0
"398","04107",2007,28,0,29,23,38,14,26,30,29,13,4,0,0,10,NA,NA,25,9,25,29,0,0,0,0,0,0,0,0,74,23,30,0,0
"399","04108",2007,28,0,40,30,26,37,20,30,33,21,1,7,0,0,NA,NA,6,17,20,31,2,0,0,0,0,0,0,0,89,46,31,1,0
"400","04109",2007,28,0,33,24,36,24,42,29,34,15,2,0,0,5,NA,NA,23,10,39,31,1,0,0,0,0,0,0,0,79,31,32,1,0
"401","04110",2007,28,0,35,44,55,30,30,49,53,43,2,3,0,5,NA,NA,30,7,52,51,1,0,0,0,0,0,0,0,78,34,51,0,0
"402","04111",2007,28,0,38,29,43,19,20,39,39,17,6,0,0,15,NA,NA,46,29,34,39,1,0,0,0,0,0,0,0,75,28,39,0,0
"403","04112",2007,28,0,33,32,100,30,19,50,60,3,73,1,0,70,NA,NA,32,41,46,55,1,0,0,0,0,0,0,0,79,30,55,0,0
"404","04113",2007,28,0,38,27,36,13,10,32,36,12,15,0,0,60,NA,NA,36,27,43,33,0,0,0,0,0,0,0,0,75,29,34,0,0
"405","04114",2007,28,0,31,17,40,20,13,25,29,15,20,0,0,0,NA,NA,5,14,32,26,0,0,0,0,0,0,0,0,80,25,27,0,0
"406","04201",2007,28,0,90,56,18,22,14,46,50,43,2,0,0,0,NA,NA,3,10,43,48,4,0,0,0,0,0,0,0,85,58,48,2,0
"407","04202",2007,28,0,82,52,24,19,16,45,48,43,1,0,0,5,NA,NA,2,10,26,47,3,0,0,0,0,0,0,0,86,57,47,2,0
"408","04203",2007,28,0,62,36,14,12,10,30,31,28,0,4,0,0,NA,NA,2,1,23,31,1,0,0,0,0,0,0,0,85,52,31,1,0
"409","04204",2007,28,0,57,36,22,17,11,31,34,24,4,0,0,0,NA,NA,6,7,22,33,1,0,0,0,0,0,0,0,86,51,33,1,0
"410","04205",2007,29,0,60,38,25,13,11,33,38,28,7,0,0,0,NA,NA,6,11,33,35,1,0,0,0,0,0,0,0,84,46,36,1,0
"411","04206",2007,29,0,43,20,42,15,18,31,34,12,31,1,0,0,NA,NA,16,25,42,32,1,0,0,0,0,0,0,0,76,31,33,0,0
"412","04207",2007,29,0,57,35,25,15,10,31,35,30,1,0,0,0,NA,NA,5,5,22,34,0,0,0,0,0,0,0,0,84,48,34,0,0
"413","04208",2007,29,0,62,36,22,13,10,30,34,32,1,1,0,5,NA,NA,2,5,17,33,0,0,0,0,0,0,0,0,84,46,33,0,0
"414","04209",2007,29,0,69,36,16,10,7,30,31,30,0,1,0,0,NA,NA,2,7,20,31,0,0,0,0,0,0,0,0,80,57,31,0,0
"415","04210",2007,29,0,64,33,21,15,15,29,31,27,4,0,0,0,NA,NA,5,13,14,31,1,0,0,0,0,0,0,0,86,49,31,0,0
"416","04211",2007,29,0,55,29,22,14,13,27,29,20,9,0,0,0,NA,NA,9,11,33,28,0,0,0,0,0,0,0,0,81,46,29,0,0
"417","04212",2007,29,0,63,32,19,19,18,31,32,29,3,0,0,0,NA,NA,4,1,28,32,2,0,0,0,0,0,0,0,84,52,32,1,0
"418","04301",2007,29,0,69,73,38,25,33,65,66,61,3,0,0,5,NA,NA,6,11,61,65,4,0,0,0,0,0,0,0,82,48,66,2,0
"419","04302",2007,29,0,70,49,19,14,14,38,42,40,0,0,0,0,NA,NA,1,1,34,40,1,0,0,0,0,0,0,0,81,54,41,1,0
"420","04303",2007,29,0,65,37,18,15,18,34,35,33,2,0,0,0,NA,NA,1,5,25,34,4,0,0,0,0,0,0,0,79,46,34,2,0
"421","04304",2007,29,0,48,46,33,35,33,43,42,40,3,17,0,5,NA,NA,8,12,27,43,2,0,0,0,0,0,0,0,94,49,43,1,0
"422","04305",2007,29,0,52,35,29,15,21,35,35,32,3,5,0,15,NA,NA,3,16,38,34,1,0,0,0,0,0,0,0,74,46,35,1,0
"423","04306",2007,29,0,50,29,24,18,14,29,32,28,4,1,0,0,NA,NA,6,9,33,30,0,0,0,0,0,0,0,0,80,43,31,0,0
"424","04307",2007,30,0,55,34,23,13,11,32,32,30,1,11,0,0,NA,NA,5,5,25,32,0,0,0,0,0,0,0,0,78,43,33,0,0
"425","04308",2007,30,0,60,36,23,14,20,33,36,34,0,1,0,5,NA,NA,3,9,20,35,1,0,0,0,0,0,0,0,77,49,35,0,0
"426","04309",2007,30,0,46,23,31,9,15,31,33,20,11,8,0,5,NA,NA,23,26,57,31,1,0,0,0,0,0,0,0,72,34,32,0,0
"427","04310",2007,30,0,58,34,22,14,17,31,34,31,3,5,0,10,NA,NA,3,4,25,33,0,0,0,0,0,0,0,0,78,47,33,0,0
"428","04311",2007,30,0,53,29,24,14,17,27,30,26,3,1,0,0,NA,NA,3,7,20,28,0,0,0,0,0,0,0,0,81,44,28,0,0
"429","04312",2007,30,0,46,25,27,15,12,27,28,19,13,3,0,0,NA,NA,9,15,26,28,0,0,0,0,0,0,0,0,80,36,28,0,0
"430","00100",2008,30,5,28,19,14,14,14,57,57,55,4,13,0,35,NA,NA,1,13,49,16,52,60,55,51,19,25,7,16,81,25,18,56,30
"431","00200",2008,30,7,30,27,21,19,27,85,79,78,7,69,0,10,NA,NA,2,22,52,24,74,79,70,92,34,40,14,11,84,29,26,75,52
"432","00300",2008,30,11,34,19,15,14,15,56,54,54,3,12,0,25,NA,NA,1,19,31,15,49,51,54,54,27,31,8,19,87,32,16,52,37
"433","00401",2008,30,6,34,27,20,17,12,74,76,76,0,4,0,5,NA,NA,1,25,49,22,68,48,74,84,38,31,6,11,85,33,24,69,48
"434","00402",2008,30,6,31,13,18,13,13,46,47,40,8,3,0,0,NA,NA,8,26,53,13,38,42,43,43,28,21,9,10,87,29,14,41,31
"435","00500",2008,30,7,31,24,17,14,16,68,66,66,3,7,0,5,NA,NA,3,18,48,19,63,53,66,66,27,29,5,2,80,30,21,65,37
"436","00600",2008,30,6,32,16,16,11,15,50,53,52,0,3,0,5,NA,NA,0,21,43,16,45,44,52,51,20,15,4,12,78,29,17,49,27
"437","00700",2008,30,5,23,7,19,16,20,38,41,27,19,13,0,20,NA,NA,3,34,35,12,26,24,43,28,31,16,8,16,75,23,13,33,28
"438","00801",2008,31,8,38,17,13,10,15,48,50,49,1,9,0,10,NA,NA,1,5,28,14,37,34,46,65,26,26,5,22,82,36,15,41,37
"439","00802",2008,31,10,46,15,11,11,9,41,46,41,3,12,0,0,NA,NA,1,13,29,11,26,20,39,38,41,34,17,20,81,46,12,31,42
"440","00803",2008,31,8,40,16,13,15,13,47,51,49,2,17,0,0,NA,NA,1,10,28,12,36,29,45,48,38,40,13,15,85,46,13,40,44
"441","00804",2008,31,7,36,20,15,13,15,56,55,55,2,7,0,5,NA,NA,1,21,34,15,51,39,55,59,28,26,7,22,87,36,16,52,37
"442","00901",2008,31,5,20,4,16,9,10,24,28,12,24,0,0,0,NA,NA,4,15,22,10,16,22,24,15,12,13,6,10,74,21,10,20,15
"443","00902",2008,31,5,21,5,13,13,15,27,28,16,16,7,0,0,NA,NA,10,16,29,9,13,21,23,22,22,17,6,11,76,27,10,18,22
"444","01001",2008,31,9,41,14,9,11,11,37,40,37,3,0,0,5,NA,NA,2,12,24,9,25,15,32,46,33,38,12,11,90,42,10,27,39
"445","01002",2008,31,8,35,13,10,9,10,35,38,34,4,1,0,0,NA,NA,1,18,25,9,32,21,36,34,25,23,2,2,88,37,10,33,27
"446","01003",2008,31,7,36,14,11,8,10,40,41,39,3,7,0,5,NA,NA,2,17,39,12,37,25,35,36,22,21,4,10,82,34,13,36,26
"447","01004",2008,31,12,49,19,11,13,17,52,56,50,4,3,0,0,NA,NA,1,24,19,13,25,10,50,48,60,58,36,39,82,43,13,33,64
"448","01005",2008,31,8,43,12,7,6,7,31,32,30,2,0,0,0,NA,NA,2,5,24,7,22,16,32,36,29,25,3,10,82,40,7,25,30
"449","01100",2008,31,9,40,15,11,11,9,43,43,43,1,0,0,5,NA,NA,0,18,25,11,31,24,42,52,32,29,11,8,85,40,11,35,38
"450","01200",2008,31,7,37,19,11,11,16,58,54,55,4,19,0,5,NA,NA,2,13,41,15,52,58,54,56,25,25,6,11,82,31,16,55,33
"451","01300",2008,31,6,33,16,12,11,17,47,50,47,3,37,0,10,NA,NA,1,13,39,13,48,41,43,51,22,20,6,4,83,31,14,47,29
"452","01401",2008,31,4,21,8,28,16,13,41,49,23,41,3,0,5,NA,NA,3,12,39,15,38,36,45,37,19,13,4,6,77,21,16,42,22
"453","01402",2008,32,6,23,6,12,12,17,28,30,22,8,3,0,5,NA,NA,9,24,19,9,16,15,33,20,19,20,11,15,76,24,9,22,22
"454","01501",2008,32,7,35,13,8,9,11,37,36,36,1,31,0,0,NA,NA,1,7,26,9,35,25,37,37,17,19,5,11,86,34,10,35,24
"455","01502",2008,32,5,30,10,11,11,8,30,34,29,6,7,0,15,NA,NA,0,19,23,9,29,24,33,34,18,13,3,4,87,32,9,30,21
"456","01601",2008,32,8,38,12,8,10,7,32,36,34,1,1,0,5,NA,NA,0,8,26,7,23,17,42,43,26,19,8,12,87,41,8,30,29
"457","01602",2008,32,11,49,13,8,9,9,36,39,34,3,4,0,0,NA,NA,2,7,15,8,17,6,34,35,38,49,21,50,83,44,9,22,47
"458","01603",2008,32,11,49,13,7,6,7,35,36,35,1,7,0,10,NA,NA,0,5,18,9,25,18,31,42,27,25,7,14,80,43,10,27,31
"459","01604",2008,32,7,32,16,16,15,13,46,52,47,5,4,0,0,NA,NA,1,5,33,12,50,38,47,49,27,18,3,10,89,34,13,49,30
"460","01605",2008,32,9,41,21,14,12,13,56,60,58,1,43,0,0,NA,NA,1,5,41,16,45,32,49,73,41,37,11,6,84,40,17,46,49
"461","01700",2008,32,9,35,18,14,15,26,59,60,56,3,4,0,5,NA,NA,1,23,34,15,42,36,67,40,43,48,9,72,78,31,15,51,49
"462","01800",2008,32,6,31,18,16,13,15,52,55,54,1,7,0,5,NA,NA,1,13,29,15,47,48,59,51,24,24,8,10,85,31,16,52,32
"463","01900",2008,32,8,30,25,20,20,20,70,74,73,1,3,0,5,NA,NA,2,16,46,19,70,54,70,70,36,34,7,25,88,31,20,70,45
"464","02000",2008,32,6,32,16,17,10,16,49,51,51,1,1,0,0,NA,NA,2,13,36,15,48,42,48,44,20,18,6,1,83,31,16,49,26
"465","02100",2008,32,11,39,16,12,13,13,43,49,42,7,3,0,25,NA,NA,2,9,33,11,37,28,43,48,31,36,11,24,85,40,12,39,39
"466","02201",2008,32,13,45,15,11,8,13,43,43,44,1,0,0,0,NA,NA,1,3,21,12,35,27,40,48,28,25,6,8,79,46,12,37,32
"467","02202",2008,33,17,47,11,8,8,8,30,29,29,1,0,0,0,NA,NA,0,9,16,6,19,14,27,22,29,34,9,25,85,51,7,22,32
"468","02300",2008,33,12,40,17,15,14,19,50,54,49,3,3,33,0,NA,NA,3,32,25,14,41,29,52,61,32,30,13,26,84,40,14,45,41
"469","02401",2008,33,12,31,5,12,11,15,26,28,17,14,4,0,0,NA,NA,5,21,15,7,19,14,30,16,20,22,11,9,79,32,7,23,22
"470","02402",2008,33,15,49,21,15,16,19,60,64,59,3,3,0,0,NA,NA,3,19,29,15,43,25,52,61,50,62,26,48,85,46,16,45,63
"471","02500",2008,33,13,36,17,12,13,16,52,50,50,3,4,0,5,NA,NA,1,13,27,15,42,42,46,47,30,31,10,18,88,32,16,44,37
"472","02601",2008,33,7,37,19,10,11,9,48,51,50,0,0,0,5,NA,NA,1,15,32,13,43,33,44,56,28,28,5,15,85,34,14,43,36
"473","02602",2008,33,6,27,10,16,14,13,39,41,36,5,3,0,20,NA,NA,2,26,25,10,34,30,37,39,25,28,10,16,83,29,10,36,31
"474","02700",2008,33,5,28,15,13,12,10,44,44,43,3,3,0,10,NA,NA,0,14,26,13,43,44,42,37,18,14,8,9,88,28,14,44,23
"475","02800",2008,33,6,32,27,20,17,22,76,77,77,2,3,0,5,NA,NA,2,13,52,24,71,50,60,81,31,39,5,21,83,31,26,66,47
"476","02900",2008,33,5,30,33,25,23,24,94,95,94,2,89,0,30,NA,NA,1,25,70,26,98,85,89,91,35,34,7,18,84,30,28,96,49
"477","03000",2008,33,5,30,23,17,16,19,68,68,68,2,9,0,10,NA,NA,2,21,47,20,65,58,60,68,27,28,10,14,84,29,22,64,39
"478","03101",2008,33,13,33,12,12,9,10,38,36,33,5,5,0,5,NA,NA,7,13,34,10,31,34,36,30,20,24,5,10,87,31,11,34,25
"479","03102",2008,33,16,44,15,11,11,17,47,48,45,4,4,0,5,NA,NA,3,18,36,12,35,30,49,41,33,37,11,16,83,40,13,40,38
"480","03201",2008,33,22,51,15,9,9,12,44,45,41,5,7,0,20,NA,NA,7,21,25,13,33,24,38,39,34,37,11,10,83,46,14,35,38
"481","03202",2008,33,20,47,14,12,12,12,45,47,37,11,3,0,5,NA,NA,11,20,25,11,30,39,47,38,38,38,7,20,81,42,12,38,40
"482","03301",2008,34,18,45,9,8,7,8,26,28,24,5,0,0,0,NA,NA,4,7,16,8,21,15,27,30,14,16,2,9,77,41,8,23,19
"483","03302",2008,34,18,45,11,10,6,8,35,37,30,6,4,0,5,NA,NA,10,23,37,11,26,16,39,39,18,16,5,8,79,37,12,30,23
"484","03303",2008,34,23,59,13,6,5,6,40,37,36,3,1,0,0,NA,NA,3,15,24,12,23,11,37,31,27,27,9,12,69,44,13,27,30
"485","03400",2008,34,28,36,13,19,15,7,43,51,31,17,0,0,10,NA,NA,19,19,40,14,38,23,35,29,31,30,13,15,81,37,16,36,33
"486","03501",2008,34,46,88,15,7,5,4,37,41,37,1,0,0,5,NA,NA,4,6,19,11,16,6,27,14,43,52,34,40,81,62,12,19,47
"487","03502",2008,34,33,69,15,10,8,9,44,48,37,7,3,0,0,NA,NA,15,24,30,14,24,17,34,23,44,52,26,34,81,48,14,27,48
"488","03503",2008,34,40,69,16,10,12,11,45,49,37,9,4,0,0,NA,NA,7,16,19,12,21,9,34,16,52,65,55,48,85,62,12,24,59
"489","03504",2008,34,47,71,10,6,6,3,27,31,25,1,0,0,0,NA,NA,15,5,23,9,14,4,18,12,25,40,24,24,79,46,10,15,32
"490","03505",2008,34,37,49,15,19,13,11,47,53,32,28,3,0,0,NA,NA,10,31,35,14,33,12,36,34,41,47,31,28,85,46,15,33,48
"491","03506",2008,34,27,63,12,6,6,7,32,33,32,1,3,0,0,NA,NA,3,17,15,8,25,8,30,24,27,31,11,18,84,51,8,25,30
"492","03601",2008,34,33,71,15,7,7,6,40,40,36,4,0,0,0,NA,NA,2,10,19,10,21,6,30,30,46,48,20,34,86,57,11,23,48
"493","03602",2008,34,30,54,16,12,7,6,51,53,42,12,13,0,5,NA,NA,13,17,54,19,30,13,40,27,35,40,18,21,71,37,20,33,39
"494","03701",2008,34,23,40,7,12,10,7,26,31,17,7,0,0,25,NA,NA,31,17,22,8,14,8,28,16,25,27,15,26,85,36,8,18,27
"495","03702",2008,34,27,33,6,22,7,7,30,37,5,45,3,0,0,NA,NA,18,14,30,13,23,19,36,16,18,12,3,2,79,31,13,28,16
"496","03703",2008,35,21,36,7,13,9,6,24,29,15,14,0,0,5,NA,NA,16,17,24,8,21,19,26,15,17,16,4,5,87,38,9,23,17
"497","03704",2008,35,30,29,7,17,9,9,31,34,14,14,1,0,0,NA,NA,37,22,32,11,23,12,30,19,19,16,9,9,83,28,12,25,20
"498","03705",2008,35,23,15,4,30,9,6,30,40,6,26,3,0,35,NA,NA,71,22,49,18,18,17,32,13,10,5,2,0,66,14,19,23,9
"499","03706",2008,35,10,21,4,18,7,4,23,28,6,12,0,0,5,NA,NA,50,27,38,11,14,18,23,14,12,6,2,2,71,21,12,18,11
"500","03707",2008,35,29,20,3,23,6,7,25,32,4,22,7,0,40,NA,NA,56,26,42,15,12,17,22,14,9,3,1,1,63,16,16,16,9
"501","03708",2008,35,6,17,3,22,7,7,23,30,3,21,0,0,40,NA,NA,55,13,45,12,14,15,25,14,7,6,1,4,68,17,14,18,9
"502","03709",2008,35,25,26,7,27,12,7,38,43,9,31,1,33,35,NA,NA,58,31,53,17,25,29,39,20,17,16,1,2,77,25,19,31,17
"503","03710",2008,35,23,12,3,27,8,4,37,37,11,29,0,0,15,NA,NA,49,24,40,21,17,33,22,16,8,4,1,0,65,13,22,21,9
"504","03801",2008,35,28,27,6,24,15,17,36,43,18,10,8,0,20,NA,NA,71,38,48,15,16,22,36,16,27,34,12,21,81,24,16,24,29
"505","03802",2008,35,42,28,4,13,10,17,22,27,10,14,1,0,0,NA,NA,20,48,21,8,11,9,22,10,22,26,9,39,78,28,8,15,24
"506","03803",2008,35,38,21,3,18,12,13,23,29,5,32,1,0,30,NA,NA,11,34,24,9,12,16,23,13,22,18,7,9,74,26,10,17,20
"507","03804",2008,35,27,23,3,20,9,8,22,28,8,18,1,0,15,NA,NA,30,13,31,10,12,14,17,12,16,12,9,15,76,22,11,14,16
"508","03805",2008,35,67,72,15,9,32,39,47,60,48,3,0,0,0,NA,NA,3,17,28,7,10,4,23,15,100,97,85,99,87,97,8,14,99
"509","03806",2008,35,63,69,12,8,27,31,41,49,38,6,1,0,5,NA,NA,6,30,25,7,10,8,21,8,65,96,66,100,86,78,7,14,77
"510","03807",2008,36,53,53,7,6,25,33,33,32,24,4,1,0,10,NA,NA,4,29,15,3,10,12,23,13,59,59,30,38,85,72,4,15,56
"511","03808",2008,36,50,72,8,5,25,36,29,37,28,1,1,0,5,NA,NA,3,15,11,2,8,2,18,15,77,57,41,44,88,94,2,11,66
"512","03809",2008,36,47,26,7,17,17,20,33,40,16,6,11,0,0,NA,NA,18,23,61,12,20,22,27,11,38,28,9,12,87,22,14,23,31
