"","Name","Edition","City","Country","Owner","Seeker","Trader"
"2849","[Mug Shot — «2013 Wine Glass Escape Your Plans»]","Other...","New York","USA",7,5,0
"2850","[Mug Shot — «2013 Wine Glass Take a Moment or Three»]","Other...","New York","USA",5,3,0
"2851","[Mug Shot — «Arnhem - John Frost Bridge»]","08 Icon Edition","Arnhem","Netherlands",404,118,47
"2852","[Mug Shot — «2010 White on Green Siren 14 oz»]","Limited Edition","Various","USA",46,1,6
"2853","[Mug Shot — «Cusco - Sacsayhuaman»]","08 Icon Edition","Cusco","Peru",283,186,7
"2854","[Mug Shot — «Ati-atihan 2013»]","City Tumbler","Kalibo","Philippines",10,1,0
"2855","[Mug Shot — «You Are Here In Alaska»]","13 You Are Here Series","Alaska","USA",318,195,18
"2856","[Mug Shot — «You Are Here In Utah»]","13 You Are Here Series",NA,"USA",332,154,24
"2857","[Mug Shot — «Korea Cherry Blossom Tumbler»]","Non-City Tumbler","Korea","South Korea",6,4,3
"2858","[Mug Shot — «Korea Cherry Blossom Mug 12 Oz. - 2013»]","Asian Artsy Design Mugs","Seoul","South Korea",18,4,3
"2859","[Mug Shot — «White on Black Logo 2012 Espresso Cup»]","Mini Mugs","New York","USA",19,7,2
"2860","[Mug Shot — «2011 US Reserve Demi»]","Mini Mugs","New York","USA",22,7,1
"2861","[Mug Shot — «Hawaii Tribal Sea Turtle Tumbler»]","Non-City Tumbler",NA,"USA",16,3,0
"2862","[Mug Shot — «Taiwan 15th Anniversary Zhubei mug»]","Starbucks Anniversary Mugs",NA,"Taiwan",9,4,0
"2863","[Mug Shot — «Taiwan 15th Anniversary Story mug»]","Starbucks Anniversary Mugs",NA,"Taiwan",14,2,2
"2864","[Mug Shot — «Taiwan 15th Anniversary Earth mug»]","Starbucks Anniversary Mugs",NA,"Taiwan",10,3,1
"2865","[Mug Shot — «Taiwan 15th Anniversary Wish mug»]","Starbucks Anniversary Mugs",NA,"Taiwan",11,1,1
"2866","[Mug Shot — «Taiwan 15th Anniversary Abbey mug»]","Starbucks Anniversary Mugs",NA,"Taiwan",15,0,0
"2867","[Mug Shot — «Taiwan 15th Anniversary Party mug - red»]","Starbucks Anniversary Mugs",NA,"Taiwan",15,0,3
"2868","[Mug Shot — «Taiwan 15th Anniversary Party mug - blue»]","Starbucks Anniversary Mugs",NA,"Taiwan",13,0,3
"2869","[Mug Shot — «Taiwan 15th Anniversary - blue»]","Starbucks Anniversary Mugs",NA,"Taiwan",14,1,2
"2870","[Mug Shot — «Taiwan 15th Anniversary - white»]","Starbucks Anniversary Mugs",NA,"Taiwan",11,1,1
"2871","[Mug Shot — «2005 Jacquard Demi Mug (Red)»]","Mini Mugs",NA,"Japan",3,2,0
"2872","[Mug Shot — «2002 Dog Days Mug»]","Limited Edition",NA,"Japan",6,4,0
"2873","[Mug Shot — «You Are Here In Calgary»]","13 You Are Here Series","Calgary","Canada",288,161,28
"2874","[Mug Shot — «Blonde Roast tumbler»]","Non-City Tumbler",NA,"Canada",3,0,1
"2875","[Mug Shot — «Hangzhou»]","Icon Tumbler","Hangzhou","China",12,8,4
"2876","[Mug Shot — «Foshan Icon Tumbler»]","Icon Tumbler","Foshan","China",8,8,3
"2877","[Mug Shot — «Tazo tea cup and pot stackable set»]","Other...","Various","USA",3,2,0
"2878","[Mug Shot — «2013 Tazo Orange»]","Other...","Various","USA",8,1,1
"2879","[Mug Shot — «2013 Tazo Brown»]","Other...","Various","USA",5,1,1
"2880","[Mug Shot — «2013 Tazo Green»]","Other...","Various","USA",4,1,0
"2881","[Mug Shot — «Dark spring green stackable»]","Limited Edition","Various","USA",17,2,1
"2882","[Mug Shot — «Light spring green stackable»]","Limited Edition","Various","USA",16,4,0
"2883","[Mug Shot — «2006 Brew»]","Coffee Origin Series","Various","USA",4,0,1
"2884","[Mug Shot — «2006 Bean»]","Coffee Origin Series","Various","USA",3,0,1
"2885","[Mug Shot — «2006 Steep»]","Coffee Origin Series","Various","USA",2,0,0
"2886","[Mug Shot — «Arabian Mocha Demi»]","Mini Mugs","Various","USA",7,2,0
"2887","[Mug Shot — «House Blend Demi»]","Mini Mugs","Various","USA",7,2,0
"2888","[Mug Shot — «2006 Serena Organic Blend Demi»]","Mini Mugs","Various","USA",8,2,0
"2889","[Mug Shot — «2006 Sumatra Blend Demi»]","Mini Mugs","Various","USA",8,2,0
"2890","[Mug Shot — «2006 Serena Organic Blend»]","Coffee Blend Series","Various","USA",7,0,0
"2891","[Mug Shot — «2006 House Blend»]","Coffee Blend Series","Various","USA",6,0,0
"2892","[Mug Shot — «2009 Reincarnate by Toki»]","Limited Edition","Various","Japan",8,1,2
"2893","[Mug Shot — «2009 Reinvent by Toki»]","Limited Edition","Various","Japan",7,2,3
"2894","[Mug Shot — «2009 Renew By Toki»]","Limited Edition","Various","Japan",9,1,2
"2895","[Mug Shot — «Taiwan Characteristic Shop Demi Set - Neihu Chengkung Shop»]","Mini Mugs","Taipei","Taiwan",32,5,4
"2896","[Mug Shot — «Taiwan Characteristic Shop Demi Set - Banqiao Sinpu Shop»]","Mini Mugs","Taipei","Taiwan",28,5,3
"2897","[Mug Shot — «Taiwan Characteristic Shop Demi Set - Neihu Minquan Shop»]","Mini Mugs","Taipei","Taiwan",29,5,3
"2898","[Mug Shot — «Taiwan Characteristic Shop Demi Set - Keelung Yi14 Shop»]","Mini Mugs","Keelung","Taiwan",28,4,3
"2899","[Mug Shot — «Taiwan Characteristic Shop Demi Set - NTNU YuanHo Shop»]","Mini Mugs","Taipei","Taiwan",28,5,3
"2900","[Mug Shot — «Florida Icon Tumbler»]","Icon Tumbler","Florida","USA",8,20,0
"2901","[Mug Shot — «California Icon Tumbler»]","Icon Tumbler",NA,"USA",55,16,15
"2902","[Mug Shot — «Cherry Blossom Madison Cutting Tumbler»]","Non-City Tumbler",NA,"South Korea",4,2,1
"2903","[Mug Shot — «Cherry Blossom Falling Origami Tumbler»]","Non-City Tumbler",NA,"South Korea",2,3,1
"2904","[Mug Shot — «Starbucks Siren Stackable Mug»]","Limited Edition",NA,"Taiwan",22,5,5
"2905","[Mug Shot — «2006 Sumatra Blend»]","Coffee Blend Series","Various","USA",8,0,1
"2906","[Mug Shot — «Romeo & Juliet - Key To My Heart»]","Holiday Mugs",NA,"USA",5,1,1
"2907","[Mug Shot — «A friendly call- William Merritt Chace»]","Limited Edition",NA,"USA",3,1,0
"2908","[Mug Shot — «Korea National Flower - Mugunghwa (Rose of Sharon) Tumbler»]","Non-City Tumbler","Various","South Korea",6,3,0
"2909","[Mug Shot — «Korea Limit - Pink Virtical Tumbler (12oz)»]","Non-City Tumbler","Various","South Korea",2,3,1
"2910","[Mug Shot — «Korea Limit - Butterfly Tumbler (12oz)»]","Non-City Tumbler","Various","South Korea",2,3,1
"2911","[Mug Shot — «Korea Limit - Butterfly Mug»]","Asian Artsy Design Mugs","Korea","South Korea",7,2,1
"2912","[Mug Shot — «New Cherry Blossom Mug 16oz»]","Asian Artsy Design Mugs","Korea","South Korea",8,4,1
"2913","[Mug Shot — «Cherry Blossom Dazing Blossom»]","Non-City Tumbler","Various","South Korea",19,12,1
"2914","[Mug Shot — «Cherry Blossom Mug»]","Asian Artsy Design Mugs","Korea","South Korea",12,4,2
"2915","[Mug Shot — «Hunminjeongeum  - Ancient Korean Script Mug White»]","Asian Artsy Design Mugs","Korea","South Korea",52,7,10
"2916","[Mug Shot — «2012 Purple Mug with Floral motives 14oz»]","Asian Artsy Design Mugs","Various","Taiwan",9,2,0
"2917","[Mug Shot — «2013 Valentines Day Pink with white hearts mug 14oz»]","Holiday Mugs","Various","Taiwan",9,2,1
"2918","[Mug Shot — «2013 Valentines Day White with red hearts mug 14oz»]","Holiday Mugs","Various","Taiwan",10,1,1
"2919","[Mug Shot — «2013 Pink Relief Valentines mug 12oz»]","Holiday Mugs","Various","Japan",8,0,1
"2920","[Mug Shot — «2013 White Relief Valentines Mug 12oz»]","Holiday Mugs","Various","Japan",8,0,1
"2921","[Mug Shot — «2010»]","Holiday Mugs","Various","China",3,0,0
"2922","[Mug Shot — «Chalk Tri-Color Mug 3»]","Limited Edition","Various","USA",5,2,1
"2923","[Mug Shot — «Chalk Tri-Color Mug 2»]","Limited Edition","Various","USA",4,3,1
"2924","[Mug Shot — «Chalk Tri-color mug 1»]","Limited Edition","Various","USA",5,2,1
"2925","[Mug Shot — «Blue Year of the Dragon Demitasse»]","Mini Mugs","Various","China",10,3,1
"2926","[Mug Shot — «Red Year of the Dragon Demitasse»]","Mini Mugs",NA,"China",11,2,1
"2927","[Mug Shot — «2009 Spring Blossoming tree Mug 12oz»]","Limited Edition","Various","Germany",11,1,0
"2928","[Mug Shot — «2007 Multicolor striped Mug 12oz»]","Limited Edition","Various","Germany",3,2,0
"2929","[Mug Shot — «2006 Brown Speckled 12oz mug»]","Limited Edition","Various","Germany",1,1,0
"2930","[Mug Shot — «2009 Embossed Hearts Valentines Mug 14 oz»]","Holiday Mugs","Various","Germany",4,3,0
"2931","[Mug Shot — «Daikanyama Tsutaya Book Store Tumbler»]","Non-City Tumbler","Tokyo","Japan",9,1,1
"2932","[Mug Shot — «You Are Here In Nashville»]","13 You Are Here Series","Nashville","USA",305,160,21
"2933","[Mug Shot — «Hunminjeongeum - Ancient Korean Script Mug Black»]","Asian Artsy Design Mugs","Korea","South Korea",56,7,12
"2934","[Mug Shot — «You Are here In Houston»]","13 You Are Here Series","Houston","USA",415,112,54
"2935","[Mug Shot — «Rotterdam - Erasmus Bridge»]","08 Icon Edition","Rotterdam","Netherlands",502,124,62
"2936","[Mug Shot — «2010-Year of the Tiger»]","Asian Artsy Design Mugs",NA,"China",30,34,0
"2937","[Mug Shot — «Taiyuan»]","Icon Tumbler","Taiyuan","China",7,11,3
"2938","[Mug Shot — «You Are Here In Portland»]","13 You Are Here Series","Portland","USA",386,131,53
"2939","[Mug Shot — «2012 Tokyo Sky Tree Tumbler 20oz (Blue)»]","City Tumbler","Asakusa, Tokyo","Japan",9,2,0
"2940","[Mug Shot — «Cupid Valentine Romeo and Juliet»]","Holiday Mugs","Various","USA",5,4,1
"2941","[Mug Shot — «Hawaii - The Art Of Hula»]","Non-City Tumbler","Hawaii","USA",4,2,1
"2942","[Mug Shot — «You Are Here in Cambridge»]","13 You Are Here Series","Cambridge","USA",308,158,25
"2943","[Mug Shot — «Harbin - Global Icon Demitasse»]","08 Icon Edition Mini","Harbin","China",22,27,3
"2944","[Mug Shot — «Green isothermal ceramic mug 2008»]","Other...","Various","USA",2,1,1
"2945","[Mug Shot — «Red isothermal ceramic mug 2008»]","Other...","Various","USA",3,1,1
"2946","[Mug Shot — «Chocolate brown isothermal ceramic mug 2008»]","Other...","Various","Germany",3,1,1
"2947","[Mug Shot — «2011 Starbucks For Here 16oz Mug»]","Limited Edition",NA,"South Korea",9,3,2
"2948","[Mug Shot — «2006 Banana Mug? Green»]","Limited Edition","Various","Japan",2,2,0
"2949","[Mug Shot — «Africa Mug»]","Limited Edition","Various","Taiwan",7,3,0
"2950","[Mug Shot — «2008 Japan Christmas»]","Christmas Mugs","Various","Japan",2,1,0
"2951","[Mug Shot — «You Are Here in San Francisco»]","13 You Are Here Series","San Francisco","USA",565,119,83
"2952","[Mug Shot — «You are Here in Las Vegas»]","13 You Are Here Series","Las Vegas","USA",562,117,71
"2953","[Mug Shot — «You are Here in Vail»]","13 You Are Here Series","Vail","USA",298,176,26
"2954","[Mug Shot — «You Are Here in Chicago»]","13 You Are Here Series","Chicago","USA",552,99,82
"2955","[Mug Shot — «Sweet»]","Holiday Mugs","Various","USA",4,2,1
"2956","[Mug Shot — «Passion, amor, devotion....»]","Holiday Mugs","Various","USA",4,1,1
"2957","[Mug Shot — «Flirt»]","Holiday Mugs","Various","USA",6,3,1
"2958","[Mug Shot — «1994 Rosanna cup and saucer»]","Other...","Various","USA",1,1,0
"2959","[Mug Shot — «Logo Mug»]","Limited Edition","Various","China",5,2,0
"2960","[Mug Shot — «Celebrate Your Anniversary with Great Coffee 2012»]","Non-City Tumbler","Various","Japan",2,1,0
"2961","[Mug Shot — «Starbucks Japan Logo Mug»]","Limited Edition","Various","Japan",11,2,0
"2962","[Mug Shot — «2013 Starbucks Harajuku»]","Limited Edition","Harajuku, Tokyo","Japan",14,4,1
"2963","[Mug Shot — «You Are Here in Los Angeles»]","13 You Are Here Series","Los Angeles","USA",525,115,70
"2964","[Mug Shot — «You are here in Miami»]","13 You Are Here Series","Miami","USA",377,166,26
"2965","[Mug Shot — «Red Mug»]","Limited Edition","Various","Thailand",2,1,0
"2966","[Mug Shot — «Orange Mug»]","Limited Edition","Various","Thailand",2,1,0
"2967","[Mug Shot — «White & Green Leaf Design»]","Asian Artsy Design Mugs","Various","Japan",4,0,0
"2968","[Mug Shot — «White & Blue Swirl Design»]","Asian Artsy Design Mugs","Various","Japan",3,0,1
"2969","[Mug Shot — «XI GUAN FOLKWAY»]","Asian Artsy Design Mugs","Beijing","China",6,9,0
"2970","[Mug Shot — «You Are Here in California»]","13 You Are Here Series",NA,"USA",632,79,138
"2971","[Mug Shot — «You Are Here in Boston»]","13 You Are Here Series","Boston","USA",462,122,47
"2972","[Mug Shot — «You Are Here in Hawaii»]","13 You Are Here Series","Hawaii","USA",421,130,25
"2973","[Mug Shot — «Blonde Roast Mug»]","Coffee Origin Series",NA,"USA",2,0,1
"2974","[Mug Shot — «Sakura 2013 Demi»]","Mini Mugs","Tokyo","Japan",19,3,1
"2975","[Mug Shot — «You Are Here in Orange County»]","13 You Are Here Series","Orange County","USA",409,125,61
"2976","[Mug Shot — «Sakura 2013 Mug»]","Asian Artsy Design Mugs",NA,"Japan",20,3,3
"2977","[Mug Shot — «You Are Here in Memphis»]","13 You Are Here Series","Memphis","USA",248,180,9
"2978","[Mug Shot — «You Are Here in Pittsburgh»]","13 You Are Here Series","Pittsburgh","USA",328,136,25
"2979","[Mug Shot — «You Are Here in San Diego»]","13 You Are Here Series","San Diego","USA",426,133,57
"2980","[Mug Shot — «You Are Here in Seattle»]","13 You Are Here Series","Seattle","USA",505,111,86
"2981","[Mug Shot — «You Are Here in Dallas»]","13 You Are Here Series","Dallas","USA",420,104,43
"2982","[Mug Shot — «You Are Here in New York»]","13 You Are Here Series","New York","USA",663,92,100
"2983","[Mug Shot — «1971logo mug»]","Limited Edition","tokyo","Japan",12,5,1
"2984","[Mug Shot — «Jonathan Adler Tumbler»]","Non-City Tumbler","Various","USA",22,11,1
"2985","[Mug Shot — «Red mug with Lid»]","Other...",NA,"China",4,0,0
"2986","[Mug Shot — «Yellow Mug with Lid»]","Other...",NA,"China",4,0,0
"2987","[Mug Shot — «Black Raised Letters»]","Limited Edition",NA,"China",2,3,0
"2988","[Mug Shot — «Thailand 100th Store»]","Non-City Tumbler",NA,"Thailand",8,4,2
"2989","[Mug Shot — «INDONESIA»]","Asian Artsy Design Mugs",NA,"Indonesia",11,4,0
"2990","[Mug Shot — «MEXICO»]","Limited Edition",NA,"Mexico",13,2,1
"2991","[Mug Shot — «Cupid Cherub Heart Angel- Julia La Pine»]","Holiday Mugs",NA,"USA",3,3,2
"2992","[Mug Shot — «You Are Here in Pike Place Market»]","13 You Are Here Series",NA,"USA",474,139,59
"2993","[Mug Shot — «Pink Spring Blossom»]","Asian Artsy Design Mugs","Various","China",2,0,0
"2994","[Mug Shot — «Psychedelic»]","Limited Edition","Various","USA",2,1,0
"2995","[Mug Shot — «2002 Barista Abbey Demi set»]","Mini Mugs","Various","USA",2,5,1
"2996","[Mug Shot — «Avenues Kuwait»]","Limited Edition","Kuwait","Kuwait",12,5,2
"2997","[Mug Shot — «Tall Brown Snake Tumbler»]","Non-City Tumbler","Various","Philippines",5,1,1
"2998","[Mug Shot — «Changchun Demi»]","08 Icon Edition Mini","Changchun","China",27,28,4
"2999","[Mug Shot — «Santa!»]","Christmas Mugs","Various","France",3,1,0
"3000","[Mug Shot — «VIA Brown Spoon Mug»]","Coffee Origin Series","Various","Japan",3,2,0
"3001","[Mug Shot — «Melbourne Tumbler»]","Icon Tumbler","Melbourne","Australia",25,11,5
"3002","[Mug Shot — «Bandung Tumbler»]","City Tumbler","Bandung","Indonesia",5,1,0
"3003","[Mug Shot — «Taipei Tumbler»]","Icon Tumbler","Taipei","Taiwan",25,7,4
"3004","[Mug Shot — «Solo Tumbler»]","City Tumbler","Solo","Indonesia",2,1,0
"3005","[Mug Shot — «Frankfurt - Made in England, 2002»]","94 CITY MUG Collector Seris","Frankfurt","Germany",27,3,2
"3006","[Mug Shot — «Indianapolis Tumbler»]","Icon Tumbler","Indianapolis","USA",6,17,0
"3007","[Mug Shot — «Houston Icon Tumbler»]","Icon Tumbler","Houston","USA",9,15,0
"3008","[Mug Shot — «Santa playing piano»]","Christmas Mugs",NA,"USA",3,1,0
"3009","[Mug Shot — «2013 You & Me Valentine Red Thumbler»]","Non-City Tumbler","Various","Singapore",1,0,0
"3010","[Mug Shot — «Brown Raised Letters»]","Limited Edition","Various","USA",3,2,0
"3011","[Mug Shot — «Dark Green Raised Letters»]","Limited Edition","Various","USA",3,2,0
"3012","[Mug Shot — «Light Blue Raised Letters»]","Limited Edition","Various","USA",6,0,0
"3013","[Mug Shot — «Red Raised Letters»]","Limited Edition","Various","USA",6,2,0
"3014","[Mug Shot — «Yellow Raised Letters»]","Limited Edition","Various","USA",4,2,0
"3015","[Mug Shot — «You Are Here in Charlotte»]","13 You Are Here Series","Charlotte","USA",321,139,23
"3016","[Mug Shot — «You Are Here in The Hamptons»]","13 You Are Here Series","Hamptons","USA",316,171,30
"3017","[Mug Shot — «You Are Here in Austin»]","13 You Are Here Series","Austin","USA",338,124,30
"3018","[Mug Shot — «You Are Here in Detroit»]","13 You Are Here Series","Detroit","USA",330,153,27
"3019","[Mug Shot — «You Are Here in Colorado»]","13 You Are Here Series",NA,"USA",450,188,43
"3020","[Mug Shot — «Gold Mid Autumn Moon»]","Holiday Mugs","Various","China",2,3,0
"3021","[Mug Shot — «2008 Golden Abbey Award Mug»]","Limited Edition",NA,"USA",1,5,0
"3022","[Mug Shot — «Interior Logo»]","Limited Edition","Various","USA",1,1,0
"3023","[Mug Shot — «Steamy Cup of Coffee»]","Limited Edition","Various","USA",2,1,0
"3024","[Mug Shot — «Etched Red Mermaid»]","Limited Edition","Various","China",7,8,0
"3025","[Mug Shot — «Butterflies and Hearts»]","Holiday Mugs","Various","China",1,1,0
"3026","[Mug Shot — «Green Raised Letters»]","Limited Edition","Various","USA",7,0,0
"3027","[Mug Shot — «Orange Raised Letters»]","Limited Edition","Various","USA",5,0,0
"3028","[Mug Shot — «2000 Barista Moon»]","Limited Edition","Various","USA",1,0,0
"3029","[Mug Shot — «2000 Barista Stars»]","Limited Edition","Various","USA",2,0,1
"3030","[Mug Shot — «Blue Band with White»]","Limited Edition","Various","China",3,1,0
"3031","[Mug Shot — «Flirt»]","Holiday Mugs","Various","USA",3,2,1
"3032","[Mug Shot — «China Beauty»]","Asian Artsy Design Mugs","Various","China",2,1,0
"3033","[Mug Shot — «Colorful Costa Rica Mug»]","Coffee Origin Series","Various","USA",1,0,0
"3034","[Mug Shot — «Rose gold/green mug»]","Asian Artsy Design Mugs","Various","China",2,1,0
"3035","[Mug Shot — «One Partner....»]","Limited Edition","Various","USA",1,2,0
"3036","[Mug Shot — «Romance»]","Holiday Mugs","Various","USA",3,1,0
"3037","[Mug Shot — «Cigar Band Mermaid»]","Limited Edition","Various","USA",4,7,0
"3038","[Mug Shot — «Black/red floral mug with lid»]","Asian Artsy Design Mugs","Various","Taiwan",2,1,0
"3039","[Mug Shot — «Floral mug with lid»]","Asian Artsy Design Mugs","Various","China",2,1,0
"3040","[Mug Shot — «Fruit mug with lid»]","Limited Edition","Various","China",2,1,0
"3041","[Mug Shot — «Mi Amor Mi Espresso»]","Limited Edition",NA,"USA",3,1,0
"3042","[Mug Shot — «My Starbucks Idea.Com»]","Limited Edition","Various","USA",1,0,0
"3043","[Mug Shot — «Puzzle Pieces»]","Asian Artsy Design Mugs","Various","Japan",4,0,0
"3044","[Mug Shot — «Holiday Demi»]","Holiday Mugs Mini","Various","China",4,3,0
"3045","[Mug Shot — «Turkey Demi Set 2»]","Mini Mugs","Various","Turkey",3,4,0
"3046","[Mug Shot — «Turkey Demi Set 1»]","Mini Mugs","Various","Turkey",1,5,0
"3047","[Mug Shot — «Madison Square Garden»]","Limited Edition","New York","USA",1,9,0
"3048","[Mug Shot — «2013 - Year of the Snake #2»]","Asian Artsy Design Mugs",NA,"China",34,13,5
"3049","[Mug Shot — «Denmark - Cycling»]","08 Icon Edition",NA,"Denmark",419,182,17
"3050","[Mug Shot — «Changchun Icon Tumbler»]","Icon Tumbler","Changchun","China",6,12,3
"3051","[Mug Shot — «Denmark Icon Tumbler»]","Icon Tumbler",NA,"Denmark",6,19,1
"3052","[Mug Shot — «Italian Roast Tumbler»]","Non-City Tumbler",NA,"South Korea",1,1,1
"3053","[Mug Shot — «You Are Here in Florida»]","13 You Are Here Series",NA,"USA",541,96,65
"3054","[Mug Shot — «SS Lucy Valentine Day Tumbler»]","Non-City Tumbler",NA,"South Korea",1,1,1
"3055","[Mug Shot — «Every Love Valentine Day Mug»]","Holiday Mugs",NA,"South Korea",7,2,1
"3056","[Mug Shot — «You&Me Valentine Day Mug»]","Holiday Mugs",NA,"South Korea",10,5,1
"3057","[Mug Shot — «SS Networker Valentine Day steel mug»]","Holiday Mugs",NA,"South Korea",4,1,1
"3058","[Mug Shot — «2013 Valentine's Day Red Mug»]","Holiday Mugs","various","South Korea",4,1,1
"3059","[Mug Shot — «2013 Valentine's Day Pink Mug»]","Holiday Mugs","Various","South Korea",6,1,1
"3060","[Mug Shot — «You Are Here in Philadelphia»]","13 You Are Here Series","Philadelphia","USA",403,120,41
"3061","[Mug Shot — «You Are Here in Waikiki»]","13 You Are Here Series","Waikiki","USA",378,145,21
"3062","[Mug Shot — «Vietnam Icon Tumbler»]","Icon Tumbler",NA,"Vietnam",24,11,4
"3063","[Mug Shot — «2013 Taiwan Attractions Demi Set - Kenting National Park»]","Mini Mugs","Pingtung","Taiwan",37,5,6
"3064","[Mug Shot — «2013 Taiwan Attractions Demi Set - Chin Jing Farm»]","Mini Mugs","Nantou","Taiwan",35,5,4
"3065","[Mug Shot — «2013 Taiwan Attractions Demi Set - Sun Moon Lake»]","Mini Mugs","Nantou","Taiwan",34,5,4
"3066","[Mug Shot — «2013 Taiwan Attractions Demi Set - Tamsui»]","Mini Mugs","Taipei","Taiwan",34,5,4
"3067","[Mug Shot — «2013 Taiwan Attractions Demi Set - National Center for Traditional Arts»]","Mini Mugs","Yilan","Taiwan",33,6,3
"3068","[Mug Shot — «Kaohsiung Demitasse»]","Mini Mugs","Kaohsiung","Taiwan",40,5,3
"3069","[Mug Shot — «Tainan Demitasse»]","Mini Mugs","Tainan","Taiwan",41,4,4
"3070","[Mug Shot — «Taichung Demitasse»]","Mini Mugs","Taichung","Taiwan",41,7,3
"3071","[Mug Shot — «Hsinchu Demitasse»]","Mini Mugs","Hsinchu","Taiwan",40,4,3
"3072","[Mug Shot — «Taipei Demitasse»]","Mini Mugs","Taipei","Taiwan",41,6,3
"3073","[Mug Shot — «Vietnam I - Ao Dai»]","08 Icon Edition",NA,"Vietnam",381,146,21
"3074","[Mug Shot — «Washington D.C. Icon Tumbler»]","Icon Tumbler","Washington D.C.","USA",19,14,2
"3075","[Mug Shot — «Heidelberg Icon Tumbler»]","Icon Tumbler","Heidelberg","Germany",11,12,1
"3076","[Mug Shot — «2004 Barista mosaic 2»]","04 Barista series",NA,"USA",2,1,1
"3077","[Mug Shot — «2007 Starbucks Baseball balls»]","Limited Edition",NA,"USA",5,1,1
"3078","[Mug Shot — «Celebrate EveryLove»]","Holiday Mugs","Al-Khobar","Saudi Arabia",2,2,0
"3079","[Mug Shot — «Orlando Icon Tumbler»]","Icon Tumbler","Orlando","USA",8,19,0
"3080","[Mug Shot — «Orlando Architecture Tumbler»]","City Tumbler","Orlando","USA",2,1,1
"3081","[Mug Shot — «Los Angeles Icon Tumbler»]","Icon Tumbler","Los Angeles","USA",13,18,0
"3082","[Mug Shot — «World Globe  version 1 Made in USA 1994»]","Limited Edition",NA,"USA",8,3,1
"3083","[Mug Shot — «Home for the Holidays-For Santa»]","Christmas Mugs",NA,"USA",6,1,2
"3084","[Mug Shot — «Home for the Holidays-Fireplace»]","Christmas Mugs",NA,"USA",6,1,2
"3085","[Mug Shot — «Home for the Holidays-Nutcracker»]","Christmas Mugs",NA,"USA",6,1,2
"3086","[Mug Shot — «Home for the Holidays-Angel, Peace, Joy»]","Christmas Mugs",NA,"USA",5,2,2
"3087","[Mug Shot — «Cutting Christmas Tree»]","Christmas Mugs",NA,"USA",2,1,0
"3088","[Mug Shot — «Valentine»]","Limited Edition",NA,"USA",6,3,1
"3089","[Mug Shot — «Saudi Arabia 2000»]","Limited Edition","Al-Khobar","Saudi Arabia",4,7,0
"3090","[Mug Shot — «Diwali 2012»]","Holiday Mugs",NA,"India",3,13,0
"3091","[Mug Shot — «1998 Valentine»]","Limited Edition",NA,"USA",4,1,0
"3092","[Mug Shot — «Frappuccino»]","Limited Edition","Various","USA",1,2,0
"3093","[Mug Shot — «You Are Here in Niagara Falls»]","13 You Are Here Series","Niagara Falls","Canada",394,174,48
"3094","[Mug Shot — «2006 Starbucks Golf balls»]","Limited Edition",NA,"USA",5,1,1
"3095","[Mug Shot — «2007 Barista Mosaic»]","Limited Edition",NA,"USA",1,0,0
"3096","[Mug Shot — «2004 Barista mosaic»]","04 Barista series",NA,"USA",5,1,1
"3097","[Mug Shot — «2002 Barista Mosaic 2»]","02 Barista series",NA,"USA",7,3,1
"3098","[Mug Shot — «2002 Barista Mosaic»]","02 Barista series",NA,"USA",6,3,1
"3099","[Mug Shot — «2008 Starry Night Blue Lime Green & White Mosaic»]","Limited Edition",NA,"USA",6,4,1
"3100","[Mug Shot — «Indonesia Dancer»]","Indonesia Dancers",NA,"Indonesia",59,26,7
"3101","[Mug Shot — «Pike Place Spring Market espresso shot mug»]","Mini Mugs",NA,"USA",9,9,0
"3102","[Mug Shot — «Van Gogh's Cafe Terrace at Night espresso shot mug»]","Mini Mugs",NA,"USA",8,10,0
"3103","[Mug Shot — «Diamond Jubilee Coffee Mug»]","Limited Edition",NA,"United Kingdom",22,8,0
"3104","[Mug Shot — «Starbucks  Dinner Storefront Travel mug»]","Limited Edition",NA,"USA",3,3,0
"3105","[Mug Shot — «Starbucks Dinner Storefront espresso shot mug»]","Mini Mugs",NA,"USA",10,5,0
"3106","[Mug Shot — «Pike Place logo ceramic tumbler»]","Non-City Tumbler","Seattle","USA",28,3,1
"3107","[Mug Shot — «2012 Pike Place Stacking Mug»]","Limited Edition","Seattle","USA",45,5,6
"3108","[Mug Shot — «You Are Here in Canada (1st  Edition - green trees)»]","13 You Are Here Series",NA,"Canada",442,122,84
"3109","[Mug Shot — «Makati - Central Business District»]","08 Icon Edition","Makati","Philippines",435,113,56
"3110","[Mug Shot — «You Are Here in Orlando»]","13 You Are Here Series","Orlando","USA",427,131,39
"3111","[Mug Shot — «Stockholm Demitasse»]","08 Icon Edition Mini","Stockholm","Sweden",81,24,6
"3112","[Mug Shot — «Sweden Demitasse»]","08 Icon Edition Mini","Stockholm","Sweden",84,22,5
"3113","[Mug Shot — «Gothenburg Tumbler»]","Icon Tumbler","Gothenburg","Sweden",6,13,1
"3114","[Mug Shot — «White Siren»]","Limited Edition","Various","China",3,12,0
"3115","[Mug Shot — «Kupu-kupu Tarum Dance, Kuta - Bali»]","Indonesia Dancers","Kuta, Bali","Indonesia",56,21,3
"3116","[Mug Shot — «Legong Dance, Ubud - Bali»]","Indonesia Dancers","Ubud","Indonesia",55,21,4
