"","Name","Edition","City","Country","Owner","Seeker","Trader"
"1415","[Mug Shot — «Izumo mug (Red)»]","Limited Edition","Shimane","Japan",5,0,0
"1416","[Mug Shot — «2014 Halloween Owl Tumbler»]","Non-City Tumbler","Various","Japan",7,0,2
"1417","[Mug Shot — «Quanzhou - Erythrina»]","08 Icon Edition","Quanzhou","China",174,88,22
"1418","[Mug Shot — «2014 Silver Stacking Glitter Mug 10 oz»]","Holiday Mugs","Various","Taiwan",6,1,2
"1419","[Mug Shot — «2014 Double Wall Holiday Impressions Mug Green»]","Holiday Mugs","Various","Taiwan",6,1,1
"1420","[Mug Shot — «2014 Doubel Wall Holiday Impressions Mug Red»]","Holiday Mugs","Various","Taiwan",6,0,1
"1421","[Mug Shot — «2014 Double Wall Red Cup»]","Non-City Tumbler","Various","Taiwan",15,4,2
"1422","[Mug Shot — «2014 Red Glass Cup»]","Holiday Mugs","Various","Taiwan",5,0,0
"1423","[Mug Shot — «2014 Holiday Sleeve Mug»]","Holiday Mugs","Various","Taiwan",5,1,1
"1424","[Mug Shot — «2014 Snowing Mug Set A»]","Holiday Mugs","Various","Taiwan",6,0,1
"1425","[Mug Shot — «2014 Sparkling Christmas Tree Mug»]","Holiday Mugs","Various","Taiwan",7,1,1
"1426","[Mug Shot — «2014 Tea Time Set»]","Other...","Various","Taiwan",1,1,0
"1427","[Mug Shot — «2014 Peaceful Holiday Canister»]","Holiday Mugs","Various","Taiwan",9,1,2
"1428","[Mug Shot — «2014 Red Cup Whipped Cream Mug 8oz»]","Christmas Mugs","Various","Taiwan",18,2,3
"1429","[Mug Shot — «2014 Red Squarish Mug 8oz»]","Holiday Mugs","Various","Taiwan",9,0,3
"1430","[Mug Shot — «2014 Golden Tea Time Mug»]","Holiday Mugs","Various","Taiwan",4,0,3
"1431","[Mug Shot — «2014 Jingle Bear Mug 14oz»]","Christmas Mugs","Various","Taiwan",7,1,2
"1432","[Mug Shot — «2014 Pine Tree Mug Set 8oz»]","Holiday Mugs","Various","Taiwan",8,0,3
"1433","[Mug Shot — «2014 Candy Cane Mug 16oz»]","Holiday Mugs","Various","Taiwan",8,1,3
"1434","[Mug Shot — «2014 Candy Cane Swirl Mug»]","Holiday Mugs","various","Taiwan",10,2,5
"1435","[Mug Shot — «2014 Red Rudolph Mug»]","Christmas Mugs","Various","Taiwan",9,0,3
"1436","[Mug Shot — «2014 White Rudolph Mug»]","Christmas Mugs","Various","Taiwan",9,0,3
"1437","[Mug Shot — «2014 Boxed Spoon Mug»]","Holiday Mugs","Various","Taiwan",11,1,4
"1438","[Mug Shot — «2014 Boxed Gold Ribbon Mug 8oz»]","Holiday Mugs","Various","Taiwan",7,4,1
"1439","[Mug Shot — «2014 Magic Candy Cane Mug 12oz»]","Holiday Mugs","Various","Taiwan",16,3,5
"1440","[Mug Shot — «2014 Candy Swirl Stacking Mug»]","Holiday Mugs","Various","Taiwan",4,0,1
"1441","[Mug Shot — «2014 Stacking Snowflake Mug»]","Christmas Mugs","Various","Taiwan",5,1,2
"1442","[Mug Shot — «2014 Magic Candy Cane Demi 3oz»]","Holiday Mugs","Various","Taiwan",22,1,6
"1443","[Mug Shot — «2014 Stars Party Mug 14oz»]","Christmas Mugs","Various","Taiwan",4,2,1
"1444","[Mug Shot — «2014 Halloween Owl Mug»]","Holiday Mugs","Various","Japan",14,1,5
"1445","[Mug Shot — «2014 Halloween Black Pumpkin Mug»]","Holiday Mugs","Various","Japan",15,2,2
"1446","[Mug Shot — «2014 Halloween Orange Pumpkin Mug»]","Holiday Mugs","Various","Japan",14,3,2
"1447","[Mug Shot — «2014 Taiwan Red Mini Relief»]","Relief Series",NA,"Taiwan",50,8,9
"1448","[Mug Shot — «2014 Taipei Gold Mini Relief»]","Relief Series","Taipei","Taiwan",53,8,9
"1449","[Mug Shot — «2014 Taichung Gold Mini Relief»]","Relief Series","Taichung","Taiwan",52,8,9
"1450","[Mug Shot — «2014 Hsinchu Gold Mini Relief»]","Relief Series","Hsinchu","Taiwan",53,9,9
"1451","[Mug Shot — «2014 Tainan Gold Mini Relief»]","Relief Series","Tainan","Taiwan",53,8,9
"1452","[Mug Shot — «2014 Kaohsiung Gold Mini Relief»]","Relief Series","Kaohsiung","Taiwan",52,8,9
"1453","[Mug Shot — «2014 Kaohsiung Gold Relief»]","Relief Series","Kaohsiung","Taiwan",89,19,12
"1454","[Mug Shot — «2014 Tainan Gold Relief»]","Relief Series","Tainan","Taiwan",85,22,11
"1455","[Mug Shot — «2014 Hsinchu Gold Relief»]","Relief Series","Hsinchu","Taiwan",85,21,12
"1456","[Mug Shot — «2014 Taichung Gold Relief»]","Relief Series","Taichung","Taiwan",89,21,11
"1457","[Mug Shot — «2014 Taipei Gold Relief»]","Relief Series","Taipei","Taiwan",97,22,12
"1458","[Mug Shot — «2014 Korea Art mug»]","Other...",NA,"South Korea",12,4,1
"1459","[Mug Shot — «2014 Taiwan Red Relief»]","Relief Series",NA,"Taiwan",100,23,10
"1460","[Mug Shot — «Huizhou - Bougainvillea»]","08 Icon Edition","Huizhou","China",170,87,20
"1461","[Mug Shot — «2014 Autumn mug»]","Other...",NA,"South Korea",23,3,2
"1462","[Mug Shot — «2014 Mid Autumn Festival Purple Stackable Mug»]","Holiday Mugs","Various","China",3,1,0
"1463","[Mug Shot — «Sochi - Sea Port v.2»]","08 Icon Edition","Sochi","Russia",203,98,14
"1464","[Mug Shot — «Bahrain - Made in Thailand»]","94 CITY MUG Collector Seris",NA,"Bahrain",7,6,0
"1465","[Mug Shot — «2014 Anniversary Tasting Cup»]","Mini Mugs","Various","USA",28,6,1
"1466","[Mug Shot — «2014 Light Green Mug with Brown Lid 8oz»]","Limited Edition",NA,"China",15,2,4
"1467","[Mug Shot — «2014 China Anniversary brown mug»]","Starbucks Anniversary Mugs",NA,"China",13,6,4
"1468","[Mug Shot — «2014 China Anniversary demi»]","Mini Mugs","China","China",24,4,11
"1469","[Mug Shot — «2014 China Anniversary mug»]","Starbucks Anniversary Mugs","China","China",22,5,9
"1470","[Mug Shot — «Yichang - Three Gorges Dam»]","08 Icon Edition","Yichang","China",166,89,15
"1471","[Mug Shot — «2014 Artifact Mug 12oz»]","Limited Edition","Various","Germany",6,0,0
"1472","[Mug Shot — «2014 Artifact Mug 10 oz»]","Limited Edition","Various","Germany",4,0,0
"1473","[Mug Shot — «2014 Artifact Demimug 3oz»]","Mini Mugs","Various","Germany",11,2,0
"1474","[Mug Shot — «2014 Heirloom Mug Burgundy 12oz»]","Limited Edition","Various","Germany",15,1,0
"1475","[Mug Shot — «2014 Heirloom Mug Green 12oz»]","Limited Edition","Various","Germany",7,3,1
"1476","[Mug Shot — «2014 Heirloom Mug Amber 12oz»]","Limited Edition","Various","Germany",7,2,1
"1477","[Mug Shot — «2014 Mid Autumn Festival Bunny Snowglobe Tumbler»]","Non-City Tumbler","Various","Taiwan",8,0,3
"1478","[Mug Shot — «2014 800th Store Glass»]","Limited Edition","Various","South Korea",10,2,2
"1479","[Mug Shot — «2014 Stainless Steel Anniversary Troy Tumbler»]","Non-City Tumbler","Various","South Korea",5,1,2
"1480","[Mug Shot — «2014 Anniversary Charm Tumbler»]","Non-City Tumbler","Various","South Korea",3,0,1
"1481","[Mug Shot — «Hail to King Howard»]","Limited Edition","Various","China",5,3,1
"1482","[Mug Shot — «Sir Starbucks Tankard»]","Limited Edition","Various","China",5,3,1
"1483","[Mug Shot — «2013 Valentines Day Heart Tumbler»]","Non-City Tumbler","Various","USA",1,1,0
"1484","[Mug Shot — «2014 Gold Copper Lines Tumbler»]","Non-City Tumbler","Various","USA",4,0,0
"1485","[Mug Shot — «Japan 2014 Anniversary Mermaid Stainless Tumbler»]","Non-City Tumbler",NA,"Japan",5,2,0
"1486","[Mug Shot — «Japan 2014 Anniversary Stainless Bottle»]","Non-City Tumbler",NA,"Japan",1,1,0
"1487","[Mug Shot — «2014 Japan Anniversary Tumbler»]","Non-City Tumbler",NA,"Japan",7,1,0
"1488","[Mug Shot — «Anniversary Mold mug»]","Limited Edition",NA,"Japan",13,2,3
"1489","[Mug Shot — «Logo mug black»]","Coffee Origin Series",NA,"Japan",5,3,1
"1490","[Mug Shot — «Japan 2014 Reserve Mug 430ml»]","Coffee Origin Series",NA,"Japan",9,2,2
"1491","[Mug Shot — «Japan 2014 Reserve Mug 310ml»]","Coffee Origin Series",NA,"Japan",8,1,2
"1492","[Mug Shot — «Japan 2014 Reserve Mug Demi»]","Coffee Origin Series",NA,"Japan",12,5,2
"1493","[Mug Shot — «2014 Matte Silver Stacking Mug 14oz»]","Limited Edition","Various","USA",11,0,1
"1494","[Mug Shot — «2014 Navy Blue Stacking Mug 14oz»]","Limited Edition","Various","USA",10,1,1
"1495","[Mug Shot — «2014 Busan Fireworks demi»]","Mini Mugs",NA,"South Korea",20,4,3
"1496","[Mug Shot — «2014 Busan Fireworks mug»]","Asian Artsy Design Mugs",NA,"South Korea",21,8,5
"1497","[Mug Shot — «2014 In-cheon Airport demi»]","Mini Mugs",NA,"South Korea",23,4,4
"1498","[Mug Shot — «2014 In-cheon Airport mug»]","Asian Artsy Design Mugs",NA,"South Korea",20,6,4
"1499","[Mug Shot — «2014 Je-ju sun rising demi»]","Mini Mugs",NA,"South Korea",21,4,5
"1500","[Mug Shot — «2014 Je-ju sun rising mug»]","Asian Artsy Design Mugs",NA,"South Korea",17,6,4
"1501","[Mug Shot — «2014 Jeju Jungmun demi»]","Mini Mugs",NA,"South Korea",22,5,5
"1502","[Mug Shot — «2014 Jeju Jungmun Mug»]","Limited Edition",NA,"South Korea",17,4,2
"1503","[Mug Shot — «2014 Je-ju flower demi»]","Mini Mugs",NA,"South Korea",20,4,4
"1504","[Mug Shot — «2014 Je-ju flower mug»]","Asian Artsy Design Mugs",NA,"South Korea",18,7,5
"1505","[Mug Shot — «2014 Busan marine demi»]","Mini Mugs",NA,"South Korea",23,2,4
"1506","[Mug Shot — «2014 Busan marine mug»]","Asian Artsy Design Mugs",NA,"South Korea",16,6,3
"1507","[Mug Shot — «2014 Busan Galmetgil demi»]","Mini Mugs",NA,"South Korea",24,2,4
"1508","[Mug Shot — «2014 Busan Galmetgil mug»]","Asian Artsy Design Mugs",NA,"South Korea",16,5,5
"1509","[Mug Shot — «Autumn word logo mug»]","Limited Edition",NA,"South Korea",5,2,2
"1510","[Mug Shot — «Summer star glass»]","Other...",NA,"South Korea",7,2,3
"1511","[Mug Shot — «2014 Anniversary double wall glass»]","Other...",NA,"South Korea",8,3,2
"1512","[Mug Shot — «2014 Taiwan Anniversary mug (green)»]","Starbucks Anniversary Mugs","Taipei","Taiwan",19,5,4
"1513","[Mug Shot — «2014 Taiwan Anniversary series (white)»]","Starbucks Anniversary Mugs","Taipei","Taiwan",22,4,4
"1514","[Mug Shot — «Japan Anniversary Series»]","Starbucks Anniversary Mugs","tokyo","Japan",25,7,4
"1515","[Mug Shot — «Japan Anniversary Series»]","Starbucks Anniversary Mugs","Tokyo","Japan",28,6,4
"1516","[Mug Shot — «2014 Seoul demi»]","Asian Artsy Design Mugs",NA,"South Korea",25,4,4
"1517","[Mug Shot — «2014 Seoul mug»]","Asian Artsy Design Mugs",NA,"South Korea",31,6,8
"1518","[Mug Shot — «2011 Logo Mug 16oz»]","Other...",NA,"China",7,0,2
"1519","[Mug Shot — «2011 Logo Mug 12oz»]","Other...",NA,"China",5,0,2
"1520","[Mug Shot — «2011 Logo Mug 8oz»]","Other...",NA,"China",4,0,1
"1521","[Mug Shot — «2014 Mid Autumn Pink Tumbler»]","Non-City Tumbler",NA,"China",2,0,0
"1522","[Mug Shot — «2014 Mid Autumn Purple Tumbler»]","Non-City Tumbler",NA,"China",1,0,0
"1523","[Mug Shot — «Guilin - Elephant Trunk Hill»]","08 Icon Edition","Guilin","China",175,97,17
"1524","[Mug Shot — «STARBUCKS CERAMIC SUN MOSAIC ESPRESSO SHOT GLASS version 2»]","2 users",NA,"USA",2,4,0
"1525","[Mug Shot — «STARBUCKS CERAMIC SUN MOSAIC ESPRESSO SHOT GLASS version 1»]","3 users",NA,"USA",3,4,0
"1526","[Mug Shot — «A Story of Growth, From Seed to Cherry»]","Limited Edition","Various","USA",37,8,4
"1527","[Mug Shot — «A Story of Origin, Geography of Coffee»]","Limited Edition","Various","USA",39,3,7
"1528","[Mug Shot — «2014 Mid Autumn Festival Purple Mug with white Bunny»]","Holiday Mugs","Various","China",7,1,2
"1529","[Mug Shot — «2014 Mid Autumn Festival Purple Bunny Relief Mug»]","Holiday Mugs","Various","China",5,2,2
"1530","[Mug Shot — «2014 Mid Autumn Festival Purple Moon Mug»]","Holiday Mugs","Various","China",7,1,2
"1531","[Mug Shot — «2014 Mid Autumn Festival Silver Handle Relief Mug»]","Holiday Mugs","Various","China",6,0,2
"1532","[Mug Shot — «2014 Mid Autumn Festival Gold Handle Relief Mug»]","Holiday Mugs","Various","China",6,0,2
"1533","[Mug Shot — «2014 Mid Autumn Festival Stackable Blue Mug»]","Holiday Mugs","Various","China",3,2,1
"1534","[Mug Shot — «2014 Mid Autumn Festival Purple Bunny Mug»]","Holiday Mugs","Various","China",10,1,4
"1535","[Mug Shot — «2014 Siren Collection Mug 3: Heritage Mug»]","Limited Edition","Various","USA",39,6,5
"1536","[Mug Shot — «2014 Siren Collection Mug 2: Siren's Eye»]","Starbucks Anniversary Mugs","Various","USA",36,4,11
"1537","[Mug Shot — «2014 Siren Collection Mug 1:Siren's Tail»]","Starbucks Anniversary Mugs","Various","USA",50,16,5
"1538","[Mug Shot — «Gazebo Blend»]","Coffee Blend Series",NA,"USA",2,0,0
"1539","[Mug Shot — «Milder Dimensions Serenade Blend»]","Coffee Blend Series",NA,"USA",2,0,0
"1540","[Mug Shot — «Oktoberfest 2014 - Gingerbread Heart»]","08 Icon Edition","Oktoberfest","Germany",343,92,52
"1541","[Mug Shot — «2014 The Rose of Sharon Mug»]","Limited Edition",NA,"South Korea",19,6,4
"1542","[Mug Shot — «2014 The Rose of Sharon Demi Mug»]","Limited Edition",NA,"South Korea",27,6,4
"1543","[Mug Shot — «Jakarta Demitasse»]","Asian Artsy Design Mugs","Jakarta","Indonesia",18,1,5
"1544","[Mug Shot — «12oz Starbucks 2008 Green Rubber Sleeve Handle White Ceremic Mug»]","Limited Edition",NA,"Malaysia",1,0,0
"1545","[Mug Shot — «2014 6oz Abbey Mug Logo»]","Limited Edition","Various","Taiwan",19,0,7
"1546","[Mug Shot — «Claude Monet watercolor style Swans»]","Limited Edition",NA,"USA",3,1,0
"1547","[Mug Shot — «1999 CNY of the rabbit»]","Asian Artsy Design Mugs","various","Taiwan",1,3,0
"1548","[Mug Shot — «Shanghai Tumbler»]","City Tumbler","Shanghai","China",2,0,0
"1549","[Mug Shot — «Taiwan Tumbler»]","City Tumbler","various","Taiwan",2,0,0
"1550","[Mug Shot — «Tainan Tumbler»]","City Tumbler","Tainan","Taiwan",2,0,0
"1551","[Mug Shot — «Dalian Tumbler»]","City Tumbler","Dalian","China",3,0,0
"1552","[Mug Shot — «Qingdao Tumbler»]","City Tumbler","Qingdao","China",3,0,0
"1553","[Mug Shot — «Shanghai Yuyuan Garden Tumbler»]","City Tumbler","Shanghai","China",3,0,1
"1554","[Mug Shot — «Suzhou Tumbler»]","City Tumbler","Suzhou","China",5,0,1
"1555","[Mug Shot — «Beijing Tumbler»]","City Tumbler","Beijing","China",4,0,0
"1556","[Mug Shot — «Nanjing Tumbler»]","City Tumbler","Nanjing","China",4,0,0
"1557","[Mug Shot — «Hawaii Tumbler #3»]","City Tumbler","Hawaii","USA",2,0,0
"1558","[Mug Shot — «Hawaii Tumbler #2»]","City Tumbler","Hawaii","USA",2,0,0
"1559","[Mug Shot — «Hawaii Tumbler #1»]","City Tumbler","Hawaii","USA",3,0,0
"1560","[Mug Shot — «Hong Kong Tumbler»]","City Tumbler","Hong Kong","China",4,0,0
"1561","[Mug Shot — «Taipei Tumbler #1»]","City Tumbler","Taipei","Taiwan",2,1,0
"1562","[Mug Shot — «Taichung Tumbler #2»]","City Tumbler","taichung","Taiwan",2,0,0
"1563","[Mug Shot — «Taichung Tumbler #1»]","City Tumbler","taichung","Taiwan",2,0,0
"1564","[Mug Shot — «Turkey Tumbler»]","City Tumbler","various","Turkey",3,1,0
"1565","[Mug Shot — «Japan 2005 Tumbler»]","City Tumbler","various","Japan",5,1,0
"1566","[Mug Shot — «Japan 2009 Tumbler(Day)»]","City Tumbler","various","Japan",3,2,0
"1567","[Mug Shot — «Kobe»]","City Tumbler","Kobe","Japan",4,1,0
"1568","[Mug Shot — «Kyoto»]","City Tumbler","Kyoto","Japan",4,1,0
"1569","[Mug Shot — «Nagoya Tumblet»]","City Tumbler","Nagoya","Japan",4,1,0
"1570","[Mug Shot — «Bali 94 Collectors Series Tumbler»]","City Tumbler","Bali","Indonesia",4,0,0
"1571","[Mug Shot — «Indonesia Tumbler»]","City Tumbler","Indonesia","Indonesia",3,0,0
"1572","[Mug Shot — «Brazil Demitasse»]","08 Icon Edition Mini",NA,"Brazil",54,22,2
"1573","[Mug Shot — «2014 Mainstreet X-presso / God of Thunder and Wind»]","Limited Edition","Camp Zama","Japan",10,6,1
"1574","[Mug Shot — «Copper Plate Est ° 1971 Black»]","Limited Edition",NA,"China",6,3,3
"1575","[Mug Shot — «Pilipinas tumbler»]","Non-City Tumbler","Philippines","Philippines",19,4,2
"1576","[Mug Shot — «15th Anniversary Edition»]","Non-City Tumbler","Seoul","South Korea",11,2,3
"1577","[Mug Shot — «2014 Animal Tumbler»]","Non-City Tumbler","Seoul","South Korea",3,1,1
"1578","[Mug Shot — «Seoul Tower»]","City Tumbler","Seoul","South Korea",4,0,2
"1579","[Mug Shot — «2005 Japan Yellow/Green Mug»]","Limited Edition","Various","Japan",2,1,0
"1580","[Mug Shot — «2005 Japan Purple/Yellow Mug»]","Limited Edition","Various","Japan",2,1,0
"1581","[Mug Shot — «2005 Japan Green/Purple Mug»]","Limited Edition","Various","Japan",2,2,0
"1582","[Mug Shot — «2014 Summer double wall glass»]","Other...",NA,"South Korea",8,1,2
"1583","[Mug Shot — «2014 whale demi mug»]","Limited Edition",NA,"South Korea",18,7,1
"1584","[Mug Shot — «2014 whale mug»]","Limited Edition",NA,"South Korea",13,4,1
"1585","[Mug Shot — «2004 Brown on White Tea Leaf Logo Mug»]","Limited Edition","various","USA",1,0,0
"1586","[Mug Shot — «Adana green logo»]","Limited Edition","Adana","Turkey",33,4,4
"1587","[Mug Shot — «2014 Cherry Blossom White Stainless Steel Tumbler»]","Non-City Tumbler","Various","Vietnam",2,0,0
"1588","[Mug Shot — «2014 Tapered Brown White Mug 10oz»]","Limited Edition","Various","Vietnam",5,0,0
"1589","[Mug Shot — «Rhombus Yellow Ceramic Tumbler»]","Other...",NA,"Taiwan",8,0,3
"1590","[Mug Shot — «Rhombus Purple Ceramic Tumbler»]","Other...",NA,"Taiwan",10,1,3
"1591","[Mug Shot — «2014 Burgundy Interior Coffee Bean Mug 8oz»]","Other...",NA,"Taiwan",5,0,1
"1592","[Mug Shot — «2014 Brown Interior Coffee Bean Mug 8oz»]","Other...",NA,"Taiwan",5,0,1
"1593","[Mug Shot — «2014 Yellow Interior Coffee Bean Mug 8oz»]","Other...",NA,"Taiwan",5,1,1
"1594","[Mug Shot — «Hoops»]","Limited Edition",NA,"USA",3,1,0
"1595","[Mug Shot — «Tianjin Relief Mug»]","Relief Series","Tianjin","China",79,35,14
"1596","[Mug Shot — «Crystal diamond Pink Ceramic Tumbler»]","Non-City Tumbler","Various","Taiwan",9,1,2
"1597","[Mug Shot — «Rhombus Blue Ceramic Tumbler»]","Non-City Tumbler","Various","Taiwan",8,0,3
"1598","[Mug Shot — «2011 Logo Mini Mug»]","Mini Mugs",NA,"China",12,4,1
"1599","[Mug Shot — «2014 Logo Mug Green-White 16oz»]","Other...",NA,"China",2,1,0
"1600","[Mug Shot — «Chongqing Relief Mug»]","Relief Series","Chongqing","China",75,34,9
"1601","[Mug Shot — «Hanoi Demitasse»]","08 Icon Edition Mini","Hanoi","Vietnam",55,20,4
"1602","[Mug Shot — «2014 Anniversary demi mug set - 4P»]","Mini Mugs",NA,"South Korea",29,4,7
"1603","[Mug Shot — «South Korea 2014 Anniversary glass»]","Limited Edition","South Korea","South Korea",13,3,5
"1604","[Mug Shot — «South Korea 2014 Anniversary mug»]","Limited Edition","South Korea","South Korea",24,9,4
"1605","[Mug Shot — «Japan 15ｔｈ Anniversary Stainless Tumbler»]","Non-City Tumbler","Various","Japan",1,0,0
"1606","[Mug Shot — «Japan 2013 Anniversary Tumbler»]","Non-City Tumbler","Various","Japan",1,1,0
"1607","[Mug Shot — «Japan 2012 Anniversary Tumbler»]","Non-City Tumbler","Various","Japan",1,0,0
"1608","[Mug Shot — «Japan 2011 Anniversary S/S Tumbler»]","Non-City Tumbler","Various","Japan",2,0,0
"1609","[Mug Shot — «Japan 2010 Anniversary S/S Tumbler»]","Non-City Tumbler","Various","Japan",3,1,0
"1610","[Mug Shot — «Japan 2010 Anniversary Stainless Bottle»»]","Non-City Tumbler","Various","Japan",1,0,0
"1611","[Mug Shot — «Japan 2012 Anniversary Stainless Bottle»]","Non-City Tumbler","Various","Japan",2,0,1
"1612","[Mug Shot — «Japan 2011 Anniversary Stainless Bottle»]","Non-City Tumbler","Various","Japan",1,0,0
"1613","[Mug Shot — «Japan 2010 Anniversary Stainless Bottle»]","Non-City Tumbler","Various","Japan",2,0,0
"1614","[Mug Shot — «2011 ANA Ｃｏｆｆｅｅ journey Tumbler»]","Non-City Tumbler","Various","Japan",2,1,1
"1615","[Mug Shot — «2014 ANA Summer Stainless Bottle»]","Non-City Tumbler","Various","Japan",2,1,1
"1616","[Mug Shot — «2014 ANA Sakura Stainless Bottle (350mL)»]","Non-City Tumbler","Various","Japan",5,2,2
"1617","[Mug Shot — «2014 Flower Stainless Bottle (500mL)»]","Non-City Tumbler","Various","Japan",5,1,2
"1618","[Mug Shot — «Japan 2010 Anniversary Double Wall Glass»]","Starbucks Anniversary Mugs","Various","Japan",4,2,0
"1619","[Mug Shot — «Hanoi - Temple of Literature»]","08 Icon Edition","Hanoi","Vietnam",270,94,25
"1620","[Mug Shot — «Novosibirsk - Opera and Ballet Theatre»]","08 Icon Edition","Novosibirsk","Russia",87,210,17
"1621","[Mug Shot — «Starbucks Open Forum Film mug»]","Limited Edition","USA","USA",1,1,0
"1622","[Mug Shot — «2014 Flower Mug»]","Limited Edition","Various","Japan",15,0,2
"1623","[Mug Shot — «Starbucks Christmas Tree & Partridge mug»]","Holiday Mugs","USA","USA",3,1,0
"1624","[Mug Shot — «You Are Here in Wisconsin Version 2 - No Chair»]","13 You Are Here Series","Wisconsin","USA",181,111,22
"1625","[Mug Shot — «Thailand Tuk Tuk 2nd version»]","Asian Artsy Design Mugs",NA,"Thailand",5,8,0
"1626","[Mug Shot — «Krasnodar 2 - Statue of Ekaterina the Great (statue right)»]","08 Icon Edition","Krasnodar","Russia",196,112,21
"1627","[Mug Shot — «2014 Logo Mug Blue-White 16oz»]","Other...",NA,"China",2,1,0
"1628","[Mug Shot — «Cambridge - King's College Chapel»]","08 Icon Edition","Cambridge","United Kingdom",258,146,21
"1629","[Mug Shot — «Stavanger - Oil Drilling Platform»]","08 Icon Edition","Stavanger","Norway",168,169,10
"1630","[Mug Shot — «Tyumen - Bridge of Lovers»]","08 Icon Edition","Tyumen","Russia",210,114,22
"1631","[Mug Shot — «Double Wall Glass»]","Limited Edition",NA,"South Korea",7,2,2
"1632","[Mug Shot — «Double Wall Glass»]","Limited Edition",NA,"South Korea",7,2,2
"1633","[Mug Shot — «Double Wall Glass»]","Limited Edition",NA,"Taiwan",6,2,1
"1634","[Mug Shot — «Double Wall Glass»]","Limited Edition",NA,"Taiwan",10,2,3
"1635","[Mug Shot — «Carson Valley Limited Edition»]","Limited Edition",NA,"USA",1,4,0
"1636","[Mug Shot — «Yekaterinburg - Sevastyanov's House»]","08 Icon Edition","Yekaterinburg","Russia",213,116,29
"1637","[Mug Shot — «2013 Winter Landscape 12oz»]","Christmas Mugs",NA,"China",2,2,0
"1638","[Mug Shot — «2014 Macarons de Paris Mug»]","Limited Edition","Various","China",7,12,0
"1639","[Mug Shot — «2014 Mid Autumn Festival Purple Mug with Bunny Ears Lid»]","Holiday Mugs","Various","Taiwan",6,1,0
"1640","[Mug Shot — «2014 Mid Autumn Festival Yellow Bunny Mug»]","Holiday Mugs","Various","Taiwan",12,2,6
"1641","[Mug Shot — «2014 Mid Autumn Festival Blue Mug»]","Limited Edition","Various","Taiwan",5,1,0
"1642","[Mug Shot — «2014 Mid Autumn Purple Mug with Bunny Lid»]","Holiday Mugs","Various","Taiwan",5,1,0
"1643","[Mug Shot — «2014 Mid Autumn Festival Orange Mug»]","Holiday Mugs","Varioius","Taiwan",5,0,1
"1644","[Mug Shot — «Malaysia Starbucks 16oz 15th Anniversary»]","Limited Edition",NA,"Malaysia",9,0,2
"1645","[Mug Shot — «Malaysia Starbucks 16oz 15th Anniversary»]","Limited Edition",NA,"Malaysia",5,0,0
"1646","[Mug Shot — «Malaysia Starbucks 16oz 15th Anniversary»]","Limited Edition",NA,"Malaysia",6,0,0
"1647","[Mug Shot — «Malaysia Starbucks 16oz 15th Anniversary»]","Limited Edition",NA,"Malaysia",6,0,0
"1648","[Mug Shot — «Malaysia Starbucks 16oz 10th Anniversary»]","Limited Edition",NA,"Malaysia",3,1,0
"1649","[Mug Shot — «2014 Mid Autumn Festival Yellow Moon Mug»]","Holiday Mugs","Various","Taiwan",5,0,1
"1650","[Mug Shot — «2014 Mid Autumn Festival Burgundy Interior Mug»]","Holiday Mugs","Various","Taiwan",7,1,1
"1651","[Mug Shot — «2014 Mid Autumn Festival Leaves Mug»]","Holiday Mugs","Various","Taiwan",5,1,1
"1652","[Mug Shot — «2014 Mid Autumn Festival Lantern Mug»]","Holiday Mugs","Various","Taiwan",10,2,1
"1653","[Mug Shot — «2014 Mid Autumn Festival Logo Mug»]","Holiday Mugs","Various","Taiwan",11,1,2
"1654","[Mug Shot — «Baotou - Deer Monument»]","08 Icon Edition","Baotou","China",197,87,23
"1655","[Mug Shot — «Belgium Demitasse»]","08 Icon Edition Mini",NA,"Belgium",53,33,11
"1656","[Mug Shot — «2013 Black Logo Mug- Made in USA»]","Limited Edition",NA,"USA",13,4,0
"1657","[Mug Shot — «2014 Stacking Rippled Seaglass Mug 14 oz»]","Limited Edition","Various","USA",12,0,1
"1658","[Mug Shot — «2014 Cold-to-Go Cold Cup Mirrored 24 oz»]","Non-City Tumbler","Various","USA",4,0,1
"1659","[Mug Shot — «2014 Tapered Seaglass Mug 10 oz»]","Limited Edition","Various","USA",5,0,1
"1660","[Mug Shot — «2014 Tapered Yellow mug 10 oz»]","Limited Edition","Various","USA",6,0,1
"1661","[Mug Shot — «2014 Hobnail Green Recycled Glass 12 oz»]","Limited Edition","Various","USA",5,1,2
"1662","[Mug Shot — «2014 Easter Africa Glass»]","Other...","Various","Japan",8,1,2
"1663","[Mug Shot — «2014 Aroma Glass»]","Other...","Various","Japan",9,1,2
"1664","[Mug Shot — «Leuven - Town Hall»]","08 Icon Edition","Leuven","Belgium",277,99,25
"1665","[Mug Shot — «Hobnail Style Tumbler»]","Other...",NA,"USA",9,1,1
"1666","[Mug Shot — «Bali Artsy»]","Asian Artsy Design Mugs","Bali","Indonesia",40,8,7
"1667","[Mug Shot — «Ubud Demi»]","Asian Artsy Design Mugs","Ubud","Indonesia",16,3,3
"1668","[Mug Shot — «Kuta Demi»]","Asian Artsy Design Mugs","Kuta","Indonesia",14,4,3
"1669","[Mug Shot — «Bali Demi»]","Asian Artsy Design Mugs","Bali","Indonesia",16,2,2
