"","candidate","state_abbreviation.x","party","hispanic","hs_or_more","bach_or_more","hh_med_income","women_owned_firms","fraction_votes"
"1","Bernie Sanders","AL","Democrat",3.54029850746269,78.9358208955224,15.9985074626866,37778.7164179105,21.0029850746269,0.192731343283582
"2","Bernie Sanders","AR","Democrat",5.11333333333333,80.8613333333333,14.344,35861.8133333333,16.848,0.290173333333333
"3","Bernie Sanders","AZ","Democrat",30.62,82.2333333333333,18.3666666666667,42891.2666666667,22.6666666666667,0.385133333333333
"4","Bernie Sanders","CA","Democrat",29.8465517241379,82.8155172413793,25.1431034482759,55558.0172413793,25.2810344827586,0.471620689655172
"5","Bernie Sanders","CO","Democrat",19.6125,89.071875,29.10625,50853.390625,17.30625,0.56596875
"6","Bernie Sanders","DE","Democrat",8.53333333333333,86.7333333333333,25.8,57465.3333333333,25.6666666666667,0.386666666666667
"7","Bernie Sanders","FL","Democrat",13.4611940298507,83.1119402985075,19.8358208955224,43715.9253731343,19.9402985074627,0.383417910447761
"8","Bernie Sanders","GA","Democrat",6.28993710691824,79.3610062893082,16.6842767295597,40365.0314465409,20.5553459119497,0.251937106918239
"9","Bernie Sanders","HI","Democrat",10.9,90.4,27.125,62394.5,30.075,0.73975
"10","Bernie Sanders","IA","Democrat",4.44444444444444,90.1393939393939,19.6686868686869,49242.9797979798,14.7868686868687,0.472515151515151
"11","Bernie Sanders","ID","Democrat",12.5977272727273,86.2159090909091,20.25,42883.9545454545,16.0931818181818,0.711431818181818
"12","Bernie Sanders","IL","Democrat",4.62574257425743,87.8861386138614,19.2980198019802,49058.3168316832,17.7158415841584,0.524049504950495
"13","Bernie Sanders","IN","Democrat",3.83152173913044,86.0934782608696,17.5130434782609,47863.2282608696,18.2184782608696,0.537869565217391
"14","Bernie Sanders","KY","Democrat",2.33,78.4,14.7208333333333,38526.05,15.3841666666667,0.488008333333333
"15","Bernie Sanders","LA","Democrat",3.3796875,78.921875,15.6078125,42016.453125,21.03125,0.232453125
"16","Bernie Sanders","MD","Democrat",5.68333333333333,88.2333333333333,29.5958333333333,69403.9166666667,27.3666666666667,0.374708333333333
"17","Bernie Sanders","MI","Democrat",3.38795180722892,88.6349397590361,19.5698795180723,43618.2168674699,21.0192771084337,0.554843373493976
"18","Bernie Sanders","MO","Democrat",2.7504347826087,84.075652173913,16.4530434782609,41126.1304347826,15.8417391304348,0.498495652173913
"19","Bernie Sanders","MS","Democrat",2.42682926829268,77.7573170731707,16.0463414634146,34599.7682926829,20.7170731707317,0.159353658536585
"20","Bernie Sanders","MT","Democrat",2.67678571428571,90.1803571428571,22.1017857142857,43596.3392857143,8,0.48525
"21","Bernie Sanders","NC","Democrat",7.017,81.995,19.638,41523.77,22.555,0.38863
"22","Bernie Sanders","NE","Democrat",6.33225806451613,90.8548387096774,19.9924731182796,46594.623655914,9.26236559139785,0.492204301075269
"23","Bernie Sanders","NJ","Democrat",16.6666666666667,88.2095238095238,33.7,72386.8095238095,26.7714285714286,0.4
"24","Bernie Sanders","NM","Democrat",47.0181818181818,82.0636363636364,20.4545454545455,40431.5757575758,23.4818181818182,0.480181818181818
"25","Bernie Sanders","NV","Democrat",17.8823529411765,85.6470588235294,17.2764705882353,52270.6470588235,19.0882352941176,0.541529411764706
"26","Bernie Sanders","NY","Democrat",7.5258064516129,87.7241935483871,25.7774193548387,54496,24.6145161290323,0.546387096774194
"27","Bernie Sanders","OH","Democrat",2.55227272727273,87.0840909090909,18.2318181818182,47136.2954545455,22.3659090909091,0.453602272727273
"28","Bernie Sanders","OK","Democrat",8.6038961038961,84.338961038961,18.0948051948052,42642.7662337662,14.7987012987013,0.539181818181818
"29","Bernie Sanders","OR","Democrat",11.5694444444444,88.2305555555556,22.3027777777778,45103.4166666667,20.8333333333333,0.563416666666667
"30","Bernie Sanders","PA","Democrat",4.03283582089552,87.910447761194,20.8223880597015,49212.8208955224,21.9582089552239,0.483358208955224
"31","Bernie Sanders","SC","Democrat",4.46304347826087,80.7413043478261,18.7673913043478,39188.7826086957,23.6086956521739,0.207847826086957
"32","Bernie Sanders","SD","Democrat",2.81060606060606,88.2454545454545,21.4439393939394,45649.9848484848,8.19848484848485,0.496924242424242
"33","Bernie Sanders","TN","Democrat",3.35052631578947,79.9821052631579,15.5157894736842,39357.747368421,18.2831578947368,0.3346
"34","Bernie Sanders","TX","Democrat",33.9311023622047,78.248031496063,17.6874015748032,45651,12.5594488188976,0.324259842519685
"35","Bernie Sanders","UT","Democrat",8.88620689655172,90.5310344827586,23.5586206896552,53591.2068965517,14.0896551724138,0.666724137931034
"36","Bernie Sanders","VA","Democrat",5.11203007518797,82.9684210526316,24.0481203007519,52595.6090225564,20.8548872180451,0.355255639097744
"37","Bernie Sanders","WA","Democrat",13.8102564102564,87.9333333333333,23.7589743589744,49359.9230769231,20.9666666666667,0.761230769230769
"38","Bernie Sanders","WI","Democrat",3.55,90.0277777777778,20.8611111111111,49474.5833333333,17.7013888888889,0.575152777777778
"39","Bernie Sanders","WV","Democrat",1.25090909090909,81.6636363636364,14.6945454545455,38216.3454545455,18.92,0.5246
"40","Bernie Sanders","WY","Democrat",8.44347826086956,91.9347826086957,23.7695652173913,55930.5652173913,22.4869565217391,0.560173913043478
"41","Donald Trump","AL","Republican",3.54029850746269,78.9358208955224,15.9985074626866,37778.7164179105,21.0029850746269,0.486865671641791
"42","Donald Trump","AR","Republican",5.11333333333333,80.8613333333333,14.344,35861.8133333333,16.848,0.374466666666667
"43","Donald Trump","AZ","Republican",30.62,82.2333333333333,18.3666666666667,42891.2666666667,22.6666666666667,0.489066666666667
"44","Donald Trump","CA","Republican",29.8465517241379,82.8155172413793,25.1431034482759,55558.0172413793,25.2810344827586,0.7695
"45","Donald Trump","DE","Republican",8.53333333333333,86.7333333333333,25.8,57465.3333333333,25.6666666666667,0.624666666666667
"46","Donald Trump","FL","Republican",13.4611940298507,83.1119402985075,19.8358208955224,43715.9253731343,19.9402985074627,0.492791044776119
"47","Donald Trump","GA","Republican",6.28993710691824,79.3610062893082,16.6842767295597,40365.0314465409,20.5553459119497,0.46714465408805
"48","Donald Trump","HI","Republican",10.9,90.4,27.125,62394.5,30.075,0.445
"49","Donald Trump","IA","Republican",4.44444444444444,90.1393939393939,19.6686868686869,49242.9797979798,14.7868686868687,0.268717171717172
"50","Donald Trump","ID","Republican",12.5977272727273,86.2159090909091,20.25,42883.9545454545,16.0931818181818,0.308590909090909
"51","Donald Trump","IL","Republican",4.62574257425743,87.8861386138614,19.2980198019802,49058.3168316832,17.7158415841584,0.413594059405941
"52","Donald Trump","IN","Republican",3.83152173913044,86.0934782608696,17.5130434782609,47863.2282608696,18.2184782608696,0.56570652173913
"53","Donald Trump","KY","Republican",2.33,78.4,14.7208333333333,38526.05,15.3841666666667,0.399883333333333
"54","Donald Trump","LA","Republican",3.3796875,78.921875,15.6078125,42016.453125,21.03125,0.440671875
"55","Donald Trump","MD","Republican",5.68333333333333,88.2333333333333,29.5958333333333,69403.9166666667,27.3666666666667,0.578458333333333
"56","Donald Trump","MI","Republican",3.38795180722892,88.6349397590361,19.5698795180723,43618.2168674699,21.0192771084337,0.39744578313253
"57","Donald Trump","MO","Republican",2.7504347826087,84.075652173913,16.4530434782609,41126.1304347826,15.8417391304348,0.4572
"58","Donald Trump","MS","Republican",2.42682926829268,77.7573170731707,16.0463414634146,34599.7682926829,20.7170731707317,0.503
"59","Donald Trump","MT","Republican",2.67678571428571,90.1803571428571,22.1017857142857,43596.3392857143,8,0.756660714285714
"60","Donald Trump","NC","Republican",7.017,81.995,19.638,41523.77,22.555,0.44667
"61","Donald Trump","NE","Republican",6.33225806451613,90.8548387096774,19.9924731182796,46594.623655914,9.26236559139785,0.647440860215054
"62","Donald Trump","NJ","Republican",16.6666666666667,88.2095238095238,33.7,72386.8095238095,26.7714285714286,0.79652380952381
