"OPEID","Name","Address","City","State","State Desc","Zip Code","Zip Ext","Program Length","Sch Type","Year 1","Num 1","Denom 1","DRate 1","PRate 1","Ethnic Code","Cong Dis","Region","Average or Greater Than 30","Year 2","Num 2","Denom 2","DRate 2","PRate 2","Year 3","Num 3","Denom 3","DRate 3","PRate 3"
"022676","SOFIA UNIVERSITY","1069 EAST MEADOW CIRCLE","PALO ALTO","CA","CALIFORNIA","94303","4624","8","3","2012","5","109","4.5","A","5","14","09","0","2011","0","112","0","A","2010","5","111","4.5","A"
"022693","STEVENSON ACADEMY OF HAIR DESIGN","401 OPELOUSAS STREET","NEW ORLEANS","LA","LOUISIANA","70114","1742","3","3","2012","N/A","N/A","N/A","A","5","02","06","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"022695","WESTERN HILLS SCHOOL OF BEAUTY & HAIR DESIGN","6490 GLENWAY AVENUE","CINCINNATI","OH","OHIO","45211","5222","4","3","2012","9","121","7.4","A","5","01","05","0","2011","12","92","13","A","2010","3","95","3.1","A"
"022697","COLORLAB ACADEMY OF HAIR, THE","227 ARCHER STREET","BEL AIR","MD","MARYLAND","21014","3639","3","3","2012","9","38","23.6","A","5","01","03","0","2011","10","34","29.4","A","2010","9","37","24.3","A"
"022699","PENNSYLVANIA COLLEGE OF ART & DESIGN","204 NORTH PRINCE STREET","LANCASTER","PA","PENNSYLVANIA","17603","3528","6","2","2012","4","92","4.3","A","5","16","03","0","2011","12","94","12.7","A","2010","9","90","10","A"
"022704","SOUTHEASTERN BIBLE COLLEGE","2545 VALLEYDALE ROAD","BIRMINGHAM","AL","ALABAMA","35244","2083","6","2","2012","4","83","4.8","P","5","06","04","0","2011","10","92","10.8","P","2010","11","64","17.1","P"
"022705","BUCKS COUNTY SCHOOL OF BEAUTY CULTURE","1761 BUSTLETON PIKE","FEASTERVILLE","PA","PENNSYLVANIA","19053","7368","5","3","2012","7","52","13.4","A","5","08","03","0","2011","2","38","5.2","A","2010","4","41","9.7","A"
"022706","LIFE PACIFIC COLLEGE","1100 WEST COVINA BOULEVARD","SAN DIMAS","CA","CALIFORNIA","91773","3298","8","2","2012","12","149","8","A","5","26","09","0","2011","8","147","5.4","A","2010","12","130","9.2","A"
"022708","AMERITECH COLLEGE","2035 NORTH 550 WEST","PROVO","UT","UTAH","84604","2412","6","3","2012","76","415","18.3","A","5","03","08","0","2011","25","222","11.2","A","2010","19","199","9.5","A"
"022713","WISCONSIN SCHOOL OF PROFESSIONAL PSYCHOLOGY","9120 WEST HAMPTON AVENUE, SUITE 212","MILWAUKEE","WI","WISCONSIN","53225","4960","8","2","2012","0","36","0","B","5","04","05","1","2011","0","37","0","B","2010","0","12","0","A"
"022717","UNIVERSITY OF CAMBRIDGE - CLARE HALL","HERSCHEL ROAD","CAMBRIDGE","FC","ENGLAND","CB3","9AL","8","5","2012","0","11","0","B","5","","11","1","2011","N/A","N/A","N/A","B","2010","N/A","N/A","N/A","A"
"022718","UNIVERSITY OF OXFORD - CAMPION HALL","BREWER STREET","OXFORD","FC","ENGLAND","0X1","1QS","8","5","2012","N/A","N/A","N/A","A","5","","11","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"022719","UNIVERSITY OF OXFORD - BLACKFRIARS","64 ST. GILES","OXFORD","FC","ENGLAND","OX1","3LY","8","5","2012","N/A","N/A","N/A","B","5","","11","1","2011","N/A","N/A","N/A","B","2010","N/A","N/A","N/A","A"
"022722","UNIVERSITY OF CAMBRIDGE - MURRAY EDWARDS COLLEGE","HUNTINGDON ROAD","CAMBRIDGE","FC","ENGLAND","CB3","0DF","8","5","2012","N/A","N/A","N/A","A","5","","11","0","2011","N/A","N/A","N/A","B","2010","N/A","N/A","N/A","A"
"022724","EASTERN COLLEGE OF HEALTH VOCATIONS","200 SOUTH UNIVERSITY AVENUE","LITTLE ROCK","AR","ARKANSAS","72205","3535","2","3","2012","106","485","21.8","A","5","02","06","0","2011","78","458","17","A","2010","170","601","28.2","A"
"022727","COLUMBIANA COUNTY VOCATIONAL SCHOOL DISTRICT","9364 STATE ROUTE 45","LISBON","OH","OHIO","44432","9585","3","1","2012","N/A","N/A","N/A","A","5","06","05","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"022729","ROCKLAND COUNTY BOCES ADULT EDUCATION","65 PARROTT ROAD","WEST NYACK","NY","NEW YORK","10994","1025","3","1","2012","5","82","6","A","5","17","02","0","2011","10","57","17.5","A","2010","7","54","12.9","A"
"022734","RECONSTRUCTIONIST RABBINICAL COLLEGE","1299 CHURCH ROAD","WYNCOTE","PA","PENNSYLVANIA","19095","1898","8","2","2012","1","30","3.3","B","5","02","03","1","2011","1","32","3.1","B","2010","1","11","9","A"
"022736","QUEEN'S UNIVERSITY OF BELFAST (THE)","UNIVERSITY ROAD","BELFAST","FC","NORTHERN IRELAND","BT7 1","NN","8","5","2012","2","37","5.4","A","5","","11","0","2011","0","35","0","A","2010","0","20","0","A"
"022739","HERIOT-WATT UNIVERSITY","RICCARTON","EDINBURGH","FC","SCOTLAND","EH14","4AS","8","5","2012","0","23","0","B","5","","11","1","2011","0","19","0","B","2010","N/A","N/A","N/A","A"
"022741","LA' JAMES INTERNATIONAL COLLEGE - DES MOINES","8805 CHAMBERY BLVD","JOHNSTON","IA","IOWA","50131","8813","4","3","2012","14","140","10","A","5","03","07","0","2011","9","157","5.7","A","2010","7","142","4.9","A"
"022743","CONWAY SCHOOL OF LANDSCAPE DESIGN","332 SOUTH DEERFIELD ROAD","CONWAY","MA","MASSACHUSETTS","01341","0179","8","2","2012","0","42","0","B","5","01","01","1","2011","0","38","0","B","2010","0","16","0","A"
"022750","JENNY LEA ACADEMY OF COSMETOLOGY","222 EAST UNAKA AVENUE","JOHNSON CITY","TN","TENNESSEE","37601","4626","4","3","2012","15","171","8.7","A","5","05","04","0","2011","19","120","15.8","A","2010","10","70","14.2","A"
"022751","CONCORDE CAREER INSTITUTE","10933 MARK'S WAY","MIRAMAR","FL","FLORIDA","33025","0000","5","3","2012","54","469","11.5","A","5","22","04","0","2011","58","498","11.6","A","2010","85","523","16.2","A"
"022753","CABELL COUNTY CAREER TECHNOLOGY CENTER","1035 NORWAY AVENUE","HUNTINGTON","WV","WEST VIRGINIA","25705","2827","3","1","2012","N/A","N/A","N/A","A","5","03","03","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"022755","PAUL MITCHELL THE SCHOOL KNOXVILLE","8380 KINGSTON PIKE","KNOXVILLE","TN","TENNESSEE","37919","2117","3","3","2012","7","63","11.1","A","5","02","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"022758","MR. LEON'S SCHOOL OF HAIR DESIGN","618 SOUTH MAIN STREET","MOSCOW","ID","IDAHO","83843","3040","4","3","2012","9","55","16.3","A","5","01","10","0","2011","13","65","20","A","2010","8","57","14","A"
"022759","MODERN WELDING SCHOOL","1842 STATE STREET","SCHENECTADY","NY","NEW YORK","12304","2033","3","3","2012","5","97","5.1","A","5","21","02","0","2011","31","118","26.2","A","2010","16","95","16.8","A"
"022768","WESTMINSTER THEOLOGICAL SEMINARY IN CALIFORNIA","1725 BEAR VALLEY PARKWAY","ESCONDIDO","CA","CALIFORNIA","92027","4128","8","2","2012","1","36","2.7","A","5","50","09","0","2011","0","82","0","B","2010","0","29","0","A"
"022769","COMMUNITY COLLEGE OF AURORA","16000 EAST CENTRETECH PARKWAY","AURORA","CO","COLORADO","80011","9036","5","1","2012","173","1465","11.8","A","5","07","08","0","2011","297","1349","22","A","2010","168","934","17.9","A"
"022773","SISSETON WAHPETON COLLEGE","BIA ROAD #700                      AGENCY VILLAGE","SISSETON","SD","SOUTH DAKOTA","57262","0689","5","1","2012","N/A","N/A","N/A","A","1","AL","08","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"022774","SOUTH COAST COLLEGE","2011 WEST CHAPMAN AVENUE","ORANGE","CA","CALIFORNIA","92868","8124","5","3","2012","25","183","13.6","A","5","40","09","0","2011","23","197","11.6","A","2010","35","142","24.6","A"
"022775","HOUSE OF HEAVILIN BEAUTY COLLEGE","2000 SOUTH WEST STATE ROUTE 7","BLUE SPRINGS","MO","MISSOURI","64014","3953","3","3","2012","14","102","13.7","A","5","06","07","0","2011","6","91","6.5","A","2010","9","95","9.4","A"
"022779","ROSS UNIVERSITY SCHOOL OF VETERINARY MEDICINE","RUSVM CAMPUS","WEST FARM","FC","ST. KITTS-NEVIS","","","7","7","2012","2","299","0.6","A","5","","11","0","2011","1","270","0.3","A","2010","2","223","0.8","A"
"022781","SANTA FE COMMUNITY COLLEGE","6401 RICHARDS AVENUE","SANTA FE","NM","NEW MEXICO","87507","4887","5","1","2012","143","596","23.9","A","3","03","06","0","2011","87","395","22","A","2010","49","245","20","A"
"022787","MISTER WAYNE'S SCHOOL OF UNISEX HAIR DESIGN","170 SOUTH WILLOW AVENUE","COOKEVILLE","TN","TENNESSEE","38501","3139","3","3","2012","4","31","12.9","A","5","06","04","0","2011","14","61","22.9","B","2010","5","29","17.2","A"
"022788","SOUTHERN TECHNICAL COLLEGE","1685 MEDICAL LANE","FORT MYERS","FL","FLORIDA","33907","1157","8","3","2012","186","1398","13.3","A","5","14","04","0","2011","185","1597","11.5","A","2010","229","1379","16.6","A"
"022796","CORTIVA INSTITUTE - FLORIDA","4045 PARK BOULEVARD","PINELLAS PARK","FL","FLORIDA","33781","3634","2","3","2012","23","183","12.5","A","5","10","04","0","2011","22","177","12.4","A","2010","33","169","19.5","A"
"022805","CHARLES OF ITALY BEAUTY COLLEGE","1987 MCCULLOCH BOULEVARD           SUITE 205","LAKE HAVASU CITY","AZ","ARIZONA","86403","5770","4","3","2012","11","57","19.2","A","5","02","09","0","2011","15","76","19.7","A","2010","11","56","19.6","A"
"022809","MID-ATLANTIC CHRISTIAN UNIVERSITY","715 NORTH POINDEXTER STREET","ELIZABETH CITY","NC","NORTH CAROLINA","27909","4054","6","2","2012","6","63","9.5","A","5","01","04","0","2011","13","68","19.1","A","2010","4","54","7.4","A"
"022821","HIGH PLAINS TECHNOLOGY CENTER, SCHOOL DISTRICT NO. 24","3921 34TH STREET","WOODWARD","OK","OKLAHOMA","73801","7000","3","1","2012","N/A","N/A","N/A","A","5","03","06","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"022823","ALHAMBRA BEAUTY COLLEGE","200 WEST MAIN STREET","ALHAMBRA","CA","CALIFORNIA","91801","7494","3","3","2012","1","13","7.6","B","5","29","09","1","2011","N/A","N/A","N/A","B","2010","N/A","N/A","N/A","A"
"022825","LENAPE TECHNICAL SCHOOL","2215 CHAPLIN AVENUE","FORD CITY","PA","PENNSYLVANIA","16226","1608","3","1","2012","2","72","2.7","A","5","12","03","0","2011","14","89","15.7","A","2010","7","74","9.4","A"
"022827","INTER AMERICAN UNIVERSITY OF PUERTO RICO - GUAYAMA CAMPUS","BARRIO MACHETE AVENIDA 744  K1 H2","GUAYAMA","PR","PUERTO RICO","00785","4004","8","2","2012","1203","9359","12.8","P","5","AL","02","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"022828","INTER AMERICAN UNIVERSITY OF PUERTO RICO - FAJARDO CAMPUS","UNION STREET  HIGHWAY 195","FAJARDO","PR","PUERTO RICO","00738","7003","8","2","2012","N/A","N/A","N/A","A","3","AL","02","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"022838","BEAUTY SCHOOLS OF AMERICA","1060 WEST 49TH STREET","HIALEAH","FL","FLORIDA","33012","3322","3","3","2012","505","2019","25","A","5","21","04","0","2011","573","1860","30.8","A","2010","545","1516","35.9","A"
"022842","NEW TYLER BARBER COLLEGE","1221 EAST 7TH STREET","NORTH LITTLE ROCK","AR","ARKANSAS","72114","4973","3","3","2012","9","49","18.3","A","5","02","06","0","2011","8","50","16","A","2010","9","36","25","A"
"022843","INTERACTIVE COLLEGE OF TECHNOLOGY","5303 NEW PEACHTREE ROAD","CHAMBLEE","GA","GEORGIA","30341","2818","5","3","2012","21","226","9.2","A","5","04","04","0","2011","10","274","3.6","A","2010","7","283","2.4","A"
"022850","PAUL MITCHELL THE SCHOOL HUNTSVILLE","3810 SULLIVAN ST                   SUITE F","MADISON","AL","ALABAMA","35758","0000","3","3","2012","13","83","15.6","A","5","05","04","0","2011","11","32","34.3","A","2010","N/A","N/A","N/A","A"
"022851","HILLTOP BEAUTY SCHOOL","6317 MISSION STREET","DALY CITY","CA","CALIFORNIA","94014","2012","3","3","2012","N/A","N/A","N/A","A","5","12","09","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"022855","CREATIVE CIRCUS (THE)","812 LAMBERT DRIVE","ATLANTA","GA","GEORGIA","30324","4144","4","3","2012","3","134","2.2","A","5","05","04","0","2011","4","110","3.6","A","2010","12","94","12.7","A"
"022857","BAYSHIRE BEAUTY ACADEMY","917 SAGINAW STREET","BAY CITY","MI","MICHIGAN","48708","5614","3","3","2012","N/A","N/A","N/A","A","5","05","05","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"022859","UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES","8401 NORTH 10TH STREET","MCALLEN","TX","TEXAS","78504","0391","3","3","2012","57","387","14.7","A","5","15","06","0","2011","87","491","17.7","A","2010","97","366","26.5","A"
"022866","LITTLE BIG HORN COLLEGE","8645 S. WEAVER DRIVE","CROW AGENCY","MT","MONTANA","59022","0000","5","1","2012","N/A","N/A","N/A","A","1","AL","08","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"022871","LA BELLE BEAUTY SCHOOL","1495 WEST 49TH STREET","HIALEAH","FL","FLORIDA","33012","3224","3","3","2012","12","217","5.5","A","5","21","04","0","2011","18","210","8.5","A","2010","14","189","7.4","A"
"022878","NATIONAL TRACTOR TRAILER SCHOOL","4650 BUCKLEY ROAD","LIVERPOOL","NY","NEW YORK","13088","2505","2","3","2012","66","504","13","A","5","25","02","0","2011","70","517","13.5","A","2010","55","371","14.8","A"
"022879","RAPHAEL'S SCHOOL OF BEAUTY CULTURE","1324 YOUNGSTOWN  WARREN ROAD","NILES","OH","OHIO","44446","4613","4","3","2012","15","118","12.7","A","5","17","05","0","2011","12","112","10.7","A","2010","18","113","15.9","A"
"022884","GWINNETT TECHNICAL COLLEGE","5150 SUGARLOAF PARKWAY","LAWRENCEVILLE","GA","GEORGIA","30043","5702","5","1","2012","127","1282","9.9","A","5","07","04","0","2011","113","1034","10.9","A","2010","59","494","11.9","A"
"022890","AMERICAN HAIR ACADEMY","910 AVENUE G","FT MADISON","IA","IOWA","52627","4530","4","3","2012","3","32","9.3","A","5","02","07","0","2011","6","76","7.8","B","2010","1","29","3.4","A"
"022892","COLUMBIA AREA CAREER CENTER","4203 SOUTH PROVIDENCE ROAD","COLUMBIA","MO","MISSOURI","65203","7199","3","1","2012","7","48","14.5","B","5","09","07","1","2011","8","42","19","B","2010","N/A","N/A","N/A","A"
"022896","CONSOLIDATED SCHOOL OF BUSINESS","1605 CLUGSTON ROAD","YORK","PA","PENNSYLVANIA","17404","1779","5","3","2012","4","89","4.4","A","5","19","03","0","2011","16","84","19","A","2010","11","75","14.6","A"
"022897","JOLIE HEALTH AND BEAUTY ACADEMY","125 NORTH WILKES BARRE BOULEVARD","WILKES BARRE","PA","PENNSYLVANIA","18702","5354","3","3","2012","11","159","6.9","A","5","11","03","0","2011","15","104","14.4","A","2010","7","69","10.1","A"
"022898","KAPLAN CAREER INSTITUTE","177 FRANKLIN MILLS BOULEVARD","PHILADELPHIA","PA","PENNSYLVANIA","19154","0000","5","3","2012","343","1498","22.8","A","5","08","03","0","2011","633","2442","25.9","A","2010","725","2438","29.7","A"
"022904","ALTOONA BEAUTY SCHOOL","1528 VALLEY VIEW BOULEVARD","ALTOONA","PA","PENNSYLVANIA","16602","6039","3","3","2012","9","73","12.3","A","5","09","03","0","2011","8","55","14.5","A","2010","11","71","15.4","A"
"022912","CANNELLA SCHOOL OF HAIR DESIGN","4217 WEST NORTH AVENUE","CHICAGO","IL","ILLINOIS","60639","4828","3","3","2012","N/A","N/A","N/A","A","5","04","05","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"022913","ART INSTITUTE OF SEATTLE (THE)","2323 ELLIOTT AVENUE","SEATTLE","WA","WASHINGTON","98121","1622","6","3","2012","117","1006","11.6","A","5","07","10","0","2011","172","1051","16.3","A","2010","171","990","17.2","A"
"022927","LANSDALE SCHOOL OF COSMETOLOGY","215 W MAIN ST","LANSDALE","PA","PENNSYLVANIA","19446","2003","3","3","2012","9","98","9.1","B","5","13","03","1","2011","1","36","2.7","A","2010","5","35","14.2","A"
"022934","HEC SCHOOL OF MANAGEMENT","1 RUE DE LA LIBERATION","JOUY-EN-JOSAS","FC","FRANCE","78351","","8","5","2012","0","30","0","A","5","","11","0","2011","1","50","2","B","2010","0","22","0","A"
"022936","ADVANCED TECHNICAL CENTERS","5600 NW 36TH STREET","MIAMI SPRINGS","FL","FLORIDA","33266","1597","2","2","2012","N/A","N/A","N/A","A","5","18","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"022939","VOLUNTEER BEAUTY ACADEMY NORTH","1793 GALLATIN ROAD NORTH","MADISON","TN","TENNESSEE","37115","2112","3","3","2012","5","55","9","A","5","05","04","0","2011","5","65","7.6","A","2010","8","64","12.5","A"
"022940","VOLUNTEER BEAUTY ACADEMY","395 US HIGHWAY 51 BYPASS NORTH     SUITE A","DYERSBURG","TN","TENNESSEE","38024","3687","3","3","2012","6","64","9.3","A","5","08","04","0","2011","8","56","14.2","A","2010","10","48","20.8","A"
"022949","INSTITUTE OF AUDIO RESEARCH","64 UNIVERSITY PLACE","NEW YORK","NY","NEW YORK","10003","4595","3","3","2012","67","437","15.3","A","5","08","02","0","2011","171","555","30.8","A","2010","156","524","29.7","A"
"022955","CANNELLA SCHOOL OF HAIR DESIGN","117 CHICAGO AVENUE","ELGIN","IL","ILLINOIS","60020","5401","3","3","2012","4","31","12.9","A","5","08","05","0","2011","7","42","16.6","A","2010","N/A","N/A","N/A","A"
"022957","NATIONAL ACADEMY OF BEAUTY ARTS","670 WALTON DRIVE","FARMINGTON","MO","MISSOURI","63640","1827","3","3","2012","31","109","28.4","A","5","08","07","0","2011","39","128","30.4","A","2010","20","97","20.6","A"
"022960","PRINCE INSTITUTE - SOUTHEAST","7735 ATLANTA HIGHWAY","MONTGOMERY","AL","ALABAMA","36117","4231","5","3","2012","9","157","5.7","P","5","03","04","0","2011","17","148","11.4","P","2010","13","105","12.3","P"
"022963","UNIVERSITY OF CAMBRIDGE - JESUS COLLEGE","JESUS LANE","CAMBRIDGE","FC","ENGLAND","CB5","8BL","8","5","2012","0","14","0","B","5","","11","1","2011","N/A","N/A","N/A","B","2010","N/A","N/A","N/A","A"
"022970","CHARLOTTE TECHNICAL CENTER","18150 MURDOCK CIRCLE","PORT CHARLOTTE","FL","FLORIDA","33948","3375","4","1","2012","N/A","N/A","N/A","A","5","16","04","0","2011","N/A","N/A","N/A","B","2010","N/A","N/A","N/A","A"
"022975","OEHRLEIN SCHOOL OF COSMETOLOGY","100 MEADOW AVENUE","EAST PEORIA","IL","ILLINOIS","61611","2804","3","3","2012","4","51","7.8","A","5","18","05","0","2011","0","49","0","A","2010","2","62","3.2","A"
"022977","AUTOMECA TECHNICAL COLLEGE","CARRETERA #2 KM.14.0 BO.HATO TEJAS","BAYAMON","PR","PUERTO RICO","00961","0000","3","3","2012","81","352","23","P","5","AL","02","0","2011","73","312","23.3","P","2010","82","297","27.6","P"
"022978","HEADLINES ACADEMY","333 OMAHA STREET STE 7","RAPID CITY","SD","SOUTH DAKOTA","57701","2733","4","3","2012","6","81","7.4","A","5","AL","08","0","2011","12","80","15","A","2010","10","75","13.3","A"
"022980","DESIGN INSTITUTE OF SAN DIEGO","8555 COMMERCE AVENUE","SAN DIEGO","CA","CALIFORNIA","92121","2685","6","3","2012","9","115","7.8","A","5","50","09","0","2011","5","109","4.5","A","2010","15","106","14.1","A"
"022982","HEADQUARTERS ACADEMY OF HAIR DESIGN","108 SOUTH MAIN STREET","MINOT","ND","NORTH DAKOTA","58701","3914","4","3","2012","7","40","17.5","A","5","AL","08","0","2011","11","47","23.4","A","2010","6","37","16.2","A"
"022993","TRINITY EPISCOPAL SCHOOL FOR MINISTRY","311 11TH STREET","AMBRIDGE","PA","PENNSYLVANIA","15003","2397","8","2","2012","0","30","0","B","5","04","03","1","2011","1","35","2.8","B","2010","N/A","N/A","N/A","A"
"023000","W F KAYNOR TECHNICAL HIGH SCHOOL","43 TOMPKINS STREET","WATERBURY","CT","CONNECTICUT","06708","1494","3","1","2012","N/A","N/A","N/A","A","5","05","01","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"023001","EVEREST COLLEGE","155 WASHINGTON AVENUE, SUITE 200","BREMERTON","WA","WASHINGTON","98367","1835","5","2","2012","344","2283","15","A","5","06","10","0","2011","503","2857","17.6","A","2010","380","2212","17.1","A"
"023009","WITHLACOOCHEE TECHNICAL COLLEGE","1201 WEST MAIN STREET","INVERNESS","FL","FLORIDA","34450","4696","3","1","2012","N/A","N/A","N/A","A","5","05","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"023011","TURTLE MOUNTAIN COMMUNITY COLLEGE","10145 BIA ROAD 7","BELCOURT","ND","NORTH DAKOTA","58316","0000","6","2","2012","N/A","N/A","N/A","A","1","AL","08","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"023013","PRISM CAREER INSTITUTE","6800 MARKET STREET","UPPER DARBY","PA","PENNSYLVANIA","19082","2448","5","3","2012","160","516","31","A","5","07","03","0","2011","111","319","34.7","A","2010","68","237","28.6","A"
"023014","OHIO VALLEY COLLEGE OF TECHNOLOGY","15258 STATE ROUTE 170","EAST LIVERPOOL","OH","OHIO","43920","9139","5","3","2012","5","123","4","A","5","06","05","0","2011","14","160","8.7","A","2010","3","122","2.4","A"
"023028","MISSISSIPPI COLLEGE OF BEAUTY CULTURE","732 SAWMILL ROAD","LAUREL","MS","MISSISSIPPI","39440","6605","3","3","2012","N/A","N/A","N/A","A","5","04","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"023038","AMERICAN EDUCATIONAL COLLEGE","SANTA CRUZ STREET NO. 45","BAYAMON","PR","PUERTO RICO","00961","0000","4","3","2012","N/A","N/A","N/A","A","5","AL","02","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"023043","PLATT COLLEGE - SAN DIEGO","6250 EL CAJON BOULEVARD","SAN DIEGO","CA","CALIFORNIA","92115","3979","6","3","2012","10","171","5.8","A","5","53","09","0","2011","20","148","13.5","A","2010","18","111","16.2","A"
"023047","TRI-RIVERS CAREER CENTER","2222 MARION-MT GILEAD ROAD","MARION","OH","OHIO","43302","8913","3","1","2012","8","87","9.1","A","5","04","05","0","2011","7","89","7.8","A","2010","11","95","11.5","A"
"023048","PJ'S COLLEGE OF COSMETOLOGY","115 NORTH 9TH STREET","RICHMOND","IN","INDIANA","47374","3103","3","3","2012","2","31","6.4","A","5","06","05","0","2011","4","30","13.3","A","2010","0","18","0","A"
"023053","PARKER UNIVERSITY","2540 WALNUT HILL LANE","DALLAS","TX","TEXAS","75229","5609","8","2","2012","33","376","8.7","A","5","32","06","0","2011","34","443","7.6","A","2010","44","383","11.4","A"
"023058","FLORIDA CAREER COLLEGE","1321 SW 107 AVENUE                 SUITE 201B","MIAMI","FL","FLORIDA","33174","2521","6","3","2012","1053","4942","21.3","P","5","21","04","0","2011","923","4794","19.2","P","2010","894","4471","19.9","P"
"023062","VENANGO COUNTY AREA VOCATIONAL TECHNICAL SCHOOL","1 VO-TECH DRIVE","OIL CITY","PA","PENNSYLVANIA","16301","3501","3","1","2012","5","51","9.8","A","5","05","03","0","2011","12","56","21.4","A","2010","4","40","10","A"
"023063","KAPLAN COLLEGE","5172 KIERNAN COURT","SALIDA","CA","CALIFORNIA","95368","9083","5","3","2012","172","1063","16.1","A","5","18","09","0","2011","312","1623","19.2","A","2010","321","1508","21.2","A"
"023065","PROFESSIONAL BUSINESS COLLEGE","408 BROADWAY","NEW YORK","NY","NEW YORK","10013","5049","5","2","2012","10","114","8.7","A","5","12","02","0","2011","6","187","3.2","A","2010","18","186","9.6","A"
"023067","FORT WORTH BEAUTY SCHOOL","6785 CAMP BOWIE BOULEVARD          SUITE 100","FORT WORTH","TX","TEXAS","76116","3299","3","3","2012","26","125","20.8","A","5","24","06","0","2011","34","104","32.6","A","2010","19","107","17.7","A"
"023068","PLATT COLLEGE","3801 SOUTH SHERIDAN","TULSA","OK","OKLAHOMA","74145","1111","6","3","2012","1660","4618","35.9","P","5","01","06","0","2011","230","1406","16.3","A","2010","260","1371","18.9","A"
"023069","IOWA SCHOOL OF BEAUTY","609 WEST 2ND STREET","OTTUMWA","IA","IOWA","52501","2312","4","3","2012","3","60","5","A","5","02","07","0","2011","4","42","9.5","A","2010","3","27","11.1","A"
"023074","GEORGE STONE AREA VOCATIONAL TECHNICAL CENTER","2400 LONGLEAF DRIVE","PENSACOLA","FL","FLORIDA","32526","8922","3","1","2012","N/A","N/A","N/A","A","5","01","04","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"023089","MASTERS OF COSMETOLOGY COLLEGE","1732 BLUFFTON ROAD","FORT WAYNE","IN","INDIANA","46809","1305","4","3","2012","0","60","0","A","5","03","05","0","2011","9","108","8.3","A","2010","3","73","4.1","A"
"023091","AMERICAN COLLEGE OF HAIR DESIGN","125 WINCHESTER DRIVE","SEDALIA","MO","MISSOURI","65301","2144","3","3","2012","6","69","8.6","B","5","04","07","1","2011","6","61","9.8","B","2010","0","17","0","A"
"023095","CLOVIS ADULT EDUCATION","1452 DAVID E COOK WAY","CLOVIS","CA","CALIFORNIA","93611","0575","3","1","2012","N/A","N/A","N/A","A","5","21","09","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"023105","DE MONTFORT UNIVERSITY","THE GATEWAY","LEICESTER","FC","ENGLAND","LE1 9","BH","8","5","2012","N/A","N/A","N/A","B","5","","11","1","2011","N/A","N/A","N/A","B","2010","N/A","N/A","N/A","A"
"023108","LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER","1730 HANS HERR DRIVE               PO BOX 527","WILLOW STREET","PA","PENNSYLVANIA","17584","0527","5","1","2012","36","311","11.5","A","5","16","03","0","2011","47","368","12.7","A","2010","45","304","14.8","A"
"023110","PAUL MITCHELL THE SCHOOL","234 SW BROADWAY","PORTLAND","OR","OREGON","97205","3724","4","3","2012","N/A","N/A","N/A","A","5","01","10","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"023112","AMERICAN SCHOOL OF TECHNOLOGY","2100 MORSE CENTER                  BUILDING 4599","COLUMBUS","OH","OHIO","43229","6692","3","3","2012","66","308","21.4","A","5","12","05","0","2011","136","415","32.7","A","2010","100","301","33.2","A"
"023120","BERGEN COUNTY TECHNICAL SCHOOLS","200 HACKENSACK AVENUE","HACKENSACK","NJ","NEW JERSEY","07601","6195","3","1","2012","6","57","10.5","A","5","09","02","0","2011","10","40","25","A","2010","3","23","13","A"
"023122","TEXAS SCHOOL OF BUSINESS","711 EAST AIRTEX DRIVE","HOUSTON","TX","TEXAS","77073","6032","3","3","2012","260","1332","19.5","A","5","29","06","0","2011","461","1878","24.5","A","2010","650","2324","27.9","A"
