"OPEID","Name","Address","City","State","State Desc","Zip Code","Zip Ext","Program Length","Sch Type","Year 1","Num 1","Denom 1","DRate 1","PRate 1","Ethnic Code","Cong Dis","Region","Average or Greater Than 30","Year 2","Num 2","Denom 2","DRate 2","PRate 2","Year 3","Num 3","Denom 3","DRate 3","PRate 3"
"003277","INDIANA UNIVERSITY OF PENNSYLVANIA","201 SUTTON HALL                    1011 SOUTH DRIV","INDIANA","PA","PENNSYLVANIA","15705","1097","8","1","2012","370","4159","8.8","P","5","12","03","0","2011","337","3829","8.8","P","2010","300","3534","8.4","P"
"003279","JUNIATA COLLEGE","1700 MOORE STREET","HUNTINGDON","PA","PENNSYLVANIA","16652","2196","8","2","2012","6","321","1.8","A","5","09","03","0","2011","5","295","1.6","A","2010","8","300","2.6","A"
"003280","KEYSTONE COLLEGE","ONE COLLEGE GREEN","LA PLUME","PA","PENNSYLVANIA","18440","0200","8","2","2012","68","613","11","A","5","10","03","0","2011","60","619","9.6","A","2010","72","597","12","A"
"003282","KINGS COLLEGE","133 NORTH  RIVER STREET","WILKES-BARRE","PA","PENNSYLVANIA","18711","0801","8","2","2012","47","747","6.2","A","5","11","03","0","2011","48","682","7","A","2010","43","643","6.6","A"
"003283","LACKAWANNA COLLEGE","501 VINE STREET","SCRANTON","PA","PENNSYLVANIA","18509","9961","5","2","2012","167","898","18.5","A","5","11","03","0","2011","164","880","18.6","A","2010","191","775","24.6","A"
"003284","LAFAYETTE COLLEGE","MARKLE HALL, HIGH STREET","EASTON","PA","PENNSYLVANIA","18042","1768","6","2","2012","3","335","0.8","A","5","15","03","0","2011","5","305","1.6","A","2010","5","264","1.8","A"
"003285","LANCASTER BIBLE COLLEGE","901 EDEN ROAD","LANCASTER","PA","PENNSYLVANIA","17601","5036","8","2","2012","17","297","5.7","A","5","16","03","0","2011","11","253","4.3","A","2010","13","250","5.2","A"
"003286","LANCASTER THEOLOGICAL SEMINARY OF THE UNITED CHURCH OF CHRIST","555 WEST JAMES STREET","LANCASTER","PA","PENNSYLVANIA","17603","2897","8","2","2012","2","32","6.2","A","5","16","03","0","2011","6","74","8.1","B","2010","1","24","4.1","A"
"003287","LA SALLE UNIVERSITY","1900 WEST OLNEY AVENUE","PHILADELPHIA","PA","PENNSYLVANIA","19141","1199","8","2","2012","68","1663","4","A","5","01","03","0","2011","64","1660","3.8","A","2010","65","1425","4.5","A"
"003288","LEBANON VALLEY COLLEGE","101 NORTH COLLEGE AVENUE","ANNVILLE","PA","PENNSYLVANIA","17003","1400","8","2","2012","12","530","2.2","A","5","17","03","0","2011","7","475","1.4","A","2010","16","458","3.4","A"
"003289","LEHIGH UNIVERSITY","27 MEMORIAL DRIVE WEST","BETHLEHEM","PA","PENNSYLVANIA","18015","1588","8","2","2012","10","907","1.1","A","5","15","03","0","2011","8","837","0.9","A","2010","12","816","1.4","A"
"003290","LINCOLN UNIVERSITY","1570 BALTIMORE PIKE","LINCOLN UNIVERSITY","PA","PENNSYLVANIA","19352","0999","8","1","2012","180","916","19.6","A","2","16","03","0","2011","218","934","23.3","A","2010","217","869","24.9","A"
"003291","LUTHERAN THEOLOGICAL SEMINARY - GETTYSBURG","61 SEMINARY RIDGE","GETTYSBURG","PA","PENNSYLVANIA","17325","1795","8","2","2012","2","45","4.4","A","5","19","03","0","2011","0","37","0","A","2010","1","34","2.9","A"
"003292","LUTHERAN THEOLOGICAL SEMINARY - PHILADELPHIA","7301 GERMANTOWN AVENUE","PHILADELPHIA","PA","PENNSYLVANIA","19119","1794","8","2","2012","2","53","3.7","A","5","02","03","0","2011","1","59","1.6","A","2010","3","50","6","A"
"003293","LYCOMING COLLEGE","700 COLLEGE PLACE","WILLIAMSPORT","PA","PENNSYLVANIA","17701","5192","6","2","2012","26","406","6.4","A","5","10","03","0","2011","27","408","6.6","A","2010","26","375","6.9","A"
"003294","MANOR COLLEGE","700 FOX CHASE ROAD","JENKINTOWN","PA","PENNSYLVANIA","19046","3399","5","2","2012","40","318","12.5","A","5","13","03","0","2011","46","362","12.7","A","2010","38","310","12.2","A"
"003296","MARYWOOD UNIVERSITY","2300 ADAMS AVENUE","SCRANTON","PA","PENNSYLVANIA","18509","1598","8","2","2012","44","985","4.4","A","5","11","03","0","2011","64","893","7.1","A","2010","49","843","5.8","A"
"003297","MERCYHURST UNIVERSITY","501 EAST 38TH STREET","ERIE","PA","PENNSYLVANIA","16546","0001","8","2","2012","153","1548","9.8","A","5","03","03","0","2011","198","1526","12.9","A","2010","156","1344","11.6","A"
"003298","MESSIAH COLLEGE","ONE COLLEGE AVENUE","MECHANICSBURG","PA","PENNSYLVANIA","17055","0000","8","2","2012","6","708","0.8","A","5","19","03","0","2011","19","718","2.6","A","2010","14","625","2.2","A"
"003300","MOORE COLLEGE OF ART AND DESIGN","20TH AND THE PARKWAY","PHILADELPHIA","PA","PENNSYLVANIA","19103","1190","8","2","2012","20","191","10.4","A","5","02","03","0","2011","17","188","9","A","2010","22","176","12.5","A"
"003301","MORAVIAN COLLEGE","1200 MAIN STREET","BETHLEHEM","PA","PENNSYLVANIA","18018","6650","8","2","2012","20","500","4","P","5","15","03","0","2011","16","478","3.3","P","2010","28","432","6.4","P"
"003302","MOUNT ALOYSIUS COLLEGE","7373 ADMIRAL PEARY HIGHWAY","CRESSON","PA","PENNSYLVANIA","16630","1999","8","2","2012","67","659","10.1","A","5","12","03","0","2011","43","594","7.2","A","2010","57","569","10","A"
"003303","CARLOW UNIVERSITY","3333 FIFTH AVENUE","PITTSBURGH","PA","PENNSYLVANIA","15213","3165","8","2","2012","47","796","5.9","A","5","14","03","0","2011","46","780","5.8","A","2010","38","785","4.8","A"
"003304","MUHLENBERG COLLEGE","2400 CHEW STREET","ALLENTOWN","PA","PENNSYLVANIA","18104","5586","6","2","2012","7","415","1.6","A","5","15","03","0","2011","11","391","2.8","A","2010","7","391","1.7","A"
"003306","UNIVERSITY OF VALLEY FORGE","1401 CHARLESTOWN ROAD","PHOENIXVILLE","PA","PENNSYLVANIA","19460","2399","8","2","2012","46","334","13.7","A","5","06","03","0","2011","30","279","10.7","A","2010","27","254","10.6","A"
"003309","PEIRCE COLLEGE","1420 PINE STREET","PHILADELPHIA","PA","PENNSYLVANIA","19102","4699","6","2","2012","115","978","11.7","A","5","02","03","0","2011","129","906","14.2","A","2010","129","831","15.5","A"
"003311","SALUS UNIVERSITY","8360 OLD YORK ROAD","ELKINS PARK","PA","PENNSYLVANIA","19027","1598","8","2","2012","1","202","0.4","P","5","02","03","0","2011","1","190","0.5","P","2010","1","191","0.5","P"
"003313","WIDENER UNIVERSITY","ONE UNIVERSITY PLACE","CHESTER","PA","PENNSYLVANIA","19013","5792","8","2","2012","85","1824","4.6","P","5","01","03","0","2011","107","1820","5.8","P","2010","99","1686","5.8","P"
"003315","BLOOMSBURG UNIVERSITY OF PENNSYLVANIA","400 EAST SECOND STREET","BLOOMSBURG","PA","PENNSYLVANIA","17815","1301","8","1","2012","110","2210","4.9","A","5","11","03","0","2011","133","2093","6.3","A","2010","107","1958","5.4","A"
"003316","CALIFORNIA UNIVERSITY OF PENNSYLVANIA","250 UNIVERSITY AVENUE","CALIFORNIA","PA","PENNSYLVANIA","15419","1394","8","1","2012","246","3298","7.4","A","5","12","03","0","2011","236","2937","8","A","2010","192","2647","7.2","A"
"003317","CHEYNEY UNIVERSITY OF PENNSYLVANIA","1837 UNIVERSITY CIRCLE","CHEYNEY","PA","PENNSYLVANIA","19319","0200","8","1","2012","153","570","26.8","A","2","07","03","0","2011","148","549","26.9","A","2010","147","521","28.2","A"
"003318","CLARION UNIVERSITY OF PENNSYLVANIA","840 WOOD STREET","CLARION","PA","PENNSYLVANIA","16214","1232","8","1","2012","149","1958","7.6","P","5","05","03","0","2011","155","1900","8.1","P","2010","152","1648","9.2","P"
"003320","EAST STROUDSBURG UNIVERSITY OF PENNSYLVANIA","200 PROSPECT STREET","EAST STROUDSBURG","PA","PENNSYLVANIA","18301","2999","8","1","2012","97","1833","5.2","A","5","11","03","0","2011","89","1742","5.1","A","2010","106","1658","6.3","A"
"003321","EDINBORO UNIVERSITY OF PENNSYLVANIA","MEADVILLE STREET","EDINBORO","PA","PENNSYLVANIA","16444","0001","8","1","2012","265","2770","9.5","A","5","03","03","0","2011","259","2451","10.5","A","2010","200","2195","9.1","A"
"003322","KUTZTOWN UNIVERSITY OF PENNSYLVANIA","15200 KUTZTOWN ROAD","KUTZTOWN","PA","PENNSYLVANIA","19530","9339","8","1","2012","164","2903","5.6","A","5","17","03","0","2011","172","2537","6.7","A","2010","176","2386","7.3","A"
"003323","LOCK HAVEN UNIVERSITY OF PENNSYLVANIA","NORTH FAIRVIEW STREET","LOCK HAVEN","PA","PENNSYLVANIA","17745","2439","8","1","2012","116","1674","6.9","A","5","05","03","0","2011","121","1495","8","A","2010","113","1398","8","A"
"003324","MANSFIELD UNIVERSITY OF PENNSYLVANIA","ACADEMY STREET","MANSFIELD","PA","PENNSYLVANIA","16933","1123","8","1","2012","94","1166","8","A","5","05","03","0","2011","118","1122","10.5","A","2010","93","1034","8.9","A"
"003325","MILLERSVILLE UNIVERSITY OF PENNSYLVANIA","101 NORTH GEORGE STREET            BIEMESDERFER EX","MILLERSVILLE","PA","PENNSYLVANIA","17551","1800","8","1","2012","134","2292","5.8","A","5","16","03","0","2011","118","2134","5.5","A","2010","96","1825","5.2","A"
"003326","SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA","1871 OLD MAIN DRIVE","SHIPPENSBURG","PA","PENNSYLVANIA","17257","2299","8","1","2012","124","2281","5.4","A","5","19","03","0","2011","117","2024","5.7","A","2010","108","1814","5.9","A"
"003327","SLIPPERY ROCK UNIVERSITY","1 MORROW WAY","SLIPPERY ROCK","PA","PENNSYLVANIA","16057","1326","8","1","2012","107","2417","4.4","A","5","03","03","0","2011","122","2342","5.2","A","2010","126","2186","5.7","A"
"003328","WEST CHESTER UNIVERSITY OF PENNSYLVANIA","700 S. HIGH STREET","WEST CHESTER","PA","PENNSYLVANIA","19383","0001","8","1","2012","123","3208","3.8","A","5","16","03","0","2011","155","2943","5.2","A","2010","126","2638","4.7","A"
"003329","PENNSYLVANIA STATE UNIVERSITY (THE)","PRESIDENT'S OFFICE                 201 OLD MAIN","UNIVERSITY PARK","PA","PENNSYLVANIA","16802","1503","8","1","2012","1106","19403","5.7","P","5","05","03","0","2011","1386","17870","7.7","P","2010","1280","15881","8","P"
"003350","UNIVERSITY OF THE ARTS (THE)","320 SOUTH BROAD STREET","PHILADELPHIA","PA","PENNSYLVANIA","19102","9493","8","2","2012","48","735","6.5","P","5","02","03","0","2011","61","693","8.8","P","2010","64","613","10.4","P"
"003351","CAIRN UNIVERSITY","200 MANOR AVENUE","LANGHORNE","PA","PENNSYLVANIA","19047","2942","8","2","2012","9","363","2.4","A","5","08","03","0","2011","19","370","5.1","A","2010","15","352","4.2","A"
"003352","PHILADELPHIA COLLEGE OF OSTEOPATHIC MEDICINE","4170 CITY AVENUE","PHILADELPHIA","PA","PENNSYLVANIA","19131","1694","8","2","2012","11","685","1.6","P","5","02","03","0","2011","17","639","2.6","P","2010","8","617","1.2","P"
"003353","UNIVERSITY OF THE SCIENCES IN PHILADELPHIA","600 SOUTH 43RD STREET","PHILADELPHIA","PA","PENNSYLVANIA","19104","4495","8","2","2012","14","645","2.1","P","5","02","03","0","2011","15","609","2.4","P","2010","21","565","3.7","P"
"003354","PHILADELPHIA UNIVERSITY","SCHOOL HOUSE LANE & HENRY AVENUE","PHILADELPHIA","PA","PENNSYLVANIA","19144","5497","8","2","2012","33","929","3.5","A","5","02","03","0","2011","35","905","3.8","A","2010","40","772","5.1","A"
"003356","PITTSBURGH THEOLOGICAL SEMINARY","616 NORTH HIGHLAND AVENUE","PITTSBURGH","PA","PENNSYLVANIA","15206","2596","8","2","2012","2","38","5.2","A","5","14","03","0","2011","3","50","6","A","2010","1","33","3","A"
"003357","POINT PARK UNIVERSITY","201 WOOD STREET","PITTSBURGH","PA","PENNSYLVANIA","15222","1912","8","2","2012","143","1507","9.4","A","5","14","03","0","2011","156","1391","11.2","A","2010","135","1353","9.9","A"
"003358","REFORMED PRESBYTERIAN THEOLOGICAL SEMINARY","7418 PENNSYLVANIA AVENUE","PITTSBURGH","PA","PENNSYLVANIA","15208","2594","8","2","2012","3","30","10","B","5","14","03","1","2011","2","34","5.8","B","2010","N/A","N/A","N/A","A"
"003359","ROBERT MORRIS UNIVERSITY","6001 UNIVERSITY BOULEVARD","MOON TOWNSHIP","PA","PENNSYLVANIA","15108","1189","8","2","2012","68","1473","4.6","A","5","18","03","0","2011","70","1418","4.9","A","2010","66","1432","4.6","A"
"003360","ROSEMONT COLLEGE","1400 MONTGOMERY AVENUE","ROSEMONT","PA","PENNSYLVANIA","19010","1699","8","2","2012","20","311","6.4","A","5","06","03","0","2011","21","288","7.2","A","2010","30","276","10.8","A"
"003362","SETON HILL UNIVERSITY","1 SETON HILL DRIVE","GREENSBURG","PA","PENNSYLVANIA","15601","1599","8","2","2012","39","644","6","A","5","18","03","0","2011","39","589","6.6","A","2010","36","495","7.2","A"
"003364","SAINT CHARLES BORROMEO SEMINARY","100 EAST  WYNNEWOOD ROAD","WYNNEWOOD","PA","PENNSYLVANIA","19096","3016","8","2","2012","2","66","3","B","5","06","03","1","2011","0","57","0","B","2010","0","17","0","A"
"003366","SAINT FRANCIS UNIVERSITY","110 FRANCISCAN WAY","LORETTO","PA","PENNSYLVANIA","15940","0600","8","2","2012","20","631","3.1","A","5","09","03","0","2011","28","578","4.8","A","2010","24","504","4.7","A"
"003367","SAINT JOSEPH'S UNIVERSITY","5600 CITY AVENUE","PHILADELPHIA","PA","PENNSYLVANIA","19131","1395","8","2","2012","73","1948","3.7","A","5","02","03","0","2011","71","1606","4.4","A","2010","65","1299","5","A"
"003368","SAINT VINCENT COLLEGE & SEMINARY","300 FRASER PURCHASE ROAD","LATROBE","PA","PENNSYLVANIA","15650","2690","8","2","2012","23","566","4","A","5","12","03","0","2011","25","531","4.7","A","2010","12","454","2.6","A"
"003369","SUSQUEHANNA UNIVERSITY","514 UNIVERSITY AVENUE","SELINSGROVE","PA","PENNSYLVANIA","17870","1001","6","2","2012","19","545","3.4","A","5","10","03","0","2011","17","449","3.7","A","2010","14","398","3.5","A"
"003370","SWARTHMORE COLLEGE","500 COLLEGE AVENUE","SWARTHMORE","PA","PENNSYLVANIA","19081","1390","6","2","2012","3","182","1.6","A","5","07","03","0","2011","0","160","0","A","2010","1","159","0.6","A"
"003371","TEMPLE UNIVERSITY","CONWELL HALL, GROUND FLOOR         1801 NORTH BROA","PHILADELPHIA","PA","PENNSYLVANIA","19122","6003","8","2","2012","456","9085","5","P","5","02","03","0","2011","483","8516","5.6","P","2010","491","7725","6.3","P"
"003375","THEOLOGICAL SEMINARY REFORMED EPISCOPAL CHURCH","826 SECOND AVENUE","BLUEBELL","PA","PENNSYLVANIA","19422","1257","7","2","2012","N/A","N/A","N/A","A","5","7","03","0","2011","N/A","N/A","N/A","A","2010","N/A","N/A","N/A","A"
"003376","THIEL COLLEGE","75 COLLEGE AVENUE","GREENVILLE","PA","PENNSYLVANIA","16125","2181","6","2","2012","52","403","12.9","A","5","03","03","0","2011","52","376","13.8","A","2010","55","385","14.2","A"
"003378","UNIVERSITY OF PENNSYLVANIA","3451 WALNUT STREET","PHILADELPHIA","PA","PENNSYLVANIA","19104","6216","8","2","2012","46","3897","1.1","P","5","02","03","0","2011","49","3652","1.3","P","2010","58","3437","1.6","P"
"003379","UNIVERSITY OF PITTSBURGH - PITTSBURGH","107 CATHEDRAL OF LEARNING          4200 FIFTH AVEN","PITTSBURGH","PA","PENNSYLVANIA","15260","0001","8","1","2012","395","9041","4.3","P","5","14","03","0","2011","345","8084","4.2","P","2010","322","7181","4.4","P"
"003384","UNIVERSITY OF SCRANTON","800 LINDEN","SCRANTON","PA","PENNSYLVANIA","18510","4622","8","2","2012","48","1495","3.2","A","5","11","03","0","2011","51","1271","4","A","2010","47","1208","3.8","A"
"003385","URSINUS COLLEGE","601 EAST MAIN STREET","COLLEGEVILLE","PA","PENNSYLVANIA","19426","1000","6","2","2012","5","397","1.2","A","5","06","03","0","2011","10","334","2.9","A","2010","13","364","3.5","A"
"003386","VALLEY FORGE MILITARY COLLEGE","1001 EAGLE ROAD","WAYNE","PA","PENNSYLVANIA","19087","3695","5","2","2012","22","114","19.2","A","5","07","03","0","2011","18","98","18.3","A","2010","20","75","26.6","A"
"003388","VILLANOVA UNIVERSITY","800 LANCASTER AVENUE","VILLANOVA","PA","PENNSYLVANIA","19085","1699","8","2","2012","22","1885","1.1","P","5","07","03","0","2011","34","1658","2","P","2010","27","1525","1.7","P"
"003389","WASHINGTON AND JEFFERSON COLLEGE","60 SOUTH LINCOLN STREET","WASHINGTON","PA","PENNSYLVANIA","15301","4801","6","2","2012","14","391","3.5","A","5","12","03","0","2011","11","382","2.8","A","2010","13","316","4.1","A"
"003391","WAYNESBURG UNIVERSITY","51 WEST COLLEGE STREET","WAYNESBURG","PA","PENNSYLVANIA","15370","1222","8","2","2012","35","766","4.5","A","5","12","03","0","2011","38","734","5.1","A","2010","33","726","4.5","A"
"003392","WESTMINSTER COLLEGE","319 SOUTH MARKET STREET","NEW WILMINGTON","PA","PENNSYLVANIA","16172","0002","8","2","2012","14","361","3.8","A","5","04","03","0","2011","9","342","2.6","A","2010","9","330","2.7","A"
"003393","WESTMINSTER THEOLOGICAL SEMINARY","2960 WEST CHURCH ROAD","GLENSIDE","PA","PENNSYLVANIA","19038","6073","8","2","2012","3","65","4.6","A","5","02","03","0","2011","2","75","2.6","A","2010","3","57","5.2","A"
"003394","WILKES UNIVERSITY","84 WEST SOUTH STREET","WILKES-BARRE","PA","PENNSYLVANIA","18766","0998","8","2","2012","39","964","4","A","5","11","03","0","2011","46","901","5.1","A","2010","57","767","7.4","A"
"003395","PENNSYLVANIA COLLEGE OF TECHNOLOGY","ONE COLLEGE AVENUE","WILLIAMSPORT","PA","PENNSYLVANIA","17701","5779","6","1","2012","298","2473","12","A","5","10","03","0","2011","290","2388","12.1","A","2010","243","2220","10.9","A"
"003396","WILSON COLLEGE","1015 PHILADELPHIA AVENUE","CHAMBERSBURG","PA","PENNSYLVANIA","17201","1285","8","2","2012","14","239","5.8","A","5","09","03","0","2011","18","223","8","A","2010","11","195","5.6","A"
"003399","YORK COLLEGE OF PENNSYLVANIA","COUNTRY CLUB ROAD","YORK","PA","PENNSYLVANIA","17405","7199","8","2","2012","53","1379","3.8","A","5","19","03","0","2011","67","1360","4.9","A","2010","65","1268","5.1","A"
"003401","BROWN UNIVERSITY","PROSPECT STREET","PROVIDENCE","RI","RHODE ISLAND","02912","9127","8","2","2012","5","893","0.5","P","5","01","01","0","2011","11","817","1.3","P","2010","16","770","2","P"
"003402","BRYANT UNIVERSITY","1150 DOUGLAS PIKE","SMITHFIELD","RI","RHODE ISLAND","02917","1284","8","2","2012","17","817","2","A","5","01","01","0","2011","19","755","2.5","A","2010","26","759","3.4","A"
"003404","JOHNSON & WALES UNIVERSITY","8 ABBOTT PARK PLACE","PROVIDENCE","RI","RHODE ISLAND","02903","3703","8","2","2012","491","5623","8.7","A","5","02","01","0","2011","588","5343","11","A","2010","713","4873","14.6","A"
"003406","PROVIDENCE COLLEGE","549 RIVER AVENUE","PROVIDENCE","RI","RHODE ISLAND","02918","0001","8","2","2012","18","875","2","A","5","01","01","0","2011","19","800","2.3","A","2010","17","772","2.2","A"
"003407","RHODE ISLAND COLLEGE","600 MT PLEASANT AVENUE","PROVIDENCE","RI","RHODE ISLAND","02908","1991","8","1","2012","126","1951","6.4","A","5","02","01","0","2011","118","1864","6.3","A","2010","137","1511","9","A"
"003408","COMMUNITY COLLEGE OF RHODE ISLAND","400 EAST AVENUE","WARWICK","RI","RHODE ISLAND","02886","1807","5","1","2012","220","1845","11.9","P","5","02","01","0","2011","137","1327","10.3","P","2010","141","954","14.7","P"
"003409","RHODE ISLAND SCHOOL OF DESIGN","TWO COLLEGE STREET","PROVIDENCE","RI","RHODE ISLAND","02903","2784","8","2","2012","8","400","2","A","5","02","01","0","2011","14","414","3.3","A","2010","18","421","4.2","A"
"003410","ROGER WILLIAMS UNIVERSITY","ONE OLD FERRY ROAD","BRISTOL","RI","RHODE ISLAND","02809","2921","8","2","2012","35","1173","2.9","P","5","01","01","0","2011","34","1147","2.9","P","2010","60","1135","5.2","P"
"003411","SALVE REGINA UNIVERSITY","100 OCHRE POINT AVENUE","NEWPORT","RI","RHODE ISLAND","02840","4192","8","2","2012","13","576","2.2","A","5","01","01","0","2011","16","585","2.7","A","2010","30","530","5.6","A"
"003414","UNIVERSITY OF RHODE ISLAND","GREEN HALL                         35 CAMPUS AVENU","KINGSTON","RI","RHODE ISLAND","02881","0000","8","1","2012","167","3185","5.2","P","5","02","01","0","2011","214","2908","7.3","P","2010","182","2626","6.9","P"
"003417","ALLEN UNIVERSITY","1530 HARDEN STREET","COLUMBIA","SC","SOUTH CAROLINA","29204","1085","6","2","2012","92","316","29.1","A","2","06","04","0","2011","116","364","31.8","A","2010","105","297","35.3","A"
"003418","ANDERSON UNIVERSITY","316 BOULEVARD","ANDERSON","SC","SOUTH CAROLINA","29621","4035","8","2","2012","47","666","7","A","5","03","04","0","2011","53","551","9.6","A","2010","39","431","9","A"
"003419","CHARLESTON SOUTHERN UNIVERSITY","9200 UNIVERSITY BOULEVARD","CHARLESTON","SC","SOUTH CAROLINA","29406","2160","8","2","2012","101","1159","8.7","A","5","01","04","0","2011","95","1071","8.8","A","2010","62","959","6.4","A"
"003420","BENEDICT COLLEGE","1600 HARDEN STREET","COLUMBIA","SC","SOUTH CAROLINA","29204","1086","6","2","2012","273","1386","19.6","A","2","06","04","0","2011","404","1241","32.5","A","2010","391","1189","32.8","A"
"003421","BOB JONES UNIVERSITY","1700 WADE HAMPTON BOULEVARD","GREENVILLE","SC","SOUTH CAROLINA","29614","1000","8","3","2012","8","660","1.2","A","5","04","04","0","2011","5","535","0.9","A","2010","11","512","2.1","A"
"003422","SOUTHERN WESLEYAN UNIVERSITY","907 WESLEYAN DRIVE","CENTRAL","SC","SOUTH CAROLINA","29630","1020","8","2","2012","81","837","9.6","A","5","03","04","0","2011","86","878","9.7","A","2010","120","968","12.3","A"
"003423","CITADEL, THE MILITARY COLLEGE OF SOUTH CAROLINA","171 MOULTRIE STREET","CHARLESTON","SC","SOUTH CAROLINA","29409","0002","8","1","2012","28","821","3.4","A","5","06","04","0","2011","39","684","5.7","A","2010","33","664","4.9","A"
"003424","CLAFLIN UNIVERSITY","400 MAGNOLIA STREET","ORANGEBURG","SC","SOUTH CAROLINA","29115","4498","8","2","2012","83","612","13.5","A","2","06","04","0","2011","78","541","14.4","A","2010","61","500","12.2","A"
"003425","CLEMSON UNIVERSITY","201 SIKES HALL","CLEMSON","SC","SOUTH CAROLINA","29634","0001","8","1","2012","82","2929","2.7","A","5","03","04","0","2011","109","2697","4","A","2010","76","2441","3.1","A"
"003426","UNIVERSITY OF SOUTH CAROLINA - SUMTER","200 MILLER ROAD","SUMTER","SC","SOUTH CAROLINA","29150","2498","6","1","2012","36","293","12.2","A","5","05","04","0","2011","36","282","12.7","A","2010","27","269","10","A"
"003427","COKER COLLEGE","300 EAST COLLEGE AVENUE","HARTSVILLE","SC","SOUTH CAROLINA","29550","3797","8","2","2012","31","373","8.3","A","5","05","04","0","2011","35","400","8.7","A","2010","35","345","10.1","A"
"003428","COLLEGE OF CHARLESTON","66 GEORGE STREET","CHARLESTON","SC","SOUTH CAROLINA","29424","0100","8","1","2012","83","1960","4.2","A","5","01","04","0","2011","118","1787","6.6","A","2010","106","1742","6","A"
"003429","COLUMBIA INTERNATIONAL UNIVERSITY","7435 MONTICELLO ROAD","COLUMBIA","SC","SOUTH CAROLINA","29203","1599","8","2","2012","8","239","3.3","A","5","06","04","0","2011","16","244","6.5","A","2010","8","199","4","A"
"003430","COLUMBIA COLLEGE","1301 COLUMBIA COLLEGE DRIVE","COLUMBIA","SC","SOUTH CAROLINA","29203","5998","8","2","2012","48","609","7.8","A","5","06","04","0","2011","64","530","12","A","2010","38","544","6.9","A"
"003431","CONVERSE COLLEGE","580 EAST MAIN STREET","SPARTANBURG","SC","SOUTH CAROLINA","29302","1931","8","2","2012","24","387","6.2","A","5","04","04","0","2011","22","361","6","A","2010","20","278","7.1","A"
"003432","ERSKINE COLLEGE","2 WASHINGTON STREET","DUE WEST","SC","SOUTH CAROLINA","29639","0000","8","2","2012","7","204","3.4","A","5","03","04","0","2011","13","189","6.8","A","2010","10","165","6","A"
"003434","FURMAN UNIVERSITY","3300 POINSETT HIGHWAY","GREENVILLE","SC","SOUTH CAROLINA","29613","5253","8","2","2012","9","428","2.1","A","5","04","04","0","2011","9","326","2.7","A","2010","7","298","2.3","A"
"003435","LANDER UNIVERSITY","320 STANLEY AVENUE","GREENWOOD","SC","SOUTH CAROLINA","29649","2099","8","1","2012","87","802","10.8","A","5","03","04","0","2011","79","789","10","A","2010","54","706","7.6","A"
"003436","LIMESTONE COLLEGE","1115 COLLEGE DRIVE","GAFFNEY","SC","SOUTH CAROLINA","29340","3799","8","2","2012","111","1065","10.4","A","5","05","04","0","2011","128","970","13.1","A","2010","168","1089","15.4","A"
"003438","MEDICAL UNIVERSITY OF SOUTH CAROLINA","171 ASHLEY AVENUE","CHARLESTON","SC","SOUTH CAROLINA","29425","0100","8","1","2012","8","751","1","P","5","01","04","0","2011","10","719","1.3","P","2010","7","704","0.9","P"
"003439","MORRIS COLLEGE","100 WEST COLLEGE STREET","SUMTER","SC","SOUTH CAROLINA","29150","3599","6","2","2012","115","481","23.9","A","2","06","04","0","2011","113","352","32.1","A","2010","94","326","28.8","A"
"003440","NEWBERRY COLLEGE","2100 COLLEGE STREET","NEWBERRY","SC","SOUTH CAROLINA","29108","2197","6","2","2012","46","363","12.6","A","5","05","04","0","2011","48","319","15","A","2010","36","269","13.3","A"
"003441","NORTH GREENVILLE UNIVERSITY","7801 TIGERVILLE ROAD","TIGERVILLE","SC","SOUTH CAROLINA","29688","1892","8","2","2012","50","529","9.4","A","5","04","04","0","2011","34","491","6.9","A","2010","26","431","6","A"
"003445","PRESBYTERIAN COLLEGE","503 SOUTH BROAD STREET","CLINTON","SC","SOUTH CAROLINA","29325","2503","8","2","2012","11","190","5.7","A","5","03","04","0","2011","13","208","6.2","A","2010","6","194","3","A"
"003446","SOUTH CAROLINA STATE UNIVERSITY","300 COLLEGE STREET NORTHEAST","ORANGEBURG","SC","SOUTH CAROLINA","29117","4427","8","1","2012","311","1607","19.3","A","2","06","04","0","2011","306","1350","22.6","A","2010","303","1517","19.9","A"
"003447","SPARTANBURG METHODIST COLLEGE","1000 POWELL MILL ROAD","SPARTANBURG","SC","SOUTH CAROLINA","29301","5899","5","2","2012","67","355","18.8","A","5","04","04","0","2011","59","323","18.2","A","2010","45","294","15.3","A"
"003448","UNIVERSITY OF SOUTH CAROLINA - COLUMBIA","COLUMBIA-CAMPUS","COLUMBIA","SC","SOUTH CAROLINA","29208","3999","8","1","2012","241","5851","4.1","P","5","06","04","0","2011","254","5364","4.7","P","2010","186","4814","3.8","P"
"003449","UNIVERSITY OF SOUTH CAROLINA - AIKEN","471 UNIVERSITY PARKWAY","AIKEN","SC","SOUTH CAROLINA","29801","6399","8","1","2012","54","890","6","A","5","03","04","0","2011","67","814","8.2","A","2010","38","690","5.5","A"
"003450","UNIVERSITY OF SOUTH CAROLINA - BEAUFORT","1 UNIVERSITY BLVD.","BLUFFTON","SC","SOUTH CAROLINA","29909","4602","6","1","2012","56","541","10.3","A","5","02","04","0","2011","34","409","8.3","A","2010","38","335","11.3","A"
