OPEID,SCHOOL,ADDR,CITY,STATE,ST_DESC,ZIP,ZIP_EXT,Country,LONGEST PROGRAM LENGTH,SCHOOL TYPE,COHORT YEAR,NUMBER IN DEFAULT,NUMBER ENTERING REPAYMENT,DEFAULT RATE,PRATE,ETH_CERT,PROGRAM,CON_DIST,REGION,AVGOR_GE30
002687,CUNY Brooklyn College,2900 Bedford Avenue,Brooklyn,NY,New York,11210,2814,,Master's Degree or Doctor's Degree,Pub,2009,91,1524,5.9,A,,B,10,02,1
002843,SUNY College at Cortland,Miller Administration Building,Cortland,NY,New York,13045,0900,,Master's Degree or Doctor's Degree,Pub,2009,62,1777,3.4,A,,B,24,02,1
041233,Hudson Valley School of Massage Therapy,1723 Rt 9W,West Park,NY,New York,12493,0000,,Non-Degree 1 Year (900-1799 hours),Prop,2009,1,14,7.1,A,,B,22,02,1
021187,Long Island College Hospital - School of Nursing,"350 Henry  Street, 7 Floor",Brooklyn,NY,New York,11201,6001,,Associate's Degree,Priv,2009,9,122,7.3,A,,B,12,02,1
002726,General Theological Seminary of the Episcopal Church (The),440 W 21 Street,New York,NY,New York,10011,2981,,Master's Degree or Doctor's Degree,Priv,2009,2,18,11.1,A,,B,08,02,1
022178,Dorothea Hopfer School of Nursing At The Mount Vernon Hospital (The),53 Valentine Street,Mount Vernon,NY,New York,10550,2009,,Associate's Degree,Priv,2009,5,49,10.2,A,,B,17,02,1
002690,CUNY Queens College,65-30 Kissena Boulevard,Flushing,NY,New York,11367,1597,,Master's Degree or Doctor's Degree,Pub,2009,55,1099,5,A,,B,09,02,1
002710,Cooper Union for the Advancement of Science & Art (The),30 Cooper Square,New York,NY,New York,10003,7120,,Master's Degree or Doctor's Degree,Priv,2009,1,73,1.3,A,,B,08,02,1
002806,Rochester Institute of Technology,1 Lomb Memorial Drive,Rochester,NY,New York,14623,5608,,Master's Degree or Doctor's Degree,Priv,2009,98,2772,3.5,A,,B,29,02,1
002836,Binghamton University,3600 Vestal Parkway East,Binghamton,NY,New York,13902,6000,,Master's Degree or Doctor's Degree,Pub,2009,68,2219,3,A,,B,22,02,1
002734,Houghton College,1 Willard Avenue,Houghton,NY,New York,14744,0128,,Master's Degree or Doctor's Degree,Priv,2009,18,379,4.7,A,,B,29,02,1
002783,New York Law School,185 West Broadway,New York,NY,New York,10013,2960,,Master's Degree or Doctor's Degree,Priv,2009,15,471,3.1,A,,B,08,02,1
006448,Ellis Hospital School of Nursing,1101 Nott Street,Schenectady,NY,New York,12308,2487,,Associate's Degree,Priv,2009,1,32,3.1,A,,B,21,02,1
002671,Bard College,Annandale Road,Annandale-on-Hudson,NY,New York,12504,5000,,Master's Degree or Doctor's Degree,Priv,2009,16,332,4.8,A,,B,20,02,1
002718,Elmira College,One Park Place,Elmira,NY,New York,14901,2099,,Master's Degree or Doctor's Degree,Priv,2009,26,488,5.3,A,,B,29,02,1
002699,Clarkson University,8 Clarkson Avenue,Potsdam,NY,New York,13699,1403,,Master's Degree or Doctor's Degree,Priv,2009,18,693,2.5,A,,B,24,02,1
002707,Columbia University in the City of New York,210 Kent Hall,New York,NY,New York,10027,0000,,Master's Degree or Doctor's Degree,Priv,2009,115,4146,2.7,P,,B,15,02,1
002785,New York University,70 Washington Square South,New York,NY,New York,10012,1091,,Master's Degree or Doctor's Degree,Priv,2009,216,7666,2.8,P,,B,08,02,1
002833,Saint Vladimirs Orthodox Theological Seminary,575 Scarsdale Road,Crestwood,NY,New York,10707,1699,,Master's Degree or Doctor's Degree,Priv,2009,0,10,0,A,,B,18,02,1
002779,Nazareth College of Rochester,4245 East Avenue,Rochester,NY,New York,14618,3790,,Master's Degree or Doctor's Degree,Priv,2009,35,873,4,A,,B,29,02,1
002814,Skidmore College,815 North Broadway,Saratoga Springs,NY,New York,12866,1632,,Master's Degree or Doctor's Degree,Priv,2009,4,272,1.4,P,,B,20,02,1
002903,Yeshiva University,500 West 185th Street,New York,NY,New York,10033,3201,,Master's Degree or Doctor's Degree,Priv,2009,22,990,2.2,P,,B,15,02,1
026170,Continental School of Beauty Culture,517 North Barry Street,Olean,NY,New York,14760,2618,,Non-Degree 1 Year (900-1799 hours),Prop,2009,17,114,14.9,A,,B,26,02,1
002889,Union College,807 Union Street,Schenectady,NY,New York,12308,2311,,Bachelor's Degree,Priv,2009,9,271,3.3,P,,B,21,02,1
004811,Everest Institute,1630 Portland Avenue,Rochester,NY,New York,14621,3007,,Associate's Degree,Prop,2009,473,1436,32.9,A,,B,28,02,1
007273,CUNY Bernard M. Baruch College,17 Lexington Avenue,New York,NY,New York,10010,5518,,Master's Degree or Doctor's Degree,Pub,2009,34,1042,3.2,P,,B,14,02,1
021579,Rochester General Hospital,1425 Portland Avenue,Rochester,NY,New York,14621,3001,,Non-Degree 1 Year (900-1799 hours),Priv,2009,7,47,14.8,A,,B,28,02,1
002689,CUNY Hunter College,695 Park Avenue,New York,NY,New York,10065,5024,,Master's Degree or Doctor's Degree,Pub,2009,69,1753,3.9,A,,B,14,02,1
002701,Colgate University,13 Oak Drive,Hamilton,NY,New York,13346,1386,,Master's Degree or Doctor's Degree,Priv,2009,7,226,3,A,,B,23,02,1
002887,Albany Medical College,47 New Scotland Avenue,Albany,NY,New York,12208,3479,,Master's Degree or Doctor's Degree,Priv,2009,3,168,1.7,P,,B,21,02,1
002739,Ithaca College,953 Danby Road,Ithaca,NY,New York,14850,7000,,Master's Degree or Doctor's Degree,Priv,2009,41,1252,3.2,A,,B,22,02,1
009479,St. Paul's School of Nursing,2 Teleport Drive,Staten Island,NY,New York,10311,1004,,Associate's Degree,Prop,2009,3,53,5.6,P,,B,13,02,1
002803,Rensselaer Polytechnic Institute,110 Eighth Street,Troy,NY,New York,12180,3590,,Master's Degree or Doctor's Degree,Priv,2009,26,963,2.6,P,,B,21,02,1
002813,Sarah Lawrence College,One Mead Way,Bronxville,NY,New York,10708,5999,,Master's Degree or Doctor's Degree,Priv,2009,12,291,4.1,A,,B,18,02,1
002851,SUNY College of Environment Science & Forestry,1 Forestry Drive,Syracuse,NY,New York,13210,2778,,Master's Degree or Doctor's Degree,Pub,2009,16,403,3.9,A,,B,25,02,1
002711,Cornell University,300 Day Hall,Ithaca,NY,New York,14853,2801,,Master's Degree or Doctor's Degree,Priv,2009,42,2545,1.6,P,,B,22,02,1
002740,Jewish Theological Seminary of America (The),3080 Broadway,New York,NY,New York,10027,4649,,Master's Degree or Doctor's Degree,Priv,2009,1,47,2.1,P,,B,15,02,1
002742,Juilliard School (The),60 Lincoln Center Plaza,New York,NY,New York,10023,6588,,Master's Degree or Doctor's Degree,Priv,2009,6,123,4.8,A,,B,08,02,1
002845,SUNY College at Geneseo,1 College Circle,Geneseo,NY,New York,14454,1401,,Master's Degree or Doctor's Degree,Pub,2009,29,1021,2.8,A,,B,26,02,1
006435,Arnot Ogden Medical Center,600 Roe Avenue,Elmira,NY,New York,14905,1676,,Non-Degree 2 Years (1800-2699 hours),Priv,2009,0,14,0,P,,B,29,02,1
007391,Beauty School of Middletown,225 Dolson Avenue,Middletown,NY,New York,10940,6574,,Non-Degree 1 Year (900-1799 hours),Prop,2009,5,72,6.9,A,,B,22,02,1
009929,SUNY College of Optometry,33 West 42nd Street,New York,NY,New York,10036,8003,,Master's Degree or Doctor's Degree,Pub,2009,0,72,0,P,,B,14,02,1
002677,Brooklyn Law School,250 Joralemon Street,Brooklyn,NY,New York,11201,3798,,First Professional Degree,Priv,2009,8,457,1.7,A,,B,10,02,1
002669,Bank Street College of Education,610 West 112th Street,New York,NY,New York,10025,1898,,Master's Degree or Doctor's Degree,Priv,2009,3,286,1,A,,B,15,02,1
002765,Marist College,3399 North Road,Poughkeepsie,NY,New York,12601,1387,,Master's Degree or Doctor's Degree,Priv,2009,19,1168,1.6,A,,B,19,02,1
002894,University of Rochester,240 Wallis Hall,Rochester,NY,New York,14627,9000,,Master's Degree or Doctor's Degree,Priv,2009,15,1230,1.2,P,,B,28,02,1
003979,"Teachers College, Columbia University",525 West 120th Street,New York,NY,New York,10027,6696,,Master's Degree or Doctor's Degree,Priv,2009,26,1112,2.3,A,,B,15,02,1
038813,Union Graduate College,80 Nott Terrace,Schenectady,NY,New York,12308,3131,,Master's Degree or Doctor's Degree,Priv,2009,3,94,3.1,A,,B,21,02,1
002749,New York College of Podiatric Medicine,53 East 124th Street,New York,NY,New York,10035,1940,,Master's Degree or Doctor's Degree,Priv,2009,3,87,3.4,P,,B,15,02,1
002839,State University of New York Downstate Medical Center,450 Clarkson Avenue,Brooklyn,NY,New York,11203,2098,,Master's Degree or Doctor's Degree,Pub,2009,9,375,2.4,A,,B,11,02,1
002895,Vassar College,124 Raymond Avenue,Poughkeepsie,NY,New York,12604,0008,,Master's Degree or Doctor's Degree,Priv,2009,2,285,0.7,A,,B,19,02,1
006467,Saint Joseph's College of Nursing at St Joseph's Hospital Health Cente,206 Prospect Avenue,Syracuse,NY,New York,13203,1806,,Associate's Degree,Priv,2009,7,94,7.4,A,,B,25,02,1
002731,Hobart and William Smith Colleges,337 Pulteney Street,Geneva,NY,New York,14456,3397,,Master's Degree or Doctor's Degree,Priv,2009,5,294,1.7,A,,B,24,02,1
002784,New York Medical College,Administration Building,Valhalla,NY,New York,10595,1600,,Master's Degree or Doctor's Degree,Priv,2009,3,332,0.9,P,,B,18,02,1
002886,Albany Law School of Union University,80 New Scotland Avenue,Albany,NY,New York,12208,3494,,Master's Degree or Doctor's Degree,Priv,2009,5,223,2.2,A,,B,21,02,1
031913,CUNY School of Law at Queens College,65-21 Main Street,Flushing,NY,New York,11367,1300,,First Professional Degree,Pub,2009,4,134,2.9,A,,B,05,02,1
002829,St. Lawrence University,Romoda Drive,Canton,NY,New York,13617,1455,,Master's Degree or Doctor's Degree,Priv,2009,13,415,3.1,A,,B,23,02,1
002708,Barnard College,3009 Broadway,New York,NY,New York,10027,6598,,Bachelor's Degree,Priv,2009,8,248,3.2,A,,B,15,02,1
004054,Hebrew Union College - Jewish Institute of Religion,1 West 4th Street,New York,NY,New York,10012,1186,,Master's Degree or Doctor's Degree,Priv,2009,0,71,0,P,,B,08,02,1
012277,New York Chiropractic College,2360 State Route 89,Seneca Falls,NY,New York,13148,0800,,Master's Degree or Doctor's Degree,Priv,2009,4,203,1.9,A,,B,24,02,1
002885,Albany College of Pharmacy and Health Sciences,106 New Scotland Avenue,Albany,NY,New York,12208,3492,,Master's Degree or Doctor's Degree,Priv,2009,2,236,0.8,P,,B,21,02,1
002674,New York Theological Seminary,475 Riverside Drive,New York,NY,New York,10115,0002,,Master's Degree or Doctor's Degree,Priv,2009,0,0,0,A,,B,15,02,1
002822,Christ the King Seminary,711 Knox Road,East Aurora,NY,New York,14052,0607,,Master's Degree or Doctor's Degree,Priv,2009,0,4,0,A,,B,27,02,1
002840,State University of New York Upstate Medical University,750 East Adams Street,Syracuse,NY,New York,13210,2375,,Master's Degree or Doctor's Degree,Pub,2009,2,264,0.7,P,,B,25,02,1
002892,United States Merchant Marine Academy,300 Steamboat Road,Kings Point,NY,New York,11024,1699,,Bachelor's Degree,Pub,2009,2,75,2.6,A,,B,05,02,1
002900,Webb Institute,298 Crescent Beach Road,Glen Cove,NY,New York,11542,1398,,Bachelor's Degree,Priv,2009,0,4,0,A,,B,03,02,1
003976,Rabbinical Academy Mesivta Rabbi Chaim Berlin,1593 Coney Island Avenue,Brooklyn,NY,New York,11230,4715,,First Professional Degree,Priv,2009,0,0,0,A,,B,11,02,1
003978,Rabbinical Seminary of America,76-01 147th Street,Flushing,NY,New York,11367,3148,,First Professional Degree,Priv,2009,0,0,0,A,,B,09,02,1
004776,Central Yeshiva Tomchei Tmimim Lubavitz,841  Ocean Parkway,Brooklyn,NY,New York,11230,2798,,First Professional Degree,Priv,2009,0,0,0,A,,B,11,02,1
004798,Mirrer Yeshiva Central Institute,1791-5 Ocean Parkway,Brooklyn,NY,New York,11223,2010,,Master's Degree or Doctor's Degree,Priv,2009,0,0,0,A,,B,08,02,1
005066,Faxton - Saint Luke's School of Radiography,1656 Champlain Avenue,Utica,NY,New York,13502,4856,,Non-Degree 3 Plus Years (>= 2700 hours),Priv,2009,0,7,0,A,,B,24,02,1
007026,Mount Sinai School of Medicine,One Gustave L Levy Place,New York,NY,New York,10029,6500,,Master's Degree or Doctor's Degree,Priv,2009,1,138,0.7,P,,B,14,02,1
007264,Mesivta Torah Vodaath Rabbinical Seminary,425 East 9th Street,Brooklyn,NY,New York,11218,5209,,First Professional Degree,Priv,2009,0,0,0,A,,B,11,02,1
008614,Rabbinical College Bobover Yeshiva Bnei Zion,1577-48th Street,Brooklyn,NY,New York,11219,3293,,First Professional Degree,Priv,2009,0,0,0,A,,B,08,02,1
008617,Rabbinical Seminary Mkor Chaim,1571 55th Street,Brooklyn,NY,New York,11219,4300,,First Professional Degree,Priv,2009,0,1,0,A,,B,08,02,1
009029,Neighborhood Playhouse School of the Theatre (The),340 East 54 Street,New York,NY,New York,10022,5017,,Non-Degree 2 Years (1800-2699 hours),Priv,2009,2,13,15.3,A,,B,14,02,1
009335,Mesivta of Eastern Parkway Rabbinical Seminary,510 Dahill Road,Brooklyn,NY,New York,11218,5559,,First Professional Degree,Priv,2009,0,1,0,A,,B,08,02,1
010378,Rabbinical College of Long Island,205 West Beech Street,Long Beach,NY,New York,11561,3244,,First Professional Degree,Priv,2009,0,0,0,A,,B,03,02,1
011677,Memorial Sloan Kettering Cancer Center,"1275 York Avenue, Box 22",New York,NY,New York,10021,6094,,Non-Degree 1 Year (900-1799 hours),Priv,2009,0,1,0,A,,B,14,02,1
011821,Yeshivath Zichron Moshe,Laurel Park Road,South Fallsburg,NY,New York,12779,0580,,First Professional Degree,Priv,2009,0,0,0,A,,B,22,02,1
011921,Westchester School of Beauty Culture,6 Gramatan Avenue,Mount Vernon,NY,New York,10550,2295,,Non-Degree 1 Year (900-1799 hours),Prop,2009,0,0,0,A,,B,17,02,1
011984,Ohr HaMeir Theological Seminary,Furnace Woods Road,Peekskill,NY,New York,10566,0990,,First Professional Degree,Priv,2009,0,0,0,A,,B,19,02,1
012358,Plaza College,74-09 37th Avenue,Jackson Heights,NY,New York,11372,6300,,Bachelor's Degree,Prop,2009,25,445,5.6,A,,B,07,02,1
013027,Yeshivath Viznitz,15 Elyon Road,Monsey,NY,New York,10952,3021,,First Professional Degree,Priv,2009,0,7,0,A,,B,17,02,1
021520,Yeshiva Shaar Hatorah,176-06 84th Avenue,Richmond Hill,NY,New York,11418,1469,,First Professional Degree,Priv,2009,0,2,0,A,,B,06,02,1
021873,Darkei Noam Rabbinical College,2822 Avenue J,Brooklyn,NY,New York,11220,3736,,First Professional Degree,Priv,2009,0,0,0,A,,B,12,02,1
021916,Torah Temimah Talmudical Seminary,507 Ocean Parkway,Brooklyn,NY,New York,11218,5913,,First Professional Degree,Priv,2009,0,3,0,A,,B,09,02,1
022567,Kol Yaakov Torah Center,29 West Maple Avenue,Monsey,NY,New York,10952,2953,,First Professional Degree,Priv,2009,0,0,0,A,,B,17,02,1
022651,Yeshiva Derech Chaim,1573 39th Street,Brooklyn,NY,New York,11218,4413,,First Professional Degree,Priv,2009,0,0,0,A,,B,08,02,1
022652,Global Business Institute,1931 Mott Avenue,Far Rockaway,NY,New York,11691,4103,,Non-Degree 1 Year (900-1799 hours),Priv,2009,0,0,0,A,,D,06,02,1
024914,Spanish-American Institute,215 West 43rd Street,New York,NY,New York,10036,3913,,Non-Degree 1 Year (900-1799 hours),Priv,2009,0,0,0,A,,,08,02,1
025068,Yeshivat Mikdash Melech,1326 Ocean Parkway,Brooklyn,NY,New York,11230,5601,,First Professional Degree,Priv,2009,0,1,0,A,,B,09,02,1
025567,Seminar L'Moros Bais Yaakov,4409 15th Avenue,Brooklyn,NY,New York,11219,1699,,Non-Degree 1 Year (900-1799 hours),Priv,2009,0,0,0,A,,B,08,02,1
026166,Shear Ego International School of Hair Design,525 Titus Avenue,Rochester,NY,New York,14617,3501,,Non-Degree 1 Year (900-1799 hours),Prop,2009,0,0,0,A,,D,25,02,1
026229,Rabbinical College of Yeshiva and Kolel Bais Medrosh Elyon Association,73 Main Street,Monsey,NY,New York,10952,3013,,First Professional Degree,Priv,2009,0,0,0,A,,B,17,02,1
030962,Charles Stuart School,1420 Kings Highway,Brooklyn,NY,New York,11229,2004,,Non-Degree 1 Year (900-1799 hours),Prop,2009,1,9,11.1,A,,B,09,02,1
031693,Studio Jewelers,32 East 31 Street,New York,NY,New York,10016,4112,,Non-Degree (600-899 hours),Prop,2009,0,0,0,A,,B,14,02,1
031933,Manhattan School of Computer Technology,931 Coney Island Avenue,Brooklyn,NY,New York,11230,1617,,Non-Degree 1 Year (900-1799 hours),Priv,2009,0,1,0,A,,B,08,02,1
032163,Unification Theological Seminary,30 Seminary Drive,Barrytown,NY,New York,12507,5021,,Master's Degree or Doctor's Degree,Priv,2009,0,1,0,A,,B,20,02,1
039833,"School of Professional Horticulture, at the N. Y. Botanical Garden",2900 Southern Boulevard,Bronx,NY,New York,10458,5126,,Non-Degree 2 Years (1800-2699 hours),Priv,2009,0,3,0,A,,B,16,02,1
041340,"John Paolo's Xtreme Beauty Institute, Goldwell Products Artistry",2144 Saratoga Avenue,Ballston Spa,NY,New York,12020,1245,,Non-Degree 1 Year (900-1799 hours),Prop,2009,0,1,0,A,,B,20,02,0
041480,New Life Business Institute,161-10 Jamaica Avenue,Jamaica,NY,New York,11432,6149,,Non-Degree 1 Year (900-1799 hours),Prop,2009,0,0,0,A,,B,6,02,0
041256,Career School of NY,350 St. Marks Place,Staten Island,NY,New York,10301,2416,,Non-Degree 1 Year (900-1799 hours),Priv,2009,0,5,0,A,,B,13,02,0
036523,Metropolitan Learning Institute,97-77 Queens Boulevard,Rego Park,NY,New York,11374,2101,,Non-Degree 2 Years (1800-2699 hours),Priv,2009,2,5,40,A,,B,09,02,0
040953,King's College (The),"350 5th Avenue, 15th Floor",New York,NY,New York,10018,0110,,Bachelor's Degree,Priv,2009,1,11,9,A,,B,14,02,0
025115,"Joffrey Ballet School, American Ballet Center",434 Avenue of the Americas,New York,NY,New York,10011,8456,,Non-Degree 3 Plus Years (>= 2700 hours),Prop,2009,0,0,0,A,,B,08,02,0
040433,Ace Computer Training Center,109-19 72nd Rd.,Forest Hills,NY,New York,11375,5337,,Non-Degree 1 Year (900-1799 hours),Prop,2009,0,0,0,A,,B,9,02,0
041177,"Monroe 2 - Orleans BOCES, Center for Workforce Development",Rochester Tech Park,Rochester,NY,New York,14624,1119,,Non-Degree (600-899 hours),Pub,2009,0,3,0,A,,B,29,02,0
041377,Ann Marie's World of Beauty School,389 State Street,Binghamton,NY,New York,13901,2308,,Non-Degree 1 Year (900-1799 hours),Prop,2009,0,0,0,A,,B,22,02,0
041443,Institute of Culinary Education,50 West 23rd Street,New York,NY,New York,10010,5205,,Non-Degree (600-899 hours),Prop,2009,0,0,0,A,,B,8,02,0
041553,Onondaga School of Therapeutic Massage,719 East Genesee Street,Syracuse,NY,New York,13210,1533,,Non-Degree 1 Year (900-1799 hours),Prop,2009,0,0,0,A,,B,25,02,0
041676,Finger Lakes School of Massage (The),1251 Trumansburg Road,Ithaca,NY,New York,14850,1384,,Non-Degree 1 Year (900-1799 hours),Prop,2009,0,0,0,A,,B,22,02,0
010280,Ohio State Beauty Academy,1760 North Eastown Road,Lima,OH,Ohio,45807,4950,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,23,83,27.7,A,,B,04,05,1
011825,Ohio State School of Cosmetology,4390 Karl Road,Columbus,OH,Ohio,43224,1107,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,10,43,23.2,A,,B,12,05,1
020661,Ohio State College of Barber Styling,4614 East Broad Street,Columbus,OH,Ohio,43213,1301,,Non-Degree 1 Year (900-1799 hours),Prop,2009,28,82,34.1,A,,B,07,05,1
023112,American School of Technology,2100 Morse Center,Columbus,OH,Ohio,43229,6692,,Non-Degree 1 Year (900-1799 hours),Prop,2009,79,254,31.1,A,,B,12,05,1
026038,Lorain County JVS Adult Career Center,15181 State Route 58,Oberlin,OH,Ohio,44074,9799,,Non-Degree 2 Years (1800-2699 hours),Pub,2009,10,37,27,A,,B,09,05,1
020733,Gallia Jackson Vinton Joint School Adult Education,351 Buckeye Hills Road,Rio Grande,OH,Ohio,45674,0000,,Non-Degree 1 Year (900-1799 hours),Pub,2009,6,36,16.6,A,,B,06,05,1
025829,Kaplan Career Institute,8720 Brookpark Road,Brooklyn,OH,Ohio,44129,6810,,Associate's Degree,Prop,2009,199,587,33.9,A,,B,10,05,1
005753,Owens State Community College,30335 Oregon Road,Perrsyburg,OH,Ohio,43551,0000,,Associate's Degree,Pub,2009,800,3990,20,A,,B,05,05,1
012891,Antonelli College,124 E. 7th Street,Cincinnati,OH,Ohio,45202,2592,,Associate's Degree,Prop,2009,318,904,35.1,A,,B,02,05,1
020520,Kaplan College,2800 East River Road,Dayton,OH,Ohio,45439,1516,,Associate's Degree,Prop,2009,270,895,30.1,A,,B,03,05,1
012128,Lincoln College of Technology,111 West First Street,Dayton,OH,Ohio,45402,3003,,Associate's Degree,Prop,2009,958,2643,36.2,A,,B,03,05,1
003026,Central State University,1400 Brush Row Road,Wilberforce,OH,Ohio,45384,1004,,Master's Degree or Doctor's Degree,Pub,2009,235,715,32.8,A,H,B,07,05,1
022463,Ross Medical Education Center,11590 Century Boulevard,Cincinnati,OH,Ohio,45246,3317,,Non-Degree 1 Year (900-1799 hours),Prop,2009,14,126,11.1,A,,B,01,05,1
034684,National Institute of Massotherapy,3681 Manchester Road,Akron,OH,Ohio,44319,2100,,Associate's Degree,Prop,2009,11,40,27.5,A,,B,13,05,1
030243,Valley Beauty School,706 Wheeling Avenue,Cambridge,OH,Ohio,43725,2332,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,13,32,40.6,A,,B,06,05,1
021963,Lawrence County Vocational School District - Collins Career Center,11627 State Route 243,Chesapeake,OH,Ohio,45619,7962,,Non-Degree 3 Plus Years (>= 2700 hours),Pub,2009,34,207,16.4,A,,B,06,05,1
