"","lon","lat"
"1",-75.6138526,43.9829962
"2",-74.0060133,40.7176819
"3",-73.9842884,40.7743386
"4",-74.0047213,40.7373237
"5",-73.967162,40.7530379
"6",-73.9717988,40.7616335
"7",-88.9400996,42.3197507
"8",-73.974393,40.7646455
"9",-73.9894047,40.7714442
"10",-73.990137,40.764356
