"","lon","lat"
"1",-73.9848661,40.7646302
"2",-73.9774657,40.7771953
"3",-73.9954844,40.7453038
"4",-73.9692701,40.7091999
"5",-73.9848661,40.7646302
"6",-73.9636237,40.7167666
"7",-73.9636237,40.7167666
"8",-73.9793278,40.7290717
"9",-73.9848661,40.7646302
"10",-73.9819026,40.7380251
"11",-73.9707386,40.6976094
"12",-73.99307,40.746902
"13",-76.4118681,36.9664643
"14",-73.9819026,40.7380251
"15",-73.9499061,40.7835297
"16",-73.9884135,40.7659444
"17",-73.942301,40.823284
"18",-73.9499061,40.7835297
"19",-74.0138816,40.7077056
"20",-73.9777584,40.672445
"21",-73.9711907,40.7884748
"22",-122.3988018,37.7970607
"23",-73.9986198,40.712032
"24",-73.9559602,40.7785142
"25",130.9823732,45.3005709
"26",-73.971305,40.7456286
"27",-73.964454,40.678859
"28",-73.9568006,40.7661506
"29",-73.99307,40.746902
"30",-87.629623,41.629592
"31",-73.942301,40.823284
"32",-73.960397,40.680919
"33",-74.0077082,40.6341026
"34",-74.0077082,40.6341026
"35",-73.9523767,40.8261339
"36",-73.8847926,40.6548451
"37",-79.9792241,32.855849
"38",-73.9996876,40.7365901
"39",-73.9996876,40.7365901
"40",-73.972928,40.792443
"41",-74.0005779,40.7363655
"42",-73.9855675,40.7450704
"43",-74.0005779,40.7363655
"44",-73.9819026,40.7380251
"45",-73.9671398,40.7573349
"46",-73.9681536,40.7541372
"47",-73.98048,40.677765
"48",-93.2866578,44.9519604
"49",-73.9769412,40.7455379
"50",-74.0004338,40.7391443
"51",-70.8891503,42.530228
"52",-73.952477,40.669491
"53",-73.9646624,40.7929093
"54",-73.986935,40.7022837
"55",-73.964454,40.678859
"56",-73.9769166,40.7270107
"57",-73.9658726,40.7568057
"58",-122.3252465,47.6093082
"59",-118.2688634,34.0568645
"60",-74.0005779,40.7363655
"61",-73.9996876,40.7365901
"62",-73.9896254,40.7427273
"63",-73.9845471,40.7434173
"64",-73.968106,40.7549337
"65",-73.9896254,40.7427273
"66",-73.9954967,40.7329234
"67",-73.9530128,40.7912098
"68",-73.9499061,40.7835297
"69",-73.9769412,40.7455379
"70",-73.9819026,40.7380251
"71",-74.0072519,40.7298841
"72",-73.9848661,40.7646302
"73",-73.9681536,40.7541372
"74",-75.6134431,43.9829686
"75",-75.1544909,39.955615
"76",-75.1544909,39.955615
"77",-73.9900628,40.7751099
"78",-74.0171263,40.7055062
"79",-87.874199,41.12865
"80",-73.9819026,40.7380251
"81",-73.9995588,40.7618116
"82",-74.001799,40.685044
"83",-74.001799,40.685044
"84",-73.9549916,40.7697707
"85",-73.9678483,40.7531669
"86",-122.3417576,47.6094834
"87",-74.0004737,40.6870458
"88",-87.6318375,41.721398
"89",-74.2036305,40.7132089
"90",-74.2036305,40.7132089
"91",-73.9570596,40.5757866
"92",-73.9776641,40.7477962
"93",-73.9517903,40.7690465
"94",-73.9880298,40.5855205
"95",-73.8847926,40.6548451
"96",-73.9717988,40.7616335
"97",-71.0709346,42.3601112
"98",-94.5853555,39.1000145
"99",-73.9936437,40.7324143
"100",-73.9996876,40.7365901
"101",-74.009388,40.720242
"102",-74.0005779,40.7363655
"103",-74.1105336,40.8458652
"104",-74.0093136,40.7320578
"105",-118.2493398,34.0425336
"106",-73.9817311,40.7707681
"107",-73.9819026,40.7380251
"108",-73.9631442,40.7654964
"109",-73.9712269,40.789226
"110",-73.9822398,40.6861753
"111",-73.9679836,40.7540564
"112",-74.0063783,40.7436578
"113",-73.9649319,40.7945333
"114",-73.9499061,40.7835297
"115",-73.961718,40.7634372
"116",-96.7477243,40.2655713
"117",-73.9818933,40.7301722
"118",-73.724203,43.056671
"119",-73.9549916,40.7697707
"120",-74.0176786,40.7101846
"121",-73.9931886,40.7614011
"122",-73.9692225,40.751363
"123",-73.9527091,40.7785458
"124",-73.9475338,40.8351599
"125",-73.941104,40.7944869
"126",-73.9481067,40.8347848
"127",-74.0005779,40.7363655
"128",-73.9896254,40.7427273
"129",-74.0109887,40.7228826
"130",-73.9817311,40.7707681
"131",-74.0159807,40.7173427
"132",-74.0159807,40.7173427
"133",-73.9549436,40.7730272
"134",-74.009915,40.7156172
"135",-73.9819026,40.7380251
"136",-73.9778528,40.7847793
"137",-73.9848661,40.7646302
"138",-73.9879489,40.7386299
"139",-73.9725287,40.7463583
"140",-73.9499061,40.7835297
"141",-74.0060007,40.7083083
"142",-73.9780073,40.7773625
"143",-73.9780073,40.7773625
"144",-73.95371,40.804855
"145",-73.9827652,40.7761347
"146",-73.9825389,40.7614321
"147",-73.9769166,40.7270107
"148",-74.013379,40.7089944
"149",-73.9469411,40.7789881
"150",-73.984671,40.767258
"151",-73.9836328,40.7347266
"152",-74.001233,40.7389096
"153",-76.7808342,40.8607529
"154",-73.9889523,40.7628326
"155",-73.9736435,40.7484906
"156",-73.9735422,40.5756434
"157",-73.9588028,40.5767174
"158",-73.9517903,40.7690465
"159",-73.8847926,40.6548451
"160",-71.0709346,42.3601112
"161",-95.9866739,36.132658
"162",-73.9530128,40.7912098
"163",-73.9838114,40.7501161
"164",-73.968106,40.7549337
"165",-73.9809365,40.7619422
"166",-73.9842884,40.7743386
"167",-75.626426,43.987595
"168",-74.0106248,40.7064181
"169",-74.0171263,40.7055062
"170",-74.0159807,40.7173427
"171",-99.0851712,40.7005255
"172",-73.979844,40.789378
"173",-73.9955149,40.7447488
"174",-122.3974687,37.7825837
"175",-73.9499061,40.7835297
"176",-117.1594633,32.7120909
"177",-73.9996652,40.6934857
"178",-89.0664877,42.3162011
"179",-73.9763,40.7645553
"180",-73.9810959,40.677202
"181",-74.0079954,40.7051404
"182",-73.9712766,40.7533807
"183",-73.9621214,40.7640214
"184",-73.941833,40.717625
"185",-73.941833,40.717625
"186",-75.5215785,40.1324047
"187",-73.9995588,40.7618116
"188",-122.3939534,37.7833324
"189",-118.2760214,33.9190733
"190",-73.9825389,40.7614321
"191",-73.9995588,40.7618116
"192",-73.9764548,40.7453347
"193",-118.2760214,33.9190733
"194",-73.964454,40.678859
"195",-73.9684037,40.7080905
"196",-73.9077504,40.6248343
"197",-73.990137,40.764356
"198",-73.968106,40.7549337
"199",-73.9945993,40.7357191
"200",-99.0851712,40.7005255
"201",-73.9566302,40.7131077
"202",-73.9979483,40.7414823
"203",-73.9485774,40.7827522
"204",-73.952547,40.674669
"205",-73.9499061,40.7835297
"206",-73.9803284,40.6810419
"207",-118.2760214,33.9190733
"208",-73.979689,40.7502005
"209",-73.95341,40.769888
"210",-73.9590866,40.6912908
"211",-73.9499061,40.7835297
"212",-73.952317,40.7719586
"213",-74.0138816,40.7077056
"214",-73.9668485,40.7606982
"215",-99.0851712,40.7005255
"216",-73.9404105,40.7929291
"217",-73.9677448,40.7535362
"218",-73.985702,40.767207
"219",-73.9464969,40.835309
"220",-73.9921963,40.7183497
"221",-73.9953977,40.760252
"222",-73.9517903,40.7690465
"223",-74.0068468,40.7142311
"224",-73.9590594,40.7741528
"225",-73.9590594,40.7741528
"226",-73.9717988,40.7616335
"227",-73.968106,40.7549337
"228",-74.0005779,40.7363655
"229",-73.9557811,40.7802076
"230",-73.9651703,40.7640866
"231",-73.9846893,40.76783
"232",144.9592286,-37.8169785
"233",-73.982812,40.743364
"234",-73.9996652,40.6934857
"235",-73.7789586,42.6661194
"236",-73.9724043,40.7551234
"237",-118.2758475,33.9190753
"238",-73.9654889,40.7625289
"239",-73.9778805,40.7429167
"240",-73.9704493,40.7933424
"241",-73.9499061,40.7835297
"242",-73.9646624,40.7929093
"243",-73.9488393,40.7813523
"244",-122.3986621,37.785349
"245",-73.9453982,40.6616992
"246",-74.0138816,40.7077056
"247",-73.9873225,40.7314208
"248",-122.4370857,37.7599637
"249",-73.9736853,40.7491205
"250",-73.9508683,40.7002587
"251",-71.0709346,42.3601112
"252",-73.9717988,40.7616335
"253",-73.9845471,40.7434173
"254",-73.9551674,40.7812396
"255",-122.963076,38.25027
"256",-122.963076,38.25027
"257",-73.960397,40.680919
"258",-73.9692701,40.7091999
"259",-73.9871806,40.7394669
"260",-73.9899137,40.7226607
"261",-73.9896254,40.7427273
"262",-73.9825518,40.7783581
"263",-70.2465647,43.6667052
"264",-73.9784728,40.6806404
"265",-90.056602,35.134883
"266",-73.9499061,40.7835297
"267",-75.6138806,43.982995
"268",-73.9827643,40.6931152
"269",-73.9825389,40.7614321
"270",-87.629623,41.629592
"271",-73.941081,40.7155262
"272",-73.9716489,40.7535408
"273",-73.958521,40.634669
"274",-73.958521,40.634669
"275",-73.9818933,40.7301722
"276",-73.9493898,40.7841014
"277",-73.9811372,40.6542024
"278",-74.0157157,40.7062146
"279",-74.0101939,40.722346
"280",-73.9826427,40.7745812
"281",-74.0069191,40.7151452
"282",-73.9896254,40.7427273
"283",-73.9996876,40.7365901
"284",-71.1755614,42.3977507
"285",-74.0062061,40.7453394
"286",-73.9693615,40.7658603
"287",-73.9996876,40.7365901
"288",-73.9522581,40.7816946
"289",-73.9761292,40.7632519
"290",-73.9924289,40.7405187
"291",-111.6986563,40.2971355
"292",-74.008082,40.7246995
"293",-73.9848661,40.7646302
"294",-73.9836328,40.7347266
"295",-74.0047213,40.7373237
"296",-73.9843051,40.7601778
"297",-122.2683806,37.8015305
"298",-97.303377,32.743164
"299",-73.954444,40.773366
"300",-73.9675225,40.7555746
"301",-73.9891852,40.767054
"302",-73.9609519,40.7602757
"303",-73.9922148,40.7579169
"304",-73.9788591,40.7848185
"305",-73.9605056,40.6712511
"306",-73.9795967,40.6833061
"307",-89.0648674,42.3162191
"308",-73.9858662,40.7715251
"309",-73.9948113,40.7498189
