"","lon","lat"
"1",-73.9499061,40.7835297
"2",-73.954444,40.773366
"3",-87.9235048,41.8475148
"4",-73.9656471,40.79355
"5",-73.9360675,40.8027724
"6",-73.9848661,40.7646302
"7",-73.9665329,40.7897119
"8",-74.0138816,40.7077056
"9",-73.9943421,40.7606144
"10",-73.9499061,40.7835297
"11",-73.9674738,40.6824813
"12",-73.9519209,40.7743149
"13",-73.941081,40.7155262
"14",-73.941081,40.7155262
"15",-73.941081,40.7155262
"16",-73.9490211,40.5868546
"17",-73.9490211,40.5868546
"18",-73.9703723,40.7517954
"19",-73.9776533,40.7631099
"20",-73.941081,40.7155262
"21",-73.9684037,40.7080905
"22",-73.9658199,40.674494
"23",-73.9639171,40.5796996
"24",-73.959315,40.5826821
"25",-87.629427,41.684975
"26",-79.9792241,32.855849
"27",-71.0709346,42.3601112
"28",-71.0721971,42.2946876
"29",-73.9761292,40.7632519
"30",-119.7887088,36.6633276
"31",-73.9649721,40.7630942
"32",-73.9583353,40.7736712
"33",-73.9649721,40.7630942
"34",-73.9649721,40.7630942
"35",-73.9809365,40.7619422
"36",-73.9809365,40.7619422
"37",-74.0171263,40.7055062
"38",-73.976626,40.792786
"39",-74.0159807,40.7173427
"40",-119.7887088,36.6633276
"41",-73.075243,40.824591
"42",-71.1766995,42.354402
"43",-73.9499061,40.7835297
"44",-122.2683806,37.8015305
"45",-93.2866578,44.9519604
"46",-73.9871806,40.7394669
"47",-73.9773515,40.7491948
"48",-71.1766995,42.354402
"49",-73.96145,40.7641367
"50",-73.724203,43.056671
"51",-73.9864516,40.6895299
"52",-73.9488875,40.7763914
"53",-73.9409331,40.7198076
"54",-74.0348123,40.6383667
"55",-71.0709346,42.3601112
"56",-73.9637746,40.7704242
"57",-73.9717988,40.7616335
"58",-73.9773054,40.7612038
"59",-99.0851712,40.7005255
"60",-73.9649721,40.7630942
"61",-73.9809365,40.7619422
"62",-74.0052761,40.7376678
"63",-73.9896254,40.7427273
"64",-73.9601503,40.6811541
"65",-73.960397,40.680919
"66",-73.9943421,40.7606144
"67",-73.9499061,40.7835297
"68",-73.724203,43.056671
"69",-73.9959078,40.7179405
"70",-73.9633749,40.6810634
"71",-73.968368,40.793535
"72",-73.9776758,40.7835554
"73",-73.9712736,40.7529828
"74",-73.9539839,40.5767514
"75",-94.5853555,39.1000145
"76",-99.0851712,40.7005255
"77",-99.0851712,40.7005255
"78",-119.7887088,36.6633276
"79",-73.972433,40.676009
"80",-73.9771489,40.7649394
"81",-119.7887088,36.6633276
"82",-73.986874,40.7648322
"83",-73.9995588,40.7618116
"84",-73.9858662,40.7715251
"85",-74.1105336,40.8458652
"86",-73.9605944,40.7717444
"87",-73.977984,40.680798
"88",-73.9646624,40.7929093
"89",-75.6122211,43.9825803
"90",144.9591851,-37.8190675
"91",-73.7767898,42.248288
"92",-92.8904787,39.7806933
"93",-73.9668883,40.5813719
"94",-73.9736435,40.7484906
"95",-73.9499061,40.7835297
"96",-73.9546148,40.6922463
"97",-73.9490211,40.5868546
"98",-73.949009,40.8320434
"99",-73.76352,42.655157
"100",-73.9735422,40.5756434
"101",-73.9407084,40.7157744
"102",-73.9631442,40.7654964
"103",-73.9896254,40.7427273
"104",-73.9990645,40.736502
"105",-73.9896254,40.7427273
"106",-73.9809365,40.7619422
"107",-73.996867,40.72199
"108",-117.1594633,32.7120909
"109",-74.1105336,40.8458652
"110",-73.9698223,40.7614822
"111",-73.9809365,40.7619422
"112",-73.9829368,40.7380674
"113",-73.9499061,40.7835297
"114",-73.9499061,40.7835297
"115",144.9591851,-37.8190675
"116",-73.9843067,40.7472327
"117",-73.9850289,40.7474699
"118",-73.9499061,40.7835297
"119",-73.967162,40.7530379
"120",-73.9717327,40.753192
"121",-73.9601503,40.6811541
"122",-73.9649319,40.7945333
"123",-73.9646957,40.6799096
"124",-122.3252465,47.6093082
"125",-73.9735422,40.5756434
"126",-73.954886,40.7009127
"127",-73.954886,40.7009127
"128",-73.9590594,40.7741528
"129",-74.0030312,40.7219639
"130",-73.9925579,40.7437747
"131",-73.9499061,40.7835297
"132",-74.1105336,40.8458652
"133",-72.628405,42.227317
"134",-73.9809365,40.7619422
"135",-73.9860413,40.7439914
"136",-74.1105336,40.8458652
"137",-73.979844,40.789378
"138",-73.9499061,40.7835297
"139",-74.0106248,40.7064181
"140",-74.0101939,40.722346
"141",-122.410671,37.775895
"142",-73.9925579,40.7437747
"143",-73.9736853,40.7491205
"144",-73.9490211,40.5868546
"145",-93.5584009,41.5944406
"146",-73.964248,40.7557336
"147",-93.5584009,41.5944406
"148",-73.9757191,40.7419947
"149",-73.9077504,40.6248343
"150",-73.9992329,40.687907
"151",-73.9686741,40.7638308
"152",-74.0009378,40.7212093
"153",-73.9996876,40.7365901
"154",-73.9996876,40.7365901
"155",-74.016943,40.7062843
"156",-73.9992907,40.7413857
"157",-74.0057547,40.7476149
"158",-74.1105336,40.8458652
"159",-74.1105336,40.8458652
"160",-73.9809365,40.7619422
"161",-73.9793198,40.7575257
"162",-73.9695206,40.7563037
"163",-84.3115939,33.763839
"164",-93.2835017,44.8262177
"165",-74.1105336,40.8458652
"166",-87.631538,41.712795
"167",-73.971187,40.786724
"168",-73.9797243,40.7642055
"169",-73.9499061,40.7835297
"170",-74.0166092,40.7085414
"171",-74.0128882,40.7054423
"172",-73.9564503,40.6992266
"173",-73.9490211,40.5868546
"174",-73.9490211,40.5868546
"175",-97.7490094,30.2603687
"176",-118.2721558,34.0504017
"177",-73.9349259,40.8503252
"178",-73.958089,40.801149
"179",-85.650694,30.161459
"180",-73.9735422,40.5756434
"181",-73.9764548,40.7453347
"182",-88.9400996,42.3197507
"183",-73.9896254,40.7427273
"184",-74.0159807,40.7173427
"185",-73.9896254,40.7427273
"186",-94.5853555,39.1000145
"187",-94.5853555,39.1000145
"188",-94.5853555,39.1000145
"189",-94.5853555,39.1000145
"190",-73.9675225,40.7555746
"191",-74.0087133,40.7248466
"192",-74.0087133,40.7248466
"193",-74.1105336,40.8458652
"194",-99.0851712,40.7005255
"195",-73.9996876,40.7365901
"196",-73.9967625,40.7358099
"197",-73.9499061,40.7835297
"198",-84.3121022,33.7638374
