"","V1","V2","V3","V4"
"167",56.130366,-106.346771,46.227638,2.213749
"168",56.26392,9.501785,60.128161,18.643501
"169",-14.235004,-51.92528,37.09024,-95.712891
"170",46.227638,2.213749,40.463667,-3.74922
"171",46.227638,2.213749,50.503887,4.469936
"172",51.165691,10.451526,46.227638,2.213749
"173",55.378051,-3.435973,61.52401,105.318756
"174",56.130366,-106.346771,55.378051,-3.435973
"175",4.210484,101.975766,55.378051,-3.435973
"176",35.86166,104.195397,36.204824,138.252924
"177",37.09024,-95.712891,-40.900557,174.885971
"178",37.09024,-95.712891,-0.023559,37.906193
"179",46.227638,2.213749,56.130366,-106.346771
"180",60.128161,18.643501,56.26392,9.501785
"181",4.210484,101.975766,37.09024,-95.712891
"182",35.86166,104.195397,22.396428,114.109497
"183",42.733883,25.48583,37.09024,-95.712891
"184",51.919438,19.145136,37.09024,-95.712891
"185",55.378051,-3.435973,56.26392,9.501785
"186",15.870032,100.992541,15.870032,100.992541
"187",-30.559482,22.937506,-30.559482,22.937506
"188",1.352083,103.819836,15.870032,100.992541
"189",60.128161,18.643501,55.378051,-3.435973
"190",60.128161,18.643501,60.472024,8.468946
"191",61.92411,25.748151,60.128161,18.643501
"192",22.396428,114.109497,55.378051,-3.435973
"193",36.204824,138.252924,35.907757,127.766922
"194",37.09024,-95.712891,60.472024,8.468946
"195",46.818188,8.227512,40.463667,-3.74922
"196",51.165691,10.451526,60.128161,18.643501
"197",-30.559482,22.937506,37.09024,-95.712891
"198",37.09024,-95.712891,41.87194,12.56738
"199",39.074208,21.824312,39.074208,21.824312
"200",39.399872,-8.224454,55.378051,-3.435973
"201",46.227638,2.213749,52.132633,5.291266
"202",47.162494,19.503304,37.09024,-95.712891
"203",48.669026,19.699024,48.669026,19.699024
"204",55.169438,23.881275,55.169438,23.881275
"205",55.378051,-3.435973,35.86166,104.195397
"206",58.595272,25.013607,55.378051,-3.435973
"207",60.128161,18.643501,61.92411,25.748151
"208",35.86166,104.195397,55.378051,-3.435973
"209",37.09024,-95.712891,23.424076,53.847818
"210",48.379433,31.16558,48.379433,31.16558
"211",52.132633,5.291266,50.503887,4.469936
"212",55.378051,-3.435973,39.399872,-8.224454
"213",55.378051,-3.435973,50.503887,4.469936
"214",-35.675147,-71.542969,23.634501,-102.552784
"215",35.86166,104.195397,56.130366,-106.346771
"216",36.204824,138.252924,55.378051,-3.435973
"217",37.09024,-95.712891,-30.559482,22.937506
"218",37.09024,-95.712891,58.595272,25.013607
"219",51.165691,10.451526,-14.235004,-51.92528
"220",1.352083,103.819836,4.210484,101.975766
"221",12.879721,121.774017,37.09024,-95.712891
"222",36.204824,138.252924,31.046051,34.851612
"223",37.09024,-95.712891,9.081999,8.675277
"224",40.463667,-3.74922,6.42375,-66.58973
"225",61.92411,25.748151,55.378051,-3.435973
"226",-35.675147,-71.542969,55.378051,-3.435973
"227",35.86166,104.195397,23.69781,120.960515
"228",36.204824,138.252924,15.870032,100.992541
"229",37.09024,-95.712891,12.879721,121.774017
"230",46.227638,2.213749,60.128161,18.643501
"231",46.818188,8.227512,31.046051,34.851612
"232",47.516231,14.550072,37.09024,-95.712891
"233",48.379433,31.16558,37.09024,-95.712891
"234",49.815273,6.129583,41.87194,12.56738
"235",60.472024,8.468946,55.378051,-3.435973
"236",-35.675147,-71.542969,20.593684,78.96288
"237",-35.675147,-71.542969,56.130366,-106.346771
"238",46.818188,8.227512,50.503887,4.469936
"239",49.817492,15.472962,37.09024,-95.712891
"240",55.378051,-3.435973,47.516231,14.550072
"241",56.26392,9.501785,61.92411,25.748151
"242",58.595272,25.013607,37.09024,-95.712891
"243",61.52401,105.318756,55.378051,-3.435973
"244",-25.274398,133.775136,55.378051,-3.435973
"245",23.69781,120.960515,23.69781,120.960515
"246",36.204824,138.252924,23.69781,120.960515
"247",37.09024,-95.712891,14.058324,108.277199
"248",37.09024,-95.712891,19.513469,-80.566956
"249",49.815273,6.129583,51.165691,10.451526
"250",50.503887,4.469936,51.165691,10.451526
"251",55.378051,-3.435973,-25.274398,133.775136
"252",55.378051,-3.435973,-14.235004,-51.92528
"253",55.378051,-3.435973,1.352083,103.819836
"254",61.52401,105.318756,51.165691,10.451526
"255",1.352083,103.819836,-25.274398,133.775136
"256",12.879721,121.774017,12.879721,121.774017
"257",39.074208,21.824312,40.463667,-3.74922
"258",39.074208,21.824312,55.378051,-3.435973
"259",45.943161,24.96676,45.943161,24.96676
"260",46.227638,2.213749,35.86166,104.195397
"261",46.818188,8.227512,56.130366,-106.346771
"262",49.815273,6.129583,40.463667,-3.74922
"263",56.879635,24.603189,61.52401,105.318756
"264",-38.416097,-63.616672,-35.675147,-71.542969
"265",-25.274398,133.775136,1.352083,103.819836
"266",1.352083,103.819836,31.046051,34.851612
"267",22.396428,114.109497,56.130366,-106.346771
"268",23.885942,45.079162,37.09024,-95.712891
"269",35.86166,104.195397,51.165691,10.451526
"270",36.204824,138.252924,14.058324,108.277199
"271",37.09024,-95.712891,-35.675147,-71.542969
"272",37.09024,-95.712891,26.820553,30.802498
"273",40.463667,-3.74922,46.227638,2.213749
"274",41.87194,12.56738,-14.235004,-51.92528
"275",42.733883,25.48583,55.378051,-3.435973
"276",46.818188,8.227512,52.132633,5.291266
"277",46.818188,8.227512,60.128161,18.643501
"278",51.165691,10.451526,1.352083,103.819836
"279",51.165691,10.451526,20.593684,78.96288
"280",51.165691,10.451526,40.463667,-3.74922
"281",51.165691,10.451526,56.26392,9.501785
"282",55.378051,-3.435973,38.963745,35.243322
"283",55.378051,-3.435973,41.87194,12.56738
"284",55.378051,-3.435973,60.472024,8.468946
"285",56.26392,9.501785,51.165691,10.451526
"286",60.472024,8.468946,46.818188,8.227512
"287",-32.522779,-55.765835,-38.416097,-63.616672
"288",1.352083,103.819836,36.204824,138.252924
"289",4.570868,-74.297333,4.570868,-74.297333
"290",20.593684,78.96288,31.046051,34.851612
"291",23.424076,53.847818,30.585164,36.238414
"292",35.86166,104.195397,20.593684,78.96288
"293",35.86166,104.195397,31.046051,34.851612
"294",36.204824,138.252924,20.593684,78.96288
"295",40.463667,-3.74922,48.669026,19.699024
"296",46.818188,8.227512,53.41291,-8.24389
"297",49.815273,6.129583,61.52401,105.318756
"298",51.165691,10.451526,61.52401,105.318756
"299",51.165691,10.451526,61.92411,25.748151
"300",52.132633,5.291266,56.26392,9.501785
"301",56.130366,-106.346771,53.41291,-8.24389
"302",60.128161,18.643501,35.86166,104.195397
"303",60.128161,18.643501,51.165691,10.451526
"304",-35.675147,-71.542969,40.463667,-3.74922
"305",-25.274398,133.775136,60.472024,8.468946
"306",9.081999,8.675277,37.09024,-95.712891
"307",14.058324,108.277199,14.058324,108.277199
"308",25.930414,50.637772,37.09024,-95.712891
"309",33.854721,35.862285,33.854721,35.862285
"310",35.86166,104.195397,46.227638,2.213749
"311",37.09024,-95.712891,49.815273,6.129583
"312",45.943161,24.96676,55.378051,-3.435973
"313",46.227638,2.213749,61.52401,105.318756
"314",46.818188,8.227512,-25.274398,133.775136
"315",46.818188,8.227512,56.26392,9.501785
"316",47.516231,14.550072,51.165691,10.451526
"317",49.815273,6.129583,50.503887,4.469936
"318",52.132633,5.291266,61.92411,25.748151
"319",56.26392,9.501785,46.818188,8.227512
"320",56.879635,24.603189,37.09024,-95.712891
"321",-38.416097,-63.616672,-14.235004,-51.92528
"322",-35.675147,-71.542969,-9.189967,-75.015152
"323",4.210484,101.975766,4.210484,101.975766
"324",9.081999,8.675277,9.081999,8.675277
"325",15.870032,100.992541,35.86166,104.195397
"326",37.09024,-95.712891,-6.369028,34.888822
"327",37.09024,-95.712891,7.946527,-1.023194
"328",37.09024,-95.712891,30.585164,36.238414
"329",37.09024,-95.712891,32.321384,-64.75737
"330",37.09024,-95.712891,35.126413,33.429859
"331",37.09024,-95.712891,49.817492,15.472962
"332",40.463667,-3.74922,1.352083,103.819836
"333",45.943161,24.96676,37.09024,-95.712891
"334",51.165691,10.451526,51.919438,19.145136
"335",52.132633,5.291266,56.130366,-106.346771
"336",56.130366,-106.346771,35.86166,104.195397
"337",56.26392,9.501785,46.227638,2.213749
"338",58.595272,25.013607,1.352083,103.819836
"339",61.52401,105.318756,20.593684,78.96288
"340",-38.416097,-63.616672,23.634501,-102.552784
"341",-35.675147,-71.542969,39.399872,-8.224454
"342",-30.559482,22.937506,-14.235004,-51.92528
"343",-25.274398,133.775136,31.046051,34.851612
"344",-25.274398,133.775136,56.130366,-106.346771
"345",-14.235004,-51.92528,-38.416097,-63.616672
"346",12.565679,104.990963,12.565679,104.990963
"347",22.396428,114.109497,51.165691,10.451526
"348",26.820553,30.802498,26.820553,30.802498
"349",31.046051,34.851612,35.126413,33.429859
"350",31.046051,34.851612,51.165691,10.451526
"351",33.854721,35.862285,37.09024,-95.712891
"352",38.963745,35.243322,56.130366,-106.346771
"353",40.463667,-3.74922,31.046051,34.851612
"354",41.87194,12.56738,40.463667,-3.74922
"355",42.733883,25.48583,44.016521,21.005859
"356",42.733883,25.48583,46.151241,14.995463
"357",50.503887,4.469936,20.593684,78.96288
"358",51.919438,19.145136,41.87194,12.56738
"359",52.132633,5.291266,46.227638,2.213749
"360",55.378051,-3.435973,-38.416097,-63.616672
"361",55.378051,-3.435973,36.204824,138.252924
"362",55.378051,-3.435973,51.919438,19.145136
"363",56.130366,-106.346771,31.046051,34.851612
"364",56.879635,24.603189,20.593684,78.96288
"365",60.472024,8.468946,-25.274398,133.775136
"366",61.52401,105.318756,1.352083,103.819836
"367",61.52401,105.318756,35.86166,104.195397
"368",-35.675147,-71.542969,51.165691,10.451526
"369",-32.522779,-55.765835,37.09024,-95.712891
"370",-9.189967,-75.015152,37.09024,-95.712891
"371",1.352083,103.819836,22.396428,114.109497
"372",1.352083,103.819836,23.69781,120.960515
"373",1.352083,103.819836,55.378051,-3.435973
"374",22.396428,114.109497,1.352083,103.819836
"375",23.424076,53.847818,33.854721,35.862285
"376",29.31166,47.481766,37.09024,-95.712891
"377",31.046051,34.851612,35.86166,104.195397
"378",35.86166,104.195397,35.907757,127.766922
"379",35.907757,127.766922,31.046051,34.851612
"380",36.204824,138.252924,46.227638,2.213749
"381",37.09024,-95.712891,39.074208,21.824312
"382",37.09024,-95.712891,64.963051,-19.020835
"383",39.074208,21.824312,37.09024,-95.712891
"384",40.463667,-3.74922,49.817492,15.472962
"385",46.227638,2.213749,-14.235004,-51.92528
"386",46.227638,2.213749,20.593684,78.96288
"387",46.227638,2.213749,56.26392,9.501785
"388",46.818188,8.227512,47.516231,14.550072
"389",49.214439,-2.13125,61.92411,25.748151
"390",49.815273,6.129583,31.046051,34.851612
"391",49.815273,6.129583,52.132633,5.291266
"392",49.817492,15.472962,55.378051,-3.435973
"393",50.503887,4.469936,46.818188,8.227512
"394",51.165691,10.451526,50.503887,4.469936
"395",51.919438,19.145136,51.165691,10.451526
"396",52.132633,5.291266,31.046051,34.851612
"397",-30.559482,22.937506,55.378051,-3.435973
"398",-0.789275,113.921327,1.352083,103.819836
"399",-0.023559,37.906193,-0.023559,37.906193
"400",14.058324,108.277199,37.09024,-95.712891
"401",19.513469,-80.566956,31.046051,34.851612
"402",23.424076,53.847818,55.378051,-3.435973
"403",32.321384,-64.75737,37.09024,-95.712891
"404",35.86166,104.195397,-14.235004,-51.92528
"405",35.907757,127.766922,56.130366,-106.346771
"406",36.204824,138.252924,22.396428,114.109497
"407",37.09024,-95.712891,-9.189967,-75.015152
"408",37.09024,-95.712891,4.570868,-74.297333
"409",40.463667,-3.74922,41.87194,12.56738
"410",40.463667,-3.74922,52.132633,5.291266
"411",40.463667,-3.74922,60.128161,18.643501
"412",40.463667,-3.74922,61.52401,105.318756
"413",46.227638,2.213749,36.204824,138.252924
"414",46.227638,2.213749,61.92411,25.748151
"415",46.227638,2.213749,64.963051,-19.020835
"416",46.818188,8.227512,12.879721,121.774017
"417",46.818188,8.227512,61.52401,105.318756
"418",48.379433,31.16558,61.52401,105.318756
"419",49.815273,6.129583,61.92411,25.748151
"420",51.165691,10.451526,35.86166,104.195397
"421",51.165691,10.451526,53.41291,-8.24389
"422",51.165691,10.451526,60.472024,8.468946
"423",52.132633,5.291266,-14.235004,-51.92528
"424",52.132633,5.291266,46.818188,8.227512
"425",55.378051,-3.435973,-40.900557,174.885971
"426",55.378051,-3.435973,55.169438,23.881275
"427",56.130366,-106.346771,61.52401,105.318756
"428",58.595272,25.013607,61.92411,25.748151
"429",60.128161,18.643501,9.081999,8.675277
"430",60.128161,18.643501,61.52401,105.318756
"431",61.52401,105.318756,31.046051,34.851612
"432",61.92411,25.748151,51.165691,10.451526
"433",64.963051,-19.020835,64.963051,-19.020835
"434",-38.416097,-63.616672,55.378051,-3.435973
"435",-35.675147,-71.542969,4.570868,-74.297333
"436",-35.675147,-71.542969,46.227638,2.213749
"437",-35.675147,-71.542969,53.41291,-8.24389
"438",-30.559482,22.937506,20.593684,78.96288
"439",1.352083,103.819836,35.907757,127.766922
"440",4.210484,101.975766,20.593684,78.96288
"441",4.570868,-74.297333,37.09024,-95.712891
"442",7.946527,-1.023194,7.946527,-1.023194
"443",15.870032,100.992541,37.09024,-95.712891
"444",20.593684,78.96288,55.378051,-3.435973
"445",22.396428,114.109497,36.204824,138.252924
"446",23.424076,53.847818,20.593684,78.96288
"447",23.634501,-102.552784,-38.416097,-63.616672
"448",30.585164,36.238414,37.09024,-95.712891
"449",31.046051,34.851612,38.963745,35.243322
"450",31.046051,34.851612,52.132633,5.291266
"451",31.046051,34.851612,61.52401,105.318756
"452",33.854721,35.862285,23.424076,53.847818
"453",35.126413,33.429859,37.09024,-95.712891
"454",35.86166,104.195397,15.870032,100.992541
"455",35.907757,127.766922,35.86166,104.195397
"456",35.907757,127.766922,55.378051,-3.435973
"457",36.204824,138.252924,60.128161,18.643501
"458",37.09024,-95.712891,30.375321,69.345116
"459",37.09024,-95.712891,42.733883,25.48583
"460",40.463667,-3.74922,20.593684,78.96288
"461",40.463667,-3.74922,46.818188,8.227512
"462",40.463667,-3.74922,56.130366,-106.346771
"463",46.227638,2.213749,18.08255,-63.05225
"464",46.227638,2.213749,38.963745,35.243322
"465",46.818188,8.227512,20.593684,78.96288
"466",46.818188,8.227512,61.92411,25.748151
"467",47.516231,14.550072,38.963745,35.243322
"468",47.516231,14.550072,55.378051,-3.435973
"469",49.815273,6.129583,56.26392,9.501785
"470",51.165691,10.451526,-30.559482,22.937506
"471",51.165691,10.451526,4.210484,101.975766
"472",51.919438,19.145136,49.817492,15.472962
"473",52.132633,5.291266,40.463667,-3.74922
"474",52.132633,5.291266,47.516231,14.550072
"475",53.41291,-8.24389,47.516231,14.550072
"476",55.378051,-3.435973,4.570868,-74.297333
"477",55.378051,-3.435973,22.396428,114.109497
"478",55.378051,-3.435973,26.820553,30.802498
"479",56.26392,9.501785,52.132633,5.291266
"480",61.92411,25.748151,61.52401,105.318756
"481",-40.900557,174.885971,36.204824,138.252924
"482",-38.416097,-63.616672,40.463667,-3.74922
"483",-35.675147,-71.542969,1.352083,103.819836
"484",-35.675147,-71.542969,41.87194,12.56738
"485",-32.522779,-55.765835,-32.522779,-55.765835
"486",-30.559482,22.937506,9.081999,8.675277
"487",-0.023559,37.906193,-30.559482,22.937506
"488",-0.023559,37.906193,-25.274398,133.775136
"489",1.352083,103.819836,61.52401,105.318756
"490",4.210484,101.975766,1.352083,103.819836
"491",12.879721,121.774017,20.593684,78.96288
"492",15.870032,100.992541,-0.789275,113.921327
"493",20.593684,78.96288,50.503887,4.469936
"494",20.593684,78.96288,56.130366,-106.346771
"495",29.31166,47.481766,55.378051,-3.435973
"496",30.585164,36.238414,23.424076,53.847818
"497",30.585164,36.238414,30.585164,36.238414
"498",31.046051,34.851612,56.130366,-106.346771
"499",31.046051,34.851612,60.128161,18.643501
"500",35.86166,104.195397,-0.789275,113.921327
"501",35.86166,104.195397,4.210484,101.975766
"502",36.204824,138.252924,4.210484,101.975766
"503",36.204824,138.252924,61.52401,105.318756
"504",37.09024,-95.712891,18.08255,-63.05225
"505",37.09024,-95.712891,55.169438,23.881275
"506",40.463667,-3.74922,-1.831239,-78.183406
"507",41.87194,12.56738,31.046051,34.851612
"508",42.733883,25.48583,45.1,15.2
"509",46.151241,14.995463,46.151241,14.995463
"510",46.227638,2.213749,22.396428,114.109497
"511",46.227638,2.213749,47.516231,14.550072
"512",46.227638,2.213749,53.41291,-8.24389
"513",46.818188,8.227512,1.352083,103.819836
"514",47.516231,14.550072,46.818188,8.227512
"515",48.669026,19.699024,37.09024,-95.712891
"516",49.214439,-2.13125,55.378051,-3.435973
"517",50.503887,4.469936,40.463667,-3.74922
"518",51.165691,10.451526,-25.274398,133.775136
"519",51.165691,10.451526,-0.789275,113.921327
"520",51.165691,10.451526,41.87194,12.56738
"521",51.919438,19.145136,40.463667,-3.74922
"522",51.919438,19.145136,61.52401,105.318756
"523",53.41291,-8.24389,49.815273,6.129583
"524",53.41291,-8.24389,52.132633,5.291266
"525",55.378051,-3.435973,42.733883,25.48583
"526",55.378051,-3.435973,46.151241,14.995463
"527",55.378051,-3.435973,58.595272,25.013607
"528",55.378051,-3.435973,64.963051,-19.020835
"529",56.130366,-106.346771,52.132633,5.291266
"530",56.26392,9.501785,40.463667,-3.74922
"531",60.128161,18.643501,31.046051,34.851612
"532",60.128161,18.643501,46.227638,2.213749
"533",60.472024,8.468946,51.165691,10.451526
"534",61.92411,25.748151,56.26392,9.501785
"535",-40.900557,174.885971,20.593684,78.96288
"536",-40.900557,174.885971,55.378051,-3.435973
"537",-38.416097,-63.616672,-32.522779,-55.765835
"538",-38.416097,-63.616672,4.570868,-74.297333
"539",-35.675147,-71.542969,-40.900557,174.885971
"540",-35.675147,-71.542969,-32.522779,-55.765835
"541",-35.675147,-71.542969,-25.274398,133.775136
"542",-35.675147,-71.542969,35.86166,104.195397
"543",-35.675147,-71.542969,47.162494,19.503304
"544",-35.675147,-71.542969,49.817492,15.472962
"545",-35.675147,-71.542969,52.132633,5.291266
"546",-35.675147,-71.542969,58.595272,25.013607
"547",-30.559482,22.937506,61.52401,105.318756
"548",-25.274398,133.775136,61.92411,25.748151
"549",-14.235004,-51.92528,51.165691,10.451526
"550",-14.235004,-51.92528,55.378051,-3.435973
"551",-9.189967,-75.015152,-38.416097,-63.616672
"552",-9.189967,-75.015152,-9.189967,-75.015152
"553",-9.189967,-75.015152,23.634501,-102.552784
"554",-0.789275,113.921327,15.870032,100.992541
"555",-0.789275,113.921327,37.09024,-95.712891
"556",1.352083,103.819836,12.879721,121.774017
"557",1.352083,103.819836,14.058324,108.277199
"558",1.352083,103.819836,46.227638,2.213749
"559",1.352083,103.819836,52.132633,5.291266
"560",1.352083,103.819836,56.130366,-106.346771
"561",4.210484,101.975766,15.870032,100.992541
"562",4.210484,101.975766,30.375321,69.345116
"563",4.570868,-74.297333,-38.416097,-63.616672
"564",7.873054,80.771797,37.09024,-95.712891
"565",9.081999,8.675277,55.378051,-3.435973
"566",15.870032,100.992541,1.352083,103.819836
"567",15.870032,100.992541,22.396428,114.109497
"568",22.396428,114.109497,52.132633,5.291266
"569",23.424076,53.847818,1.352083,103.819836
"570",23.424076,53.847818,26.820553,30.802498
"571",23.424076,53.847818,30.375321,69.345116
"572",23.634501,-102.552784,4.570868,-74.297333
"573",23.634501,-102.552784,55.378051,-3.435973
"574",23.69781,120.960515,20.593684,78.96288
"575",23.69781,120.960515,36.204824,138.252924
"576",23.885942,45.079162,23.885942,45.079162
"577",23.885942,45.079162,55.378051,-3.435973
"578",25.354826,51.183884,37.09024,-95.712891
"579",26.820553,30.802498,37.09024,-95.712891
"580",29.31166,47.481766,46.227638,2.213749
"581",31.046051,34.851612,-25.274398,133.775136
"582",31.046051,34.851612,1.352083,103.819836
"583",31.046051,34.851612,46.227638,2.213749
