"","V1","V2","V3","V4"
"1",37.09024,-95.712891,37.09024,-95.712891
"2",55.378051,-3.435973,55.378051,-3.435973
"3",56.130366,-106.346771,56.130366,-106.346771
"4",55.378051,-3.435973,37.09024,-95.712891
"5",46.227638,2.213749,46.227638,2.213749
"6",35.86166,104.195397,35.86166,104.195397
"7",51.165691,10.451526,51.165691,10.451526
"8",37.09024,-95.712891,55.378051,-3.435973
"9",37.09024,-95.712891,56.130366,-106.346771
"10",37.09024,-95.712891,35.86166,104.195397
"11",31.046051,34.851612,31.046051,34.851612
"12",37.09024,-95.712891,20.593684,78.96288
"13",31.046051,34.851612,37.09024,-95.712891
"14",56.130366,-106.346771,37.09024,-95.712891
"15",40.463667,-3.74922,40.463667,-3.74922
"16",20.593684,78.96288,20.593684,78.96288
"17",37.09024,-95.712891,31.046051,34.851612
"18",51.165691,10.451526,37.09024,-95.712891
"19",46.818188,8.227512,37.09024,-95.712891
"20",46.227638,2.213749,37.09024,-95.712891
"21",35.86166,104.195397,37.09024,-95.712891
"22",36.204824,138.252924,37.09024,-95.712891
"23",36.204824,138.252924,36.204824,138.252924
"24",60.128161,18.643501,60.128161,18.643501
"25",53.41291,-8.24389,53.41291,-8.24389
"26",41.87194,12.56738,41.87194,12.56738
"27",46.818188,8.227512,46.818188,8.227512
"28",52.132633,5.291266,52.132633,5.291266
"29",35.907757,127.766922,35.907757,127.766922
"30",56.26392,9.501785,56.26392,9.501785
"31",61.92411,25.748151,61.92411,25.748151
"32",-35.675147,-71.542969,-35.675147,-71.542969
"33",-25.274398,133.775136,37.09024,-95.712891
"34",1.352083,103.819836,1.352083,103.819836
"35",37.09024,-95.712891,51.165691,10.451526
"36",-25.274398,133.775136,-25.274398,133.775136
"37",37.09024,-95.712891,46.227638,2.213749
"38",61.52401,105.318756,61.52401,105.318756
"39",37.09024,-95.712891,1.352083,103.819836
"40",1.352083,103.819836,37.09024,-95.712891
"41",22.396428,114.109497,35.86166,104.195397
"42",37.09024,-95.712891,36.204824,138.252924
"43",61.52401,105.318756,37.09024,-95.712891
"44",-14.235004,-51.92528,-14.235004,-51.92528
"45",35.907757,127.766922,37.09024,-95.712891
"46",60.128161,18.643501,37.09024,-95.712891
"47",22.396428,114.109497,37.09024,-95.712891
"48",37.09024,-95.712891,-14.235004,-51.92528
"49",-35.675147,-71.542969,37.09024,-95.712891
"50",40.463667,-3.74922,55.378051,-3.435973
"51",20.593684,78.96288,37.09024,-95.712891
"52",50.503887,4.469936,50.503887,4.469936
"53",52.132633,5.291266,37.09024,-95.712891
"54",46.818188,8.227512,55.378051,-3.435973
"55",40.463667,-3.74922,37.09024,-95.712891
"56",37.09024,-95.712891,53.41291,-8.24389
"57",56.26392,9.501785,37.09024,-95.712891
"58",42.733883,25.48583,42.733883,25.48583
"59",53.41291,-8.24389,37.09024,-95.712891
"60",55.378051,-3.435973,51.165691,10.451526
"61",37.09024,-95.712891,40.463667,-3.74922
"62",46.227638,2.213749,55.378051,-3.435973
"63",23.634501,-102.552784,37.09024,-95.712891
"64",37.09024,-95.712891,61.52401,105.318756
"65",51.165691,10.451526,55.378051,-3.435973
"66",37.09024,-95.712891,35.907757,127.766922
"67",46.818188,8.227512,51.165691,10.451526
"68",37.09024,-95.712891,-25.274398,133.775136
"69",23.69781,120.960515,37.09024,-95.712891
"70",37.09024,-95.712891,52.132633,5.291266
"71",-38.416097,-63.616672,-38.416097,-63.616672
"72",37.09024,-95.712891,60.128161,18.643501
"73",55.378051,-3.435973,52.132633,5.291266
"74",37.09024,-95.712891,46.818188,8.227512
"75",38.963745,35.243322,38.963745,35.243322
"76",-20.348404,57.552152,20.593684,78.96288
"77",22.396428,114.109497,22.396428,114.109497
"78",55.378051,-3.435973,46.227638,2.213749
"79",51.919438,19.145136,51.919438,19.145136
"80",31.046051,34.851612,55.378051,-3.435973
"81",60.472024,8.468946,60.472024,8.468946
"82",50.503887,4.469936,37.09024,-95.712891
"83",53.41291,-8.24389,55.378051,-3.435973
"84",39.399872,-8.224454,39.399872,-8.224454
"85",55.378051,-3.435973,53.41291,-8.24389
"86",46.818188,8.227512,46.227638,2.213749
"87",-38.416097,-63.616672,37.09024,-95.712891
"88",55.378051,-3.435973,60.128161,18.643501
"89",1.352083,103.819836,35.86166,104.195397
"90",40.463667,-3.74922,-14.235004,-51.92528
"91",47.516231,14.550072,47.516231,14.550072
"92",60.472024,8.468946,37.09024,-95.712891
"93",61.92411,25.748151,37.09024,-95.712891
"94",1.352083,103.819836,20.593684,78.96288
"95",40.463667,-3.74922,-35.675147,-71.542969
"96",40.463667,-3.74922,53.41291,-8.24389
"97",46.227638,2.213749,51.165691,10.451526
"98",58.595272,25.013607,58.595272,25.013607
"99",55.378051,-3.435973,40.463667,-3.74922
"100",37.09024,-95.712891,38.963745,35.243322
"101",37.09024,-95.712891,23.634501,-102.552784
"102",49.815273,6.129583,37.09024,-95.712891
"103",40.463667,-3.74922,23.634501,-102.552784
"104",55.378051,-3.435973,31.046051,34.851612
"105",37.09024,-95.712891,-38.416097,-63.616672
"106",37.09024,-95.712891,22.396428,114.109497
"107",40.463667,-3.74922,-38.416097,-63.616672
"108",22.396428,114.109497,20.593684,78.96288
"109",36.204824,138.252924,1.352083,103.819836
"110",37.09024,-95.712891,61.92411,25.748151
"111",-40.900557,174.885971,-40.900557,174.885971
"112",23.424076,53.847818,37.09024,-95.712891
"113",41.87194,12.56738,37.09024,-95.712891
"114",55.378051,-3.435973,56.130366,-106.346771
"115",40.463667,-3.74922,-9.189967,-75.015152
"116",40.463667,-3.74922,4.570868,-74.297333
"117",36.204824,138.252924,-0.789275,113.921327
"118",51.165691,10.451526,47.516231,14.550072
"119",56.26392,9.501785,55.378051,-3.435973
"120",55.378051,-3.435973,46.818188,8.227512
"121",-35.675147,-71.542969,-38.416097,-63.616672
"122",37.09024,-95.712891,56.26392,9.501785
"123",51.165691,10.451526,46.818188,8.227512
"124",52.132633,5.291266,55.378051,-3.435973
"125",23.424076,53.847818,23.424076,53.847818
"126",23.634501,-102.552784,23.634501,-102.552784
"127",37.09024,-95.712891,-0.789275,113.921327
"128",36.204824,138.252924,35.86166,104.195397
"129",38.963745,35.243322,37.09024,-95.712891
"130",46.227638,2.213749,46.818188,8.227512
"131",-20.348404,57.552152,37.09024,-95.712891
"132",37.09024,-95.712891,4.210484,101.975766
"133",49.817492,15.472962,49.817492,15.472962
"134",37.09024,-95.712891,50.503887,4.469936
"135",39.399872,-8.224454,37.09024,-95.712891
"136",50.503887,4.469936,46.227638,2.213749
"137",55.378051,-3.435973,56.879635,24.603189
"138",55.378051,-3.435973,20.593684,78.96288
"139",51.165691,10.451526,31.046051,34.851612
"140",19.513469,-80.566956,37.09024,-95.712891
"141",50.503887,4.469936,52.132633,5.291266
"142",37.09024,-95.712891,23.69781,120.960515
"143",46.227638,2.213749,31.046051,34.851612
"144",47.162494,19.503304,47.162494,19.503304
"145",60.472024,8.468946,60.128161,18.643501
"146",23.69781,120.960515,35.86166,104.195397
"147",-40.900557,174.885971,37.09024,-95.712891
"148",49.815273,6.129583,55.378051,-3.435973
"149",51.165691,10.451526,56.130366,-106.346771
"150",22.396428,114.109497,31.046051,34.851612
"151",37.09024,-95.712891,47.516231,14.550072
"152",52.132633,5.291266,51.165691,10.451526
"153",56.130366,-106.346771,38.963745,35.243322
"154",55.378051,-3.435973,61.92411,25.748151
"155",-35.675147,-71.542969,-14.235004,-51.92528
"156",-0.789275,113.921327,-0.789275,113.921327
"157",20.593684,78.96288,1.352083,103.819836
"158",40.463667,-3.74922,51.165691,10.451526
"159",50.503887,4.469936,55.378051,-3.435973
"160",37.09024,-95.712891,15.870032,100.992541
"161",-32.522779,-55.765835,-14.235004,-51.92528
"162",1.352083,103.819836,-0.789275,113.921327
"163",35.86166,104.195397,1.352083,103.819836
"164",41.87194,12.56738,55.378051,-3.435973
"165",49.815273,6.129583,46.227638,2.213749
"166",51.165691,10.451526,52.132633,5.291266
